FileNumber,Role,Skills,Education
20969119.pdf,"CHIEF ADMINISTRATIVE OFFICER
","
administrative, budget, business process improvement, change management, coach, contracts, Customer Service, delivery, direction, finance,
focus, functional, goal setting, Government, human resource, innovation, inspection, inventory, Leadership, managing, mentor, Office, negotiating,
optimization, organizational development, organizational, policy development, process improvement, producing, recruitment, reporting, retail, sales,
sales training, Salesforce CRM, store manager, strategy, strategic, strategic planning, vision, reducing waste
Additional Information
Community Outreach & Volunteerism Member, Pastoral Council, St. Mary Parish, Chelsea, MI, 2015-present. Co-chair, Taste of Chelsea
Event Committee, Chelsea, MI, 2013 - 2015. Grand Knight, Saint Louis Guanella Council Knights of Columbus, Chelsea, MI, 2012-2014
& 2000-2002. President, Escanaba Area Catholic Board of Education, Escanaba, MI 2005 - 2008. Member, Board of Directors, YMCA
of Delta County, Escanaba, MI, 2006-2008 Strong Kids Campaign General Gifts Chairperson, YMCA of Delta County, Escanaba, MI,
2007 - 2008 Allocation Team Member, United Way of Delta County, Escanaba, MI, 2007-2008.","
Baker College
 
Master of Business Administration
 
: 
Finance
 
City
 
, 
State
 
Finance
Michigan State University
 
Bachelor of Science
 
: 
Fisheries and Wildlife
 
City
 
, 
State
 
Fisheries and Wildlife
"
16507693.pdf,"BUDGET ANALYST SERIES 0560
","
 Â 
Knowledge of automate financial/accounting systems in order to manage fiscal date and ensure system performance.
Knowledge of system analysis techniques and procedures.
Ability 
to interpret accounting related rulings, regulations, directives and bulletins to develop sound conclusions, recommendations and applications
to specific inquires and situations.
Flexible Budget Analyst who adapts seamlessly to constantly evolving accounting processes and technologies.
Ability to communicate verbally and in writing in order to develop and deliver presentations, briefings and/ or training sessions.
Highlights
Budget analysis
Cost Benefit Analysis (CBAs)
Accurate forecasting
Financial reporting expert
Calm under pressure
Sound judgment
Staff training
Self-motivated ","
High School Diploma
 
1983
 
Southeast High School
 
ï¼​ 
City
 
, 
State
 
, 
USA
Awards
Performance awards: 
2008/2009/2010/2011/2012/2013/2014/2015
Time off award: 
2004 (8 hours), 2005 (2 hours)
Spot award: 
2005
End of year award: 
2005
Cash awards for Superior Service: 
March/October 1995Cash awards for Superior Service: 
1996/1997/1998/1999/2000/2001
Selected as Civilian of the Year for Fiscal Year 1997
Department of Army Commendations: 
1993/1994/June and December 1996
Training
GSA National Safety Council Defensive Driving Course. (2016)
Contracting Officer Representative with a Mission Focus (2016)
On-lline Training for Contracting Officer's Representative (2016)
FAC-COR Lever II Course (2013)
Contracting Officer's Representative Course (2011)
CON 120: 
Appropriations Law (2010)
Improved Statement of "
28165687.pdf,"UT-TSU AGRICULTURE / 4-H EXTENSION AGENT TRAINEE
","
Time Management
Classroom: Discipline, Instruction, Management, Creative Lesson Planning
Research
Goal Setting, Implementation, andÂ Program Development
Community Involvement
After School Tutor, Wright Middle School, 2007
After School Tutor / Mentor, Lee Chapel A.M.E. Church, 2006
Red CrossÂ Blood Bank Volunteer, 2005 - Present
Volunteer, Habitat for Humanity, 2005
Affiliations
Member, Minority of Agriculture Natural Resources and Related Sciences: 2008
Member, Tennessee Louis Stokes Alliance For Minority Participation: 
2008
Secretary, Block and Bridle Club: 2009
Coordinator, Pre - Vet / Animal Science Club: 2011
4-H Adult Leader: 2013
Vice President, GSAA: Graduate Students of Agriculture Association: 
2014"," and extension background in areas of youth development and adult agriculture advocacy
Expertise in outreach programs towards youth and adults
Energetic, prospective extension agent who is a self-starter and team oriented with excellent analytical, organizational, and project
management "
36102323.pdf,"RESEARCH MOLECULAR/RESEARCH MICROBIOLOGIST/RESEARCH ECOLOGIST (RESEARCH ASSOCIATE)
","
Cash handling
Shipping and receiving
Professional and friendly
Careful and active listener
Multi-tasking
Computer
Hand and power tools
Community Service
Habitat For Humanity
Toys for TOTS Toy Collection","
2015
Brown-Mackie College
 
City
 
, 
State
 
, 
USA
 
LPN 
Certificate
3.5 GPA
Course"
21868149.pdf,"PROJECT ASSISTANT
","
administrative, approach, business development, coaching, communication skills, computer literate, concept, Council, client, data collection, data
entry, data management, documentation, drafting, English, financing, funds, Maintaining inventory, marketing, meetings, Oil, Organizing, processes,
Project Management, proposals, publication, quality, report writing, reporting, making travel arrangements, ","
Bachelor of Arts
 
: 
Development Studies
 
2014
 
Midlands State University
 
City
 
, 
State
 
, 
Zimbabwe
Development Studies
High School Diploma
 
: 
Monitoring & Evaluation
 
2015
 
University of Zimbabwe
 
City
 
, 
State
 
, 
Zimbabwe
Executive Certificate in Project Management, Monitoring & Evaluation
March- 2014 October) Overall Degree Class: 2.1 Dissertation: Distinction Executive Certificate in Project Management, 
Monitoring and
Evaluation with the University of Zimbabwe ACHIEVEMENTS Certificate in Post-Harvest Management and Grading of Cereals, Pulses and Oil
Seeds Certificate in Fish Farming as a Business (Aquaculture) Served in the Midlands State University Electoral College for Students
Representative Council (SRC)
Advanced Level - (2009- 2010) Denmark Training Services 3 subjects (Sociology, History and Divinity) 12 Points 
Ordinary Level - (2004-2008)
Roosevelt Girls' High 5 'O' levels
Thesis/Dissertation
The role played by Netherlands Development Organization in promoting poverty alleviation for smallholder farmers in Domboshava using the
Market- Based Approach (The SNV Case 2012-2014)
Languages
English and Shona
"
11197262.pdf,"PLANT PROTECTION AND QUARANTINE TECHNICIAN
","
Skillful application of bench chemistry in a lab setting by adhering to standard operating procedures.
Ability to analyze and test basic wet and dry chemistry obtaining qualitative and quantitative chemical measurements.
Capacity to follow recipes and formulate mixtures based on manufacturer's specifications.
Keen technical and mechanical ability.
Strong ","
Certificate
 
: 
Wetland Delineation and Identification
 
, 
2012
 
Rutgers, The State University of New Jersey
 
ï¼​ 
City
 
, 
State
 
, 
US
 
Bachelor of Science
 
: 
Environmental Biology
 
, 
2011
 
Keystone College
 
ï¼​ 
City
 
, 
State
 
, 
US
 
Affiliations
Keystone College Eco Club
North American Bird Phenology Program
Certifications
American Red Cross First Aid and CPR training
FEMA Federal Emergency Management Training
"
11813872.pdf,"VP, PRINCIPAL
","
Deep expertise in designing,developing,
implementing and running mission critical systems
involving OLTP,OLAP and HTAP "," and Training
09/1998
Master of Science
 
: 
Computer Science And Programming
 
QAU
 
ï¼​ 
City
01/2008
CFA Level 1
 
CFA Institute
 
ï¼​ 
City
Some College (No Degree)
 
: 
Python For Finance
 
Udemy Courses
Certifications
Certified AWS Certified Cloud Practitioner - 2020
RLF(Leadership for Life) graduate, Babson College 2018
Oracle Certified "
54246169.pdf,"AGRICULTURE ADVISOR AND LANGUAGE OFFICER
","
competitive, English, government, irrigation, managerial, Materials, meetings, Excel, Office, power point, Word, police, Presentations, research,
strategic planning, training materials, translations, typing, "," Program for Afghanistan Responsibilities: Prepare and implement plan for concerned areas and implement
the concerned project activities according to the approved annual "
19851252.pdf,"SAFETY INTERN
Areas of Expertise
Occupational Safety Microsoft Word, Excel, Power Point, E-Tools
","
cashiering, closing, Directing, direction, Excel, Power Point, Microsoft Word, quality, Safety","
December 2015
Bachelor of Science
 
: 
Occupational Safety and Environmental Health Applied Engineering Emergency Management
 
Millersville University of
Pennsylvania
 
- 
City
 
, 
State
 
Occupational Safety and Environmental Health Applied Engineering Emergency Management
Affiliations
American Society of Safety Engineers 
February 2015
"
34141299.pdf,"TELEPHONE INTERVIEWER
","
Accounts payable, Administrative, agency, billing, clerical, Content Management, Credit, client, clients, customer satisfaction, Customer Service,
data collection, Data Entry, decision making, delivery, financial, inventory, loss prevention, MAC OS, managing, marketing, Microsoft Excel, Mail,
Microsoft Outlook, Microsoft Word, neat, Enterprise, Office Equipment, proposals, quality, radio, reporting, researching, sales, Statistics,
telephone, Telephones, Web site","
2012
Gateway Institute of Technology
 
High School Diploma
St. Louis Community College
"
15053703.pdf,"ADMINISTRATION OFFICE ASSISTANT
","
Public Speaking, Student Involvement, and Organizational"," Major. Army ROTC, and Kappa Delta Pi (Education) Honor Society
Officer.
Led 3 Summer Camp Programs, and student teach in 3 schools at the Portland District
"
29510501.pdf,"LEAD TEACHER
","
arts, Basic, Child Care, clerical, conferences, edit, facsimile, faxing, filing, Goal Setting, instruction, Leadership skills, lesson plans, Lesson
Planning, notes, materials, meetings, Access, Excel, Microsoft Office, Outlook, PowerPoint, Publisher, Word, office machines, photocopiers,
receptionist, scanners, scanning, spreadsheets, switch, take messages, teacher, Teaching, telephone, telephones, phone, Time management, Type,
typewriters, Verbal communication skills, voice mail, "," Coordinator position with a company that will allow me to fully manage curriculum development, coordinate on the job
training opportunities, utilize my communication, organizational, and problem solving "
79536879.pdf,"VOLUNTEER FRONT DESK RECEPTIONIST,CANTEEN WORKER
","
Customer service, art, clerical, doors, special events, filing, focus, French, L, machinery, director, materials, Mathematics, money, office, windows,
personnel, 
problem solving, quality control, Read, recording, research, safety, cash handling
Activities
Art, painting,Illustration
Composing and playing music; Piano
Volunteer community events
mentoring and tutoring math to Elementary school students
Interior designing,study architecture,historic homes","al Background
Bachelor's Degree
 
, 
History International Studies
 
2008
 
Louisiana State University
 
- 
City
 
, 
State
 
, 
US
 
GPA: 
GPA: 3.0
12 Semester Hours History International Studies GPA: 3.0 Analytical Mathematic course that focus on Analyzing differentiation, integration and
analytical functions.
"
29897742.pdf,"ADULT EDUCATION TEACHER
","
Data management
Self-motivated
Project management
Strong verbal communication
Extremely organized
Staff development
Process implementation
Powerful negotiator
Team leadership
Work History
Adult Education Teacher
 
, 
08/2016
 
to 
Current
 
Company Name
 
â€“ 
City
 
, 
State
 
I implement and started the Adult Ed Program for the district, Continue to "," TEACHER
"
21134923.pdf,"FELLOW: CREATING LIVELIHOODS VIA AGRICULTURE PROJECT, VOLUNTEERING FOR INTERNATIONAL
PROFESSIONALS
","
Dream Weaver, Adobe Illustrator, agency, Budgeting, budget, Business Development, business plans, C, delivery, English, estimating, Finance,
financial, financial reporting, Human Resources, Latin, Macromedia, managing, market, Excel, Power Point, MS Word, needs assessment,
enterprise, PeopleSoft, presentations, producing, profit, progress, Project Design, Project Management, proposals, proposal, Quattro Pro,
researching, research, Spanish, strategic, Word Perfect","al initiatives and grassroots-
level research and outreach Created impact assessment tools for the program Fostered relationships with local non-profit, private, and
governmental organizations.
04/2006
 
to 
04/2013
Consultant
 
Company Name
 
ï¼​ 
City
 
, 
State
Formulated annual and multi-year strategic "
26070334.pdf,"BATCH RECORD COORDINATOR / DOCUMENT CONTROL
","
Regulatory Compliance 
Document Control
Quality Assurance
Auditor
GMP / ISO 9001 / NSF
Calibration
Medical Coding
Customer Service
Databases & Microsoft Office & Sharepoint
Process improvement
Product Testing
Project planning
Research","
Currently Enrolled
 
:
 
Accounting
 
2018
 
Champlain College
 
, 
City
 
, 
State
 
Currently Enrolled
Bachelor's Degree
 
:
 
Chemistry
 
08/1992
 
Virginia tech
 
, 
City
 
, 
State
 
B.A. Chemistry
Job Related Training:
Quality Assurance Specialist - NSF / 21 GFR 111 Course completion.
Quality Assurance Specialist - AirCheck Academy, Trace Analytics Corporation - Course completion for compressed air testing in a food grade
facility according to ISO 8573.
Specimen Processing School at Intermounatin Health Care from June 2010 through July 2011.
"
27888251.pdf,"WATER RESOURCES SPECIALIST II
","
A tenacious, courteous, diplomatic, and ","
Bachelor of Science
 
: 
Environmental Science and Geology
 
, 
2004
 
Western Washington University
 
- 
City
 
, 
State
 
Conducted field studies to
determine water quality health of streams, authored many written "
19532392.pdf,"LOGISTICS TECHNICIAN
","
accounting, Business Intelligence 4.0, Business law, hardware, customer satisfaction, customer services, data entry, databases, Database,
Economics, Financial management, Human resource, insurance, inventory management, inventory control, Legal, Logistics, marketing, Microsoft
certified Professional, MCP, organizational, packaging, quality assurance, requirement, Research, risk management, SAP, scripts, SQL 2000,
stock control, view"," and Training
"
12341902.pdf,"EDUCATION OFFICER & SENIOR EDUCATION OFFICER GUIDANCE & COUNSELING UNIT
","
Brief Counseling, Resistance and Prevention Program (RAPP) certified trainer, Group and Individual counseling."," OFFICER & SENIOR EDUCATION OFFICER GUIDANCE & COUNSELING UNIT
"
16849128.pdf,"FEDERAL GRAIN INSPECTOR
","
Production and Processing
Industrial and Environmental safety
Mechanical aptitude and equipment troubleshooting ability.
Basic math skills and the ability to compute decimals and perentage.
Â 
Â  Basic computer skills
Â  Good oral and written communication skills
Â  Previous manufacturing skills
Â  Able to lift up to 70 pounds, use tools
Â  Team "," and Training
Associate of Science
 
:
 
Process Technology
 
2013
 
ITI Technical College
 
, 
City
 
, 
State
 
, 
United States
Activities and Honors
OSHA CARD Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â Â 
SECURITY PASSPORT
CURRENT TWIC CARD HOLDERÂ 
WATER SURVIVAL/HUET HSE0039
MEDIC FIRST AID CPR AEDÂ 
FALL PREVENTION AND PROTECTION "
18242317.pdf,"GRADUATE RESEARCH ASSISTANT
","
Data collection, Maintain inventory, Statistical Analysis, Prepare samples
Microsoft office, Statistical Analysis Software (SAS)","
Master of Science
 
:
 
Entomology - Qualifying
 
2015
 
Florida Agricultural & Mechanical University
 
, 
City
 
, 
State
 
, 
United States
 
Bachelor of Science
 
:
 
Environmental Science
 
2011
 
Knox Community College
 
, 
City
 
, 
Jamaica
 
Associate of Science
 
:
 
General Agriculture
 
2006
 
College of Agriculture Science & Education
 
, 
City
 
, 
Jamaica
Affiliations
Entomological Society of America (ESA)
Florida Entomological Society
Florida Agricultural & Mechanical University ESA debate team
Minorities in Agriculture, Natural Resources and Related Sciences (MANNRS)
Awards & "
38216888.pdf,"DRIVER
","
Strong interpersonal skills
Customer service skills
Dependable "," and Training
Contra Costa College
 
2013
 
Associate of Arts
 
: 
Political Science
 
City
 
, 
State
 
Political Science
Contra Costa College
 
2013
 
Associate of Arts
 
: 
Liberal Arts: Social and Behavioral Sciences
 
City
 
, 
State
 
Liberal Arts: Social and Behavioral
Sciences
"
14140903.pdf,"GRADUATE RESEARCH ASSISTANT
","
-Great Organizational skills
-Good Numerical and analytical skills","
Ph.D.
 
: 
Ruminant Nutrition
 
2017
 
University of Florida
 
City
 
, 
State
 
, 
USA
Awards
-Grinter Fellowship for outstanding new PhD students
-Certificate of outstanding academic achievement, University of Florida International Center
Master of Science
 
: 
Monogastric Nutrition
 
2011
 
University of Agriculture
 
City
 
, 
State
 
, 
Nigeria
Awards
-University of Agriculture Graduate Fellowship
-Postgraduate Tuition Scholarship for First Class Students in the University
-Dufil Prima Schloarship for postgraduate students in Nutrition
Bachelor of Agriculture
 
: 
Animal Nutrition
 
2009
 
University of Agriculture, Abeokuta
 
City
 
, 
State
 
, 
Nigeria
Award
Academic achievement award for graduating with a First class...4.59 out of 5.00.
Affiliations
Nigerian Society of Animal Production
American Society of Animal Science
"
55500538.pdf,"FEMA VACCINE DISTRIBUTION
","
Proposal Development
Funding Source Research
Leadership
Maintenance & Repair
Microsoft Office & GIS
Data analysis
Community development
International aid
Work History
FEMA Vaccine Distribution
 
, 
04/2021
 
to 
08/2021
 
Company Name
 
â€“ 
City
 
Average hours/ week: 50-60
Created spreadsheets using Microsoft Excel for daily, weekly and monthly reporting.
Worked flexible hours; night, weekend, and holiday shifts.
Exceeded goals through effective task prioritization and great "," in Geography and Urban Planning.
"
27689009.pdf,"DETECTIVE
",,"
Bachelor of Arts
 
:
 
Criminal Justice
 
California State University, Fullerton
 
, 
City
 
, 
State
 
, 
USA
Law Enforcement courses
 
CA Peace Officer Standards and Training (P.O.S.T.)
Specialized Law Enforcement Advanced P.O.S.T. certificate. Courses include, but are not limited to, health care fraud, staged auto collisions,
"
40882926.pdf,"COMMUNICATIONS DIRECTOR/EVENT PLANNER
","
agency, Book, Consultant, event planning, Fund Raising, funds, innovation, leadership, managing people, media plans, mentoring, newspapers,
organizing, profit, project management, public relations, speaker, public speaking, publicity, recruitment, sales, supervising, writing skills","
Degree
 
: 
Political Science/Public Administration
 
Grandview University
 
Political Science/Public Administration
Associate Degree
 
: 
Paralegal/Legal Research and Writing
 
Des Moines Area Community College
 
Paralegal/Legal Research and Writing
Certificate in Fund Raising Management
 
University of Indiana/Center of Philanthropy
Interests
Iowa Council on Homelessness: participated in discussions and voting on efforts to remedy homelessness in Iowa Iowa Food Bank and the World
Food Prize Hunger Summit: participates in organizing events to help end hunger State Emergency Operations Center (SEOC)/Homeland Security:
helped coordinate emergency preparedness communication efforts within various state agencies Inter-Agency State Committee: coordinated
events with Iowa Insurance Division and Attorney General's office for public outreach to Iowans Governor's Volunteer Iowa Initiative: coordinated
the Department's volunteer response for the statewide initiative Iowa Council of International Understanding: volunteer event host Drake
Community Center: "
29142288.pdf,"SALES ASSOCIATE
","
Project management
Strategic planning
Budgeting and finance
Recruitment and talent development
Process improvement
Visionary
Microsoft Office Suite expert
Visionary
Customer relations
Quality control
Personnel management
Customer-oriented
Accounts payable and receivable
Flexible thinker
Complex problem solving
Customer needs assessment
Microsoft Office Suite expert
Work History
Sales Associate
 
04/2013
 
to 
Current
 
Company Name
 
â€“ 
City
 
, 
State
 
Greeted customers in a timely fashion while quickly determining their needs.
Recommended merchandise to customers based on their needs and preferences.
Maintained knowledge of current sales and promotions, policies regarding payment and exchanges and security practices.
Responded to customer questions and requests in a prompt and efficient manner.
Contacted other store locations to determine merchandise availability.
Engaged with customers in a sincere and friendly manner.
Completed all cleaning, stocking and organizing tasks in assigned sales area.
Built relationships with customers to increase likelihood of repeat business.
Contributed to team success by exceeding team sales goals by 
[number]
 %.
Contributed to team success by exceeding team sales goals by 
[number]
 %.
Utilization Management Specialist
 
12/2012
 
to 
Current
 
Company Name
 
â€“ 
City
 
, 
State
 
Collected and analyzed data on the effectiveness of programs and projects.
Developed and streamlined systems for monitoring and tracking program effectiveness.
Documented and investigated complaints and potentially fraudulent claims.
Displayed sensitivity to the cultural and linguistic needs of the clients and families served.
Attended monthly staff training sessions.
Case Manager
 
10/2012
 
to 
11/2012
 
Company Name
 
â€“ 
City
 
, 
State
 
Developed treatments and case","al materials used to inform policymakers and community stakeholders.
Wrote summaries, reports and other correspondence regarding community outreach efforts.
Designed client satisfaction surveys, preserving the confidentiality of participants and program information.
Coordinated "
