FileNumber,Role,Skills,Education
10659182.pdf,"SUBSTITUTE TEACHER
","adaptive equipment, administrative duties, appointment setting, agency, blood pressure, CNA, consultant, CPR (Certified, first aid, Home Care,
team building, meal prep, Medical terminology, medication management, meetings, bathing, policies, quality, record keeping, recording, scheduling,
supply inventory, teaching, phones, therapy, vision, wounds, written communication","
Bachelor of Arts
 
, 
Psychology /minor Social "
34970271.pdf,"MEMBER ADVOCATE
Education and Training
2009
University of the Incarnate Word
 
City
 
, 
State
 
Bachelor of Business Administration
2011
University of the Incarnate Word
 
City
 
, 
State
 
Master of Business Administration
","
accounts payables, accounts receivables, administrative, benefits, billing, oral, customer service, customer support, database, documentation,
Financial, forms, hiring, insurance, director, meetings, office, net"," and Training
2009
University of the Incarnate Word
 
City
 
, 
State
 
Bachelor of Business Administration
2011
University of the Incarnate Word
 
City
 
, 
State
 
Master of Business Administration
"
29177904.pdf,"ADMINISTRATIVE ASSISTANT
","
Decision making
Screening
Interviewing
Multi-Tasking
Presentations
Project Management
Newsletter
Expense reports","
Master of Science
 
:
 
Management Human Resources
 
Jan 2012
 
Indiana Wesleyan University
 
, 
City
 
, 
State
 
Management Human Resources
Bachelor of Science
 
:
 
Management Human Resources
 
Jan 2007
 
Olivet Nazarene University
 
, 
City
 
, 
State
 
GPA: 
Summa Cum Laude
 
Management
Human Resources
"
35344611.pdf,"HR - SHARED SERVICES SUPERVISOR
","
administrative, benchmarking, budgets, call center, Coaching, counseling, Customer Satisfaction, customer-service, 
client support, database,
designing, financial, focus, forecasting, functional, hiring, Human Resources, instructor, Leadership, leadership development, materials, multimedia,
enterprise, payroll processing, performance management, Policies, process improvement, processes, quality, recruiting, scheduling, staffing,
strategy, 
strategic planning, , trainer, employee development, employee training, training programs","
B.A
 
:
 
Psychology
 
2015
 
Ashford University
 
, 
City
 
, 
State
 
GPA: 
GPA: 3.73
Human Resources Management certificate
Healthcare Management certificate
"
14064815.pdf,"FAMILY ADVOCATE
","
Strong interpersonal skills
MS Word, MS Excel, MS Powerpoint
Outlook
Benefit servicing systems: ICUE, Facet, ISET
Customer service management expertise
Citrix, medical benefit and claim systems: KL library, LINX
Case Management
Medical Terminology Records (VLookup, Pivot Tables, etc)
Team leadership
Team liaison
Self-motivated
Extremely organized
Client assessment and analysis
Risk management processes and analysis
Staff development
Negotiation competency
Active Listening skills
Seasoned in conflict resolution
Courteous demeanor
Employee relations specialist
High customer service standards
Troubleshooting skills
Telecommunication knowledge
Work History
Company Name
 
Family Advocate
 
//
 
City
 
, 
State
 
//
 
May 2014
 
to 
Current
Provide excellent customer service by responding to customer interactions via the telephone, email, or internet, in a "," and status on previously submitted pre-authorizations or pre-determination requests.
Exceeds the performance goals established for the position in the areas of: efficiency, call quality, customer satisfaction, first call resolution
and attendance.
Participates in and supports the development and implementation of special projects.
Research and solve claims and billing issues.
Helps members with eligibility and benefits coverage questions.
Interfaces with insurance carriers, physicians, hospital and other healthcare providers.
Company Name
 
Patient Care Advocate
 
//
 
City
 
, 
State
 
//
 
January 2008
 
to 
May 2014
Maintained confidentiality and compliance standards at all times.
Met with patients and families to discuss care and plan of action for future.
Maximized preventative care utilization to reduce hospital burden and help eliminate readmissions.
Provided subject matter expertise in case management and related procedures.
Resolved issues such as billing or communication problems that could affect care.
Increased utilization of preventative care to reduce readmission.
Updated documentation and reports detailing patient activities, care actions and hospital determinations.
Company Name
 
Resident Director/Advisor
 
//
 
City
 
, 
State
 
//
 
May 2004
 
to 
July 2007
Coached students on useful life and personal care "
32965335.pdf,"VZW CUSTOMER TECH ADVOCATE
Overview
Flexible, independent, self motivated and effective leading contributor of the FOA/FSA Team, customer focused with high understanding of
external customer needs. 
Strong planning, organizing, decision making capability with good leadership ","
3G, BTS, Central point of contact, hardware, data collection, database, documentation, engineer, senior management, features, FSA, functional,
lab testing, lab test, leadership, MapInfo, market, meetings, Access, Office, Microsoft Office Suites, ","
Bachelor of Science
 
: 
Electrical Engineering
 
, 
November 1997
 
Milwaukee School of Engineering
 
ï¼​ 
City
 
, 
State
 
Electrical Engineering
"
38698573.pdf,HUMAN RESOURCES ,"
Net","
Business Administration
 
Miami Dade College
 
- 
City
 
GPA: 3.0
High School Diploma
 
Mater Academy Charter High School
 
- 
City
 
, 
State
 
GPA: 3.1
Languages
English
 
:
Native or Bilingual
English
 
:
Native or Bilingual
Spanish
 
:
Native or Bilingual
Spanish
 
:
Native or Bilingual"
13072354.pdf,"DOMESTIC VIOLENCE AND SEXUAL ASSAULT ADVOCATE
","
Â Conflict resolution, advocacy, group facilitation, program development, youth advocacy, outreach, Microsoft Office, training, counseling,
customer service skills, data entry, database, editing skills, money handling, multitasking, presenting, problem solving, programming, public
speaking, research, safety, secretarial, seminars, staffing, statistical analysis, strategy, supervising, phone, time management."," and Training
University of New Hampshire
 
May 2014
 
Bachelor of the Arts
 
: 
Psychology and Justice Studies Forensics
 
Psychology and Justice Studies
Forensics
"
74126637.pdf,"BILINGUAL CLIENT ADVOCATE
"," Development for CPS Conservatorship certificate
Best Title IV-E intern of 2014
Successfully, managed approximately 40 cases of child abuse
Impressed direct supervisor, program director, co-","al/support when they occur
during shift.Â Â Â Â Â Â Â Â 
Documents appropriate information in client files and communication log in a timely manner.Â Completes all appropriate forms maintained in
resident files.
05/2014
 
to 
10/2015
Conservatorship (CVS) Specialist
 
Company Name
 
ï¼​ 
City
 
, 
State
Responsibilities:
Determining each child's needs and arranging for additional testing, evaluations, records, or further assessments they need.
Assess families and create individualize service plans.
Participating in court hearings. This includes preparing a family before the hearings, preparing court reports, and testifying in court about the
child's needs, the family's progress, and the department's efforts to achieve permanency for the child.
Documenting case"
73448369.pdf,"PATIENT ADVOCATE
","
Fast data entry
Spreadsheet tables preparation
Processing financial forms
Customer Service
Making fast strategic decisions in accordance to company rules
Additional Information
Driver's License
Class C - Standard Driver's License",
19926135.pdf,"INTERN
","
Strong interpersonal skills,"," and Training
Prairie State Jr. College
 
May 2012
 
Associate of Arts
 
: 
Psychology 
City
 
, 
State
 
, 
USA
Governor's State University
 
December 2014
 
Bachelor of Health Administration
 
: 
Health Administration
 
City
 
, 
State
Deans List (2014) Academic Achievement Award
Governors State University
 
2014
 
Associate of Arts
 
: 
Nursing Home Administration
 
City
 
, 
State
 
, 
USA
 
GPA: 
Dean's List
NHA certification
Skill Highlights
Proven patience and self-discipline
Motivation techniques specialist
Confident public speaker
Conflict resolution
Government relations knowledge
Patient-oriented
Personal and "
36694627.pdf,"SHELTER ADVOCATE
","
10 key, adding machine, approach, agency, banking, basic, bonds, case management, cash handling, clerical, conflict resolution, Copying,
counseling, crisis intervention, client, clients, customer service, data entry, driving, Trains employees, Faxing, Filing, financial, forms, fundraising,
law enforcement, legal, letters, Director, meetings, access, microsoft excel, money, office, PowerPoint, microsoft word, ","
High School Diploma
 
: 
General
 
, 
2000
 
Jefferson City High School
 
- 
City
 
, 
State
 
, 
Cole
Top 10% of class
Course"
22259475.pdf,"PATIENT HEALTH ADVOCATE
","
Client relations specialist
Conflict resolution techniques
Focused on customer satisfaction
Skilled multi-tasker
High customer service standards
Call center management "," and Training
1985
Alameda High School
 
City
 
, 
State
 
, 
United States
 
General
 
High School Diploma"
23577836.pdf,"CHILD PERFORMER WELFARE ADVOCATE
","
Associate, Cash, Cash Register, Credit, Credit Card, Database, Greetings, Its, New Sales, Sales, Sales Associate, Sales Associates, Telephone,Administrative Tasks, Operations, Ordering, 50 Wpm, Archiving, Billing, Correspondence, Data Archiving, Filing, Microsoft Office, Ms Office,
Quality Assurance, Scheduling, Typing, Accounts And, Cardiology, Documentation, Medical Insurance, Medical Records, Of Accounts,
Outpatient, Paying, Receptionist, Satisfaction, Testing"," tutoring for a child performer to make sure the child was able to keep up with their
education while away from the school setting.
Company Name
 
February 2007
 
to 
February 2007
 
Managed executive
 
City
 
, 
State
 
PC - Savannah, GA Checked patients in and out of a busy cardiology practice with 6 physicians Scheduled in house appointments,
outpatient testing procedures and referrals to outside physicians. Located, checked in and pulled medical records for appointments and incomplete
patient charts. Audited new customer files to verify medical necessity and satisfaction of coverage criteria. Kept organized documentation of
medical insurance prior authorization information for office of 6 physicians. Improved timely paying of bills by developing flexible payment plans for
patients. Managed hundreds of accounts patient accounts and insured timely payment of accounts Managed executive calendar and for physicians
Company Name
 
March 2006
 
to 
February 2007
 
Optometry Technician
 
City
 
, 
State
 
Oversaw daily office operations for a busy Optometry practice located within an Eyeglass World. Administrative tasks to included the
checking in and out of patients, collecting all necessary paper"
40088790.pdf,"PERSONAL BANKER(SAFE)1 AND BUSINESS ADVOCATE
","
Leadership
Marketing
Motivation
Multi-unit Operation Management
Negotiation Skills
New Business Development
Operations Start-Up
Organizational Restructure and Change
Outsourcing
Performance Analysis
Problem Resolution Project Management
Project Planning
Public Relations
Sales, Sales Analysis
Service Quality Improvement,
Staff Development
Staff Motivation,
Staff Training
Change Implementation
Communication Skills
Community Outreach
Cross-Cultural Communications
Customer Relations
Departmental Operations ManagementDiverse Market/Industry Knowledge
Event Management and Promotion
Expense Control
Fast Learner
Hard-","
Bachelor's Degree
 
, 
Social "
22391901.pdf,"GRADATION CANDIDATE ADVOCATE
","
Handle cash, Coaching, credit, customer satisfaction, customer service, delivery, inventory, Mentoring, merchandising, net","
Bachelors of Science
 
, 
Physical Education
 
2010
 
University of South Carolina
 
ï¼​ 
City
 
, 
State
 
Physical Education
Personal InformationSelf-motivated, team-oriented management of sales with demonstrated strengths in customer service and retail with ability to "
14445309.pdf,"ADVOCATE
","
Training, Liaison, Federal Government, 
Public Policy","al law and advocacy for families with special needs children, two years
practice in health law and public policy for military families, two years federal government "
13809698.pdf,"PHLEBOTOMIST
","
Phlebotomy knowledge
HIPPA compliance
Data and statistical analysis
Blood bank background
CLIA & OSHA compliance
Sharp critical thinker
Manual dexterity
Lab testing and reporting
Lab equipment maintenance
Trained in HIPPA compliance
Work History
Phlebotomist
 
, 
04/2013
 
to 
Current
 
Company Name
 
â€“ 
City
 
, 
State
 
Performs aseptic venipuncture procedures to obtain venous and capillary blood samples for analysis in order to obtain data, which may be
used in diagnosis, monitoring and treatment of disease.
Performs a variety of secretarial, receptionist and clerical duties to provide support.
Perform microbiology duties rapid strep, HCG, RSV's, mono screening test.
Responsible for receiving; inspecting; storing and transferring clinical specimens.
Work on-call as assigned and maintain the integrity of lab samples as per policy.
Prepared specimens for analysis and established proper chronological priorities in testing.
Quickly responded to and resolved all customer service issues in a timely manner.
Managed specimen sample handling, receiving, storage and inventory.
Phlebotomist
 
, 
01/2011
 
to 
03/2013
 
Company Name
 
â€“ 
City
 
, 
State
 
Responsible for accurately obtaining blood samples via venipuncture and capillary collection procedures with minimum customer discomfort.
Perform blood collections during morning rounds and in outpatient setting as well Provides care to patients whose ages range from infant to
geriatric.
Ensures specimen integrity by adhering to the laboratory's procedures for specimen collection, handling, and processing.
Quickly responded to and resolved all customer service issues in a timely manner.
Performed both routine and emergency maintenance on laboratory instruments.
Carefully reviewed test results for accuracy.
Identified abnormal test results and referred them to the Clinical Laboratory Scientist for further review.
Prepared specimens for analysis and established proper chronological priorities in testing.
Phlebotomist/mobile
 
, 
01/2009
 
to 
07/2012
 
Company Name
 
â€“ 
City
 
, 
State
 
Preceptor for new technicians performs phlebotomy at various Nursing homes and medical facility.
Performed aseptic venipuncture procedures to obtain venous and capillary blood samples for analysis in order to obtain data, which may be
used in diagnosis, monitoring and treatment of disease.
Performed a variety of secretarial, receptionist and clerical duties to provide support for and assistance to laboratory personnel in the
management of the laboratory and in the diagnosis, monitoring and treatment of disease.
Phlebotomist Specialist
 
, 
09/2005
 
to 
09/2008
 
Company Name
 
â€“ 
City
 
, 
State
 
Performed in-outpatient phlebotomy and micro-plating.
Registered patients for medical procedures, into hospital EHR systems.
Performed various lab assistant duties.
Administrative Assistant
 
, 
01/2005
 
to 
01/2008
 
Company Name
 
â€“ 
City
 
, 
State
 
Processed loan applications assist clients with their requirements to obtain loans Performed various administrative duties ,Verified
employment for credit applications Processed payroll for staff ,answer payroll questions, explain benefits, and insurance processing
Develops administrative staff by providing information, ","al opportunities, and experiential growth opportunities.
Resolves administrative problems by coordinating preparation of reports, analyzing data, and identifying solutions.
Maintains "
93512385.pdf,"LANDSCAPER
","
insurance, managing, office
Additional Information
Varsity Soccer 
Aug '12-Oct '16 *Senior captain, All-Area, All-Conference, All-State, and academic awards; four-year starter","; provided training to new employees.
Delivery Driver
 
05/2016
 
to 
08/2016
 
Company Name
 
City
 
, 
State
Delivered to local homes and businesses and "
