FileNumber,Role,Skills,Education
28630325.pdf,"ENGINEERING TEAM LEAD
","
ASP, C#, VB.NET, SOAP, REST
JQuery, Bootstrap, CSS, HTML5
MSSQL, MYSQL, DTS, SSIS, SSRS
IIS 5, IIS 6
Agile, Scrum, Kanban
Objective C, PHP, Perl
Accomplishments
Designed and prototyped payment processing system for new and legacy applications. Worked closely with product owners and team to
ensure project delivery was a success.
Served as agile project manager for multiple application build-outs. Each resulting in long term contracts with clients and new sales.
Coached engineering teams on agile development methodologies in order to bring estimates within 5% of quoted amounts (down from over
100%).
Successfully developed and implemented processes for improving customization delivery and service level agreements.
Work Experience
Engineering Team Lead
 
Mar 2011
 
to 
Current
 
Company Name
 
ï¼​ 
City
 
, 
State
Coordinate the product road-map through facilitating planning meetings and preparing feature-sets. Prepare technical architecture proposals for
enhancements and integration of existing third party software systems. Design, document and execute engineering procedures, including
customization delivery, escalation and technical modernization enhancements. Coach and mentor individuals on principles of software development.
Software Engineer
 
Nov 2008
 
to 
Apr 2011
 
Company Name
 
ï¼​ 
City
 
, 
State
Responsible for research, design and development of enhancements to web based applications. Ensure agile software development principles are
followed through coaching and mentoring development teams.
Web Developer
 
Nov 2006
 
to 
Dec 2008
 
Company Name
 
ï¼​ 
City
 
, 
State
Develop and maintain web-based applications.
Jr. Software Engineer
 
Dec 2005
 
to 
Dec 2006
 
Company Name
 
ï¼​ 
City
 
, 
State
Investigate tier 2 level issues. Perform maintenance level development changes.
Education and Training
Associate of Science
 
, 
Software Engineering
 
2015
 
Milwaukee Area Technical College
 
ï¼​ 
City
 
, 
State
 
, 
US
Working part-time towards an associates under a transfer agreement with MSOE.
Principles of Management
 
2011
 
MRA
 
ï¼​ 
City
 
, 
State
 
, 
US"," and Training
Associate of Science
 
, 
Software Engineering
 
2015
 
Milwaukee Area Technical College
 
ï¼​ 
City
 
, 
State
 
, 
US
"
28831378.pdf,"ENGINEERING TECHNICIAN
","
Maintenance, Corrective Maintenance, Documentation, Industrial Machinery, Preventive Maintenance, Sensors, Biotechnology, Electrical
Mechanical, Estimation, Hydraulics, Mechanical Technician, Pneumatics, Project Manager, Sop, Manufacturing Process, Apqp, Assembly, Circuit
Boards, Dmm, Electrical Test, Esd, First Article Inspection, Inspection, Medical Devices, Oscilloscope, Production Process, Schematic,
Soldering, Surface Mount, Test Engineer, Through-hole, Wiring, Calibration, Control Systems, Packaging, Process Control, Sensor, TemperatureAnd Humidity, Control System Design, Electrical Engineer, Engineer, Entry Level, Ieee, Mechanical/electrical Engineer, Proactive, Self Motivated,
Testing, Training, Electrical Engineering, Pr, Public Relations","
Bachelor of Science
 
: 
Electrical Engineering
 
, 
2009
 
POLYTECHNIC UNIVERSITY OF PUERTO RICO
 
POLYTECHNIC UNIVERSITY OF
PUERTO RICO, PR Bachelor of Science in Electrical Engineering, 2009 ~ GPA: 2.50/3.00
"
28005884.pdf,"ENGINEERING TECHNICIAN
","
ArcView, AutoCad, Drafting, GPS, graphic, Inspection, Microsoft Access, Microstation, File Maintenance, repairs, supervision, surveys, utilities","University of Northern Iowa
 
May 2004
 
BS
 
: 
Construction Management
 
City
 
, 
State
 
Construction Management
Hawkeye Community College
 
May 1998
 
AAS
 
: 
Civil and Construction Engineering Technology
 
City
 
, 
State
 
Civil and Construction Engineering
Technology
"
11890896.pdf,"SENIOR ENGINEERING MANAGER
","
Tutoring, teaching, mathematics, algebra, geometry, English, content management, documentation, middle school & high school math,
college math, presentation, analysis, grading and evaluation, problem solving, ESL students, technology integration, classroom monitoring,
student assistance
Account management, customer care and satisfaction, data analysis, forecasting, inventory, quantitative analysis, leadership, operations
management, procurement, project management, optimization
C, C++, MS Office Suite, Google Docs, SQL","
Master of Business Administration
 
: 
Decision Sciences
 
2007
 
San Francisco State University
 
City
 
, 
State
Courses: Operations Management, Total Quality Systems, Project Management, Business Forecasting, Supply Chain Management
Bachelor of Science
 
: 
Mathematical Engineering
 
2004
 
Yildiz Technical University 
City
 
, 
Turkey
Courses: Mathematical Analysis 1, 2, 3 & 4, Linear Algebra, Fundamentals of Mathematical Logic, Analytic Geometry, Ordinary Differential
Equations 1 & 2, Theory of Probability, Numerical Analysis 1 & 2, Statistics, Matrix Analysis, Optimization Techniques, Insurance Mathematics
Teaching "
47276718.pdf,"DIRECTOR OF ENGINEERING
","
Academic, ANSYS, Autocad, budgets, budget, C Programming, CAD, clients, delivery, product development, documentation, drafting,
functional, drawing, Macintosh, market, materials, Math, MATLAB, meetings, Excel, MS Office, PowerPoint, 2000, Windows 95, 98, Word,
Operating System, personnel, 35MM, Pro-Engineer, processes, purchasing, Quality, quick, safety, SolidWorks, troubleshooting, Unigraphics,
Vista, welding, ","
MS
 
: 
Mechanical Engineering
 
, 
2005
 
Tulane University
 
ï¼​ 
City
 
, 
State
Mechanical Engineering
BS
 
: 
Mechanical Engineering
 
, 
2003
 
Tulane University
 
ï¼​ 
City
 
, 
State
 
Mechanical Engineering
 
L'Institut Francais De MÃ©chanique AvancÃ©e (IFMA)
 
ï¼​ 
City
 
, 
France
Semester Abroad Program - Design of Heavy Truck Tires at Michelin Tires
Affiliations
Engineering Intern Certification (Louisiana)
Pursuing "
12748557.pdf,"REGIONAL ENGINEERING MANAGER
Engineering Director
Innovative, solution-driven engineering director with over 25 years' ",,"
Bachelor of Science
 
: 
Electrical and Computer Engineering
 
1990
 
University of California at Santa Barbara
 
City
 
, 
State
â€‹Various Project Management/Leadership Courses"
60004873.pdf,"MINERALOGY ENGINEERING INTERN
","
Metallurgical, Metallurgical Engineering, Fundraising, Mec, Exploration, Metallurgy, Laboratory, Operations, Maintenance, Xrf, Coatings,
Corrosion, Materials Engineering, Pipeline","
Colorado School of Mines
 
2016
 
Master of Science
 
: 
Materials and Metallurgical Engineering
 
City
 
, 
State
 
, 
USA
Thesis "
39835894.pdf,"ENGINEERING PROJECT MANAGER
","
Aware of Analog Layout fundamentals like Device
matching, shielding, Isolation, ESD, Latchup, Antenna,
EM, DFM
Physical verification layout using tools like K2Ver,
Hercules, Caliber, Assura
Used auto routers tools like ICCT, Chip Assembly
router, Aprisa, VSR on various blocks to reduce manual
effort
Used post layout parasitic extraction tools
Used Â Nucleus (TI internal tool for ESD and Latchup), SPIRE (TI
internal tool for EMIR analysis), Voltrace (TI internal tool for High voltage
Â checks
Used data management tools like Synchronicity and IC manageÂ 
Relevant Experience
Current Company: Aricent Inc.
Client: 
Intel USA I am currently being trained in Genesys tool and 10nm Intel flow.
I am "," and Training
Bachelor of Engineering
 
:
 
Electrical and Electronics
 
,
 
2006
 
Visvesvaraya Technological University
 
ï¼​ 
City
 
, 
India
 
Electrical and Electronics
"
10712803.pdf,"ENGINEERING SERVICES MANAGER
","
accounting, Apple computers, asset management, automation, basic, blueprints, budgets, budget, C, CA, hardware, concept, contracts, client,
database, DC, delivery, design and construction, directing, Electrical systems, electronics, equipment installation, filling, Fire protection, Food
safety, Hammer, HVAC, instruction, inventory management, inventory control, Labor relations, layout, logic, Logistics, machinery, maintenance
schedules, manufacturing processes, materials, Mechanical, Microsoft Access, 2000, Microsoft NT server, Microsoft Windows NT Server,
microwave, NEC, net","
2015
 
Certificate of Completion
 
:
 
AIB - HACCP Online Course
 
- 
Haccp/Food Safety
2004
 
Select One
 
:
 
Yuba Community College
 
- 
Business Management
 
City
 
, 
State
Course"
86209934.pdf,"SENIOR MANUFACTURING ENGINEERING
Qualifications
Web Handling, Printing, Extrusion, MS Office, Die Design, IPRIME, Coatings, Microstructures, CNC, Polymer Processing, Servo Controls,
Calibrations, 6 Sigma, ASQ stats, Advance Regressions, AutoCad Inventor, DSC and Melt Indexing, Instron testing methods, Corona Treating,
Pumps sizing plus many suppliers training sessions. 
Bedford Ind. Technical training seminars
Relevant "," & Abilities Statistical Process Control 
Design of Experiment
(DOE) 
Process Capability Studies 
AutoCAD 
Inventor 
MathCAD 
MS Office/Access 
Machine Design 
Plastic Injection/Extrusion 
EIT (FE) Exam
Minitab 
Web handling Web Handling, Printing, Extrusion, MS Office, Die Design, IPRIME, Coatings, Microstructures, CNC, Polymer
Processing, Servo Controls, Calibrations, 6 Sigma, ASQ stats, Advance Regressions, AutoCad Inventor, DSC and Melt Indexing, Instron testing
methods, Corona Treating, Pumps sizing plus many suppliers training sessions. Bedford Ind. Technical training seminars PRIDE Award recipient,
Nuclear Management Company Awarded the PRIDE award three times for various activities above and beyond job expectations. Commendation
of Safety and Maintenance, North American Carousel Received commendations from Virginia and Wisconsin for the level of detail given to
projects.
Crisis Prevention and Intervention, ISD 287, Certified CPR & First Aid, American Red Cross, Certified
Skills
administrative, approach, AutoCAD, automotive, chemist, CNC, CPR, data collection, databases, database, designing, Design of Experiments""
(DOE), Design of Experiment, dimensions, documentation, drafting, DSC, EIT, Engineer, financial, First Aid, frame, general ledger, Ind, Indexing,
machining, managing, materials, MathCAD, Mechanical engineer, Access, MS Office, Minitab, Peachtree, predict, presentations, process
improvement, programming, Quality, QA, repairs, robotics, Safety, seminars, Sigma, SPC, specification, staffing, Statistical Process Control,
supervisor, systems integration, teaching, Technical training, transportation","
Bachelor of Science
 
2005
 
St. Cloud State University
 
ï¼​ 
City
 
, 
State
 
3.7
Associates
 
, 
Science Pre-Engineering
 
North Hennepin Community College
 
ï¼​ 
City
 
, 
State
 
Science Pre-Engineering 3.8
Associates
 
, 
Arts
 
North Hennepin Community College
 
ï¼​ 
City
 
, 
State
 
Arts 4.0 "
36517781.pdf,"LIGHTING FIELD ENGINEERING TECHNICIAN
","
GIS, lighting designs using Visual Professional, Access, Excel, Microsoft Office, Power Point"," Student- Customer Care.
Business Cooperative Education Student- Customer Care
 
06/2011
 
to 
08/2012
 
Company Name
 
City
 
, 
State
Provide assistance to and back up department Senior Admin Specialist for various duties including payroll, budgeting, forecasts, ordering of
supplies and material, organizational structure updating and helping employees with cost center financials.
Provide answers and updates to inquiries sent to the A-team or CI-SF Mailboxes.
Answer general questions from management team pertaining to off phone trends and activities.
Responsible for maintaining agent statistics for Ybor Call Center performance coaches, for 100+ representatives and data entry into the
"
43752620.pdf,"ENGINEERING INTERN
","
AutoCAD, Ansys, Cero, CATIA, HyperMesh, DFMEA, MS Office Suite, Fortran, C, MATLAB/Simulink, CNC Programming
Experience
Dec 2016
 
Company Name
Identified technological changes, key issues, trends, design and refined the vehicle definition.
Illustrated vehicle design and highlighted major interior and exterior dimensions of the vehicle concept.
Presented a technology plan on the above parameters.
Simulation and Analysis of 1-2 Shift Processes of a 6-speed FWD AT, University of Michigan-Dearborn, March 2017.
Established a mathematic model for the transmission-vehicle system consisting of general state variable equation, specific state variable
equation for the 1st gear, 1-2 shift process and 2nd gear operation.
Simulated the launch of the vehicle from rest in 1st gear, initiated 1-2 shift at a speed of 15 mph, and 2nd gear operation for 2 seconds with
an open torque converter and a fixed throttle position using MATLAB/Simulink.
Reduced torque overshoot by spark retarding, and careful calibration of the oncoming clutch.
Further, torque hole was reduced to maximum extent with help of spark retard.
Modelling of Vehicle cooling system, University of Michigan-Dearborn, November 2016.
Built a Simulink model of vehicle cooling system consisting of four sub models namely, engine operation, air flowrate, coolant flowrate and
heat transfer.
Determined coolant flow rate, heat rejection from the engine, and engine outlet coolant temperature for different vehicle speeds by executing
the simulation model.
Computational Analysis of Hemispherical Radiating Fin, Visvesvaraya Technological University, April 2015.
Derived heat transfer equations by using two-dimensional conduction equation in spherical coordinates and subjected the same to radiative
boundary condition, with constant base temperature.
Solved derived equations using Finite Difference Method and Gauss-Seidel iterations by writing a code in FORTRAN 95.
Determined Heat transfer improvement as a function of thermal conductivity and emissivity, with and without irradiation.
The hemispherical fin starts to radiate heat for thermal conductivity > 3 (W/mK) and absorbs heat for thermal conductivity < 3="""">
Engineering Intern
 
Jan 2016
 
to 
Jun 2016
 
Company Name
 
ï¼​ 
City
Completed basic and advanced level of training from regional training office of Maruti Suzuki India Limited.
Implemented 5S, Kaizen, Poka-yoke in servicing of automobiles.
Overhauled Engines and Transmissions with assistance of technicians.
Carried out tasks such as inspection and replacement of clutch, common rail, glow plugs, spark plugs, head gaskets, shims, tappets, brake
pads, brake shoes, brake fluid, engine oil, coolant, EGR systems, VVT systems, engine filters, fuel filters, wheel bearings.
Gained knowledge in "," and Training
Master of Science
 
, 
Automotive Systems Engineering
 
May 2018
 
University of Michigan
 
ï¼​ 
City
 
, 
State
 
Automotive Systems Engineering 3.72
Bachelor of Engineering
 
, 
Mechanical Engineering
 
June 2015
 
Visvesvaraya Technological University
 
ï¼​ 
City
 
, 
India
 
Mechanical Engineering 75.35
Certifications
Product Development, Systems Engineering, Automotive Powertrains, Vehicle Thermal Management, Strength of Materials, Design of Machine
Elements, Fluid Mechanics, Heat Transfer, Thermodynamics
"
12022566.pdf,"ENGINEERING INTERN
","
Auto-Cad, C, C++, clients, HAZOP, ISO 9001, Logic, Microsoft office, Works, Minitab, Optimization, PLC, Pro-E, profit, Project
Management, Quality, Quality Assurance, receiving, Research, Scheduling, Six Sigma, Statistical Process Control, strategic planning, Supply
Chain, Visual Basics,","
Master of Science 
, 
Industrial Engineering 
Dec 2014 
University at Buffalo, The State University of New York 
GPA: 
3.35/4.0 
3.35/4.0 Industrial
Engineering Design and Analysis of Experiments, Supply Chain Modelling and Optimization, Production Planning and Control, Six Sigma Quality,
Facility Design, Quality Assurance, Sustainable Manufacturing, Lean Manufacturing, Computer Integrated Manufacturing, Project Management.
Bachelor of Engineering 
, 
Chemical Engineering 
Aug 2011 
University of Mumbai 
ï¼​ 
City
 
, 
India 
Chemical Engineering Instrumentation and Process
Control, Reaction Kinetics, Transport Phenomena, Environmental Engineering, Heat Transfer Operations, Mass Transfer Operations, Chemical
Engineering Thermodynamics.
"
28628090.pdf,"ENGINEERING MANAGER
","
Exceptional interpersonal communication
Effective leader
Budget development
Budget development
Staff training/development
Consistently meet goals
Efficient multi-tasker
Deadline-oriented
Work History
Engineering Manager
 
, 
01/2000
 
to 
Current
 
Company Name
 
â€“ 
City
 
, 
State
 
Manage the performance and facilitating the development of direct report Encourage team member engagement by setting challenging goals
and communicating line of sight Partnering with global counterparts on process.
Transfer and technology issues and industry direction Managing Projects to ensure deliverable are completed within the required constraints
(schedule, cost, resources,etc) Partnering with equipment and process counterparts, purchasing, facilities , contractors and vendors to buy,
install and release of equipment) Maintain flawless execution of area module by on-going coaching junior and Senior engineers, equipment
specialists, and technicians in operations, process and equipment Plan and improves standardized production method and objectives to
achieve safety, quality, delivery and cost targets.
Successfully navigate cross-site and cross functional teams through high priority initiative by leveraging effective leadership tactics , managing
key relationship and building strong teams to achieve impactful results Designed an effective Quality system visual management tool used by
QSM to identify and resolve potential ISO9000 findings prior to certificate audits Chaired multi-site mission based team of integration,
process and quality Engineers that developed a containment strategy for an undetectable process defects to alleviate major escape and
reliability concern Assure proper staffing, development of staff, training and employee involvement, in appropriate areas.
Lead plant in continue improvement activities in quality, service and price for all customers.
Troubleshoots and develops countermeasures for problems of quality , productivity , and employee relations using root-cause problem
solving methods Assure safe practices and maintenance of proper conditions and review these practice and procedures and leads activity to
lean manufacturing Continuously ","
B.S
 
: 
Management information system
 
, 
1991
 
WORCESTER STATE University, MASS
 
- 
GPA: 
GPA: 3.1
 
Management information system GPA: 3.1
B.S
 
: 
Electrical engineering technology
 
, 
5 1987
 
CENTRAL NEW ENGLAND COLLEGE
 
- 
State
 
GPA: 
GPA: 2.89
 
Electrical engineering technology GPA: 2.89 Dale Carnegie: Effective Speaking and Human Relation, 1995.
"
17103000.pdf,"MULTI-SKILLED ENGINEERING MANAGER
Qualifications
Microsoft Project
Microsoft Office
Microsoft Visio
IBM Rationale DOORS
Communication/Presentations
Risk Analysis
Process Improvement
CMPro
","
Air Force, budget, Hardware, Conflict Management, continuous improvement, DC, delivery, DOORS, electrical engineering, electrical systems,
Engineer, Estimating, senior management, functional, drawing, Hardware Design, IBM, Leadership, Team Leadership, Leadership Development,
Materials, mechanical, mechanical engineering, Microsoft Office, Microsoft Project, Microsoft Visio, Navy, peer review, power distribution,
power supplies, Presentations, Process Improvement, procurement, producing, Project Management, Project Planning, proposals, quality, Risk
Analysis, schematics, Siemens, software engineering, staffing, Systems Engineering, video
Additional Information
ADDITIONAL INFORMATION 
Secret Security Clearance 
Youth Sport Coordinator and Coach","
Master of Business Administration (MBA)
 
Indiana University
Bachelor of Science
 
: 
Electrical Engineering
 
Electrical Engineering
BSEE
 
University of Evansville
Project Management Graduate Certificate
 
Villanova University
Interests
Secret Security Clearance 
Youth Sport Coordinator and Coach
"
12472574.pdf,"QA ENGINEERING TEAM LEAD
","
Leadership
Skills
Ability to resolve non-routine and complex business issues: Anticipate problems, develop alternate solutions and manage
execution successfully
Ability to maintain a high energy level for extended periods of time
Ability to communicate clearly and efficiently both verbally and in writing. Ability to develop and maintain close ", and prior 
32985311.pdf,"SOFTWARE ENGINEERING ANALYST
","
Programming Languages: C, SQL, Python, R, Tableau 
developer 
Tools: HP ALM Quality center, HP QTP, MS office, Trello- Project
management tool, Streak CRM.
Accomplishments
Certifications: Coursera Introduction to interactive programming using Python,Rice University; Udemy certified SQL.
Experience
02/2017
 
to 
07/2017
Software Engineering Analyst
 
Company Name
 
ï¼​ 
City
 
, 
State
Enactus chapter of Thapar University 
Founded project Soul of the clay as the team lead of Enactus to aid the artisans by up skilling them
with modern day 
techniques, thereby increasing the income of these artisans by 150%.
Executed project Naritva, where I along with my team implemented a socio-economic business model in order to 
improve women sanitation
in rural areas of India with motive to reduce diseases prevalent among rural women.
Executed project Jaivika to bolster farmers by setting up machinery to produce low cost manure from organic waste.
Student Alumni Interaction Cell - Administered alumni relations as a senior member in SAIC and held the responsibility of 
event
management in cultural events.
12/2016
 
to 
02/2017
Software Engineering Analyst
Project- Global Site System Services 
Delivered automation tools using HP Quick Test Professional and VB script to achieve 95 percent
test coverage and 
increase the efficiency of process by 25 percent.
12/2015
 
to 
11/2016
Associate Software Engineer
Project- Global Site System Services 
Worked as a part of quality assurance team for one of the leading Oil and Gas Company by functional
testing in a 
simulation lab to assure the smooth functioning of 300 sites across the globe.
Communicated with a team of business analysts in order to understand the business scenarios and draft test scenarios for 
application testing.
Education and Training
Present
Syracuse University
 
ï¼​ 
City
 
, 
State
June 2015
B.E
 
: 
Chemical Engineering
 
MS IM 
Thapar University
 
ï¼​ 
City
 
India
 
Chemical Engineering 6.7/10
May 2011
Delhi Public School
 
Secured 86.8 percent in Class XII: Mathematics: 96/100, Physics: 81/100, Chemistry: 89/100, English- 91/100
Interests
Econ Club - Coordinated events like Economics quiz, Virtual Stock Market, Life size monopoly in economics festival.
Skills
automation tools, business processes, C, Chemistry, CRM, client, English, event management, functional, HP, image, team lead, machinery,
Mathematics, MS office, Oil, developer, Physics, Programming, progress, Project management, Python, QTP, Quick Test Professional, Quality,
quality assurance, simulation, SQL, Tableau, VB script
Additional Information
AWARDS AND RECOGNITION 
Accenture Outstanding Performer Award. 
Awarded Certificate of appreciation by Enactus India to
bring a change using entrepreneurial action. 
Awarded Certificate of appreciation by Thapar University to organize first economics festival of
the University.
Econ Club - Coordinated events like Economics quiz, Virtual Stock Market, Life size monopoly in economics festival."," and Training
Present
Syracuse University
 
ï¼​ 
City
 
, 
State
June 2015
B.E
 
: 
Chemical Engineering
 
MS IM 
Thapar University
 
ï¼​ 
City
 
India
 
Chemical Engineering 6.7/10
May 2011
Delhi Public School
 
Secured 86.8 percent in Class XII: Mathematics: 96/100, Physics: 81/100, Chemistry: 89/100, English- 91/100
Interests
Econ Club - Coordinated events like Economics quiz, Virtual Stock Market, Life size monopoly in economics festival.
"
