FileNumber,Role,Skills,Education
24559558.pdf,"Daiana Rocha
","
Emmy-Award Winning
Journalist
20+ Years of Experience in
Communications
Savvy Social Media Manager
Audio - Visual Content
Creator/Producer
Strong Research, Writing and
Editing Skills
Public Spokesperson
Event Coordinator
Marketing Strategists for Audience Growth and Retention
Tech Savvy in cutting-edge video/editing equipment and software incl., DSLAR Cameras, Adobe
Premier, Adobe Photoshop and After Effects
Work Experience
01/2008
 
- 
10/2020
 
Public Relations Specialist
 
Company Name
 
| 
City
 
, 
State
Delivered information from the City;'s government office to the members of the public by preparing and presenting press releases, video
stories, public service announcements, media campaigns, and social media content.
Served as liaison between elected officials, city employees and residents to address future city's business goals and strategies
Attend to Commission meetings and keep a close record of new and proposed government policies
Assisted elected officials with the preparation of messages, briefs and create opportunities to address their constituents.
Monitored and tracked data of campaigns, brand image, and social media's preferences to
adjust strategies and maximize results.
Established and maintained cooperative relationships with community, business leaders,
consumers, and public interest groups to synchronize strategic business plans to address all of the
stakeholders needs.
Managed editorial content, design and distribution of internal employee newsletter.
Coached less "," and Training
05/2014
 
J.D.
 
: 
Juris Doctorate
 
Nova Southeastern University
 
| 
City
 
, 
State
05/2009
 
Bachelor of Arts
 
: 
Political Science
 
Florida International University
 
| 
City
 
, 
State
Minor in Criminal Justice
Awards and Certifications
2017 Emmy Award for the original production of, ""Embracing Autism, a Coral Gables Story.""
2016 Media Relations and Law Enforcement Training by Fraternal Order of Police Florida State Lodge.
2016 Telly Award - Best Documentary
2016 Telly Award - Social Responsibility"
21549195.pdf,"SENIOR ACCOUNT MANAGER
","
Experience with advertising, budgeting, negotiating contracts,Â project management, and video creation.
Adept at customer service, editing, fundraising,media relations,Â content creation, andÂ research.
Developed grant proposals, marketing collateral, press releases, publications (newsletters, annual reports, year end appeals and more),Â website
content, and communicationsÂ 
 strategy.
Fundraising Software: Raiser's Edge
Desktop Publishing Software: InDesign
 ","
Bachelor Degree
 
: 
Business Communication
 
Florida Institute of Technology
 
ï¼​ 
City
 
, 
State
 
Business Communication
Interests
Greene County YMCA, board member
Henry Hudson Youth Soccer board member/coach
Public Relations Society of America, board member, former president
Salvation Army volunteer
American Red Cross volunteer
Berkshire Leadership Program, graduate and steering committee member Columbia County Leadership Program graduateÂ 
"
31220062.pdf,"MARKETING COORDINATOR
","
Marketing plan
Media Plan
Budgeting
Advertising & Public
Relations
Strategic communications
Brand Management
Events Management
Public Relations Campaign
Public Relations Writing
Publicity
Retail promotions
Time management
Proofreading
Advertising, Newsletter
Agency, Organizing
Brand Management, Organizational
Brochures, Presentations
Budgets, PR
Budget, Press releases
Budgeting, Pricing
Competitive, Producing
Content, Profit
Contract negotiation, Project management
Database, Promotional materials
Management, Proofreading
Special events, Public Relations
Graphics, Public
Inventory, Relations
Logistics, Publicity
Marketing strategies, Research
Marketing plan, Retail
Marketing, Sales
Market, Strategy
Marketing communications, Strategic
Marketing and communications, Time management
Materials, Trade shows
Media relations, Translation
Meetings, Web pages
News releases
Work History
Marketing Coordinator
 
, 
02/2017
 
to 
Current
 
Company Name
 
â€“ 
City
 
, 
Puerto Rico
 
Coordinate and implement monthly US promotional circulars adaptations to PR Market by do translation, pricing and audit report.
Implement marketing and advertising campaigns.
Translate and adapt corporate material to PR market.
Liaised with Marketing Manager to manage and deliver marketing and communications plans.
Work with Marketing Manager to determine budget distribution and manage expenses to that budget.
Compiled product, market and customer data to forecast accurate sales and profit projections.
Perform competitive researches by identifying and evaluating product characteristics, pricing and advertising.
Support pricing team on PR Market pricing strategy.
Provide project management for all assigned projects, ensuring deadlines are met.
Coordinate creation and printing of internal marketing material requests.
Keeps promotional materials ready by coordinating requirements with graphics department; inventorying stock; placing orders; verifying
receipt.
Assist and support 11 PR Stores when necessary for events such as grand openings or other special events.
Establish and maintain effective communication and ","
BA
 
: 
Communication, Public Relations and Advertising
 
, 
12/2009
 
University Of Puerto Rico RÃ​o Piedras
 
"
22754014.pdf,"CONTENT STRATEGIST
","
Project Management
Exceptional Writing and Grammar
Graphic Design
Expert Computer Knowledge
Analytical Skills
Public Relations Specialist
Skilled Typist
Telephone Skills/Multi-Line
Fast & Accurate Data Entry
Correspondence
Search Engine Advertising
Vector Media
Photography
Profit & Growth Strategies
Experience
Content Strategist
 
Jan 2015
 
to 
Current
 
Company Name
 
ï¼​ 
City
 
, 
State
Create outlines, storyboards, graphics concepts, prototype page layout.
Edit copy for writers and provide feedback to visual design team.
Act as project manager and simultaneously manages several projects.
Handle all SEO techniques, and responsible for executing all online marketing campaigns.
Responsible for ALL content management, social media tools, photo editing software and Office software
Responsible for writing a minimum of five news articles daily.
Assisted with and coordinated all public relations events for the launch of the website.
Public Relations & Marketing Manager
 
Mar 2013
 
to 
Current
 
Company Name
 
ï¼​ 
City
 
, 
State
Create in-depth marketing proposals for restaurants.
Implement strategic and community-building campaigns, promotions and contests centered on increasing in-store visits to our clients'
restaurants, build brand loyalty for Marion Restaurant Guide and the growth of our online brand.
Research followers, organizations & influences to grow fans & build engagement of our website & social media platforms.
Plan & execute all events hosted by the Marion Restaurant Guide and for clients.
Work with all departments to identify trends and developments that influence Public Relations.
Design and maintain all web content, graphics contents, promotional videos, email blasts and email newsletter.
Work to develop & maintain relationships with company sponsors.
Successfully handle multiple advertising budgets simultaneously.
Client/Community Coordinator
 
Sep 2009
 
to 
Current
 
Company Name
 
ï¼​ 
City
 
, 
State
Set up over three hundred active B2B accounts and maintained a positive ","
Associate of Applied Science
 
, 
Marketing & Project Management
 
2016
 
Marion Technical College
 
ï¼​ 
City
 
, 
State
Marketing, Public Relations, Social Media and Journalism course"
98086373.pdf,"PUBLIC RELATIONS MANAGER
","
Clients, Legal Assistant, Satisfaction, Training, Coaching, Mentor, Public Relations, Fundraising, Copywriting, Budgeting, Media Relations,
Merchandising, Games, Adobe Photoshop, B2c, Marketing, Photoshop, Associate, Liaison, Operations","
Bachelors of Science
 
: 
Recreation Management
 
University of Nevada Las Vegas
 
ï¼​ 
City
 
, 
State
 
, 
US
 
University of Nevada Las Vegas Las Vegas,
Nevada // December 2012 * Bachelors of Science in Recreation Management with a concentration of Sports Management
Certifications
P.A
"
28531493.pdf,"MANAGER, INDUSTRY ANALYST RELATIONS
","
Proficient in Microsoft Office Suite
Experienced with multiple media databases, including: Vocus, Cision and MyMediaInfo.
Familiar with social media and influencer management tools, such as Hootsuite, Buffer, SocialBro, TrendKite and BuzzSumo.
Experience
Manager, Industry Analyst Relations
 
Aug 2015
 
to 
Current
 
Company Name
 
- 
City
 
, 
State
â€¢Contributed to the development of a strategic analyst relations plan designed to communicate overall vision and major initiatives around
comprehensive eCommerce suite and marketing solutions.
â€¢Cultivate and strengthen relationships with key influencers at major industry analyst firms, ensuring that they are up to speed on company
strategy, objectives, capabilities, client case studies and messaging.
â€¢Collaborate with product marketing, subject matter experts and executives to advance company rankings in analyst benchmark reports,
including Forrester Wavesâ„¢ and Gartner Magic Quadrant.
â€¢Provide strategic insights to senior management and cross-functional marketing teams on analyst research reports to help guide product
strategy and roadmaps.
â€¢Support in the negotiation of industry analyst firm subscription contracts during renewal process.
Account Director
 
Sep 2014
 
to 
May 2015
 
Company Name
 
- 
City
 
, 
State
Clients included: Alcatel Lucent, Rajant Corporation, ASE Group, Inc., Altium, The City of Fremont
Served as lead day-to-day strategic advisor on client programs and initiatives including: strategic planning, company and product launches,
media and analyst relations, social media strategy, visual storytelling, thought leadership campaigns, corporate brand positioning, crisis
communications, industry events, budget management and forecasting.
Collaborated on the global launch of Alcatel Lucent's cloud-based unified communications platform, Rapport, securing coverage with key
industry analysts and media outlets including: Wireless Week, No Jitter, Current Analysis, Fierce Enterprise Communications, Converge!
Net","
Bachelor of Science
 
, 
Public Relations
 
2000
 
San Jose State University
 
- 
City
 
, 
State
 
, 
USA
 
Spring 1998 - Participated in study abroad program in Bath, England"
24491862.pdf,"HOSTESS
","
Communication, social media platforms and usage, Microsoft Office, team"," and Training
2016
Florida State University
 
City
 
, 
State
 
, 
USA
 
BACHELOR OF SCIENCE
 
: 
Environmental Studies
 
"
25001005.pdf,"COMMUNICATIONS CONSULTANT
","
Healthcare industry ","
Master of Communication Management, M.C.M.
 
2016
 
University of Southern California
 
City
 
, 
State
 
, 
USA
Bachelor of Arts
 
: 
Communication
 
2012
 
University of Hawaii
 
City
 
, 
State
 
, 
USA
Bachelor of Arts
 
: 
Psychology
 
2012
 
University of Hawaii
 
City
 
, 
State
 
, 
USA
Board & Leadership "
41590605.pdf,"UNIT PUBLICIST
","
Microsoft Word, Excel, Access, PowerPoint, Outlook, Works, OneNote, Publisher, Entourage, Sprout Social, HootSuite, Canvas, Tweet Deck,
Factiva, Lexis-Nexis, Bacon's MediaSource, Adobe Photoshop, Illustrator, InDesign, Acrobat, MAC Software/Programs, Final Draft 7, SAP,
PR Trak and Roxio.","
May 2005
Bachelor's Degree
 
: 
Public Relations, Marketing and Advertising
 
University of Michigan
 
ï¼​ 
City
 
, 
State
 
Awards
2007 Ketchum Silver Kudos Award Hyundai ""Veracruz Launch""
2007 PRSA PRISM Award ""Hyundai Sonata/'Regis and Kelly' Trivia A Go-Go Promotion""
2007 PRSA PRISM Award ""Hyundai Elantra - Mash and Seek""
2007 PRSA PRISM Awards of Excellence ""Hyundai Launches Genesis of a New Brand Identity""
Headliner Award, Ketchum
Passion and Precision Award, Ketchum
Michigan Merit Scholar
Received multiple Weber Shandwick - Intern of the Week Awards
Recognition of Excellence Award for "
21478007.pdf,"MANAGER
","
Team Leadership 
Accomplished Manager
Social E-commerce 
Natural Leader
Microsoft Office 
Adobe InDesign/Photoshop
Database Management 
Spanish Fluency
Strategic Thinker","
Major:Psychology Minor: Business Mercy College 
May. 2014
 
Bachelor of Science
 
: 
Psychology
 
City
 
, 
State
"
37913536.pdf,"PUBLIC RELATIONS ASSISTANT
","
administrative, advertising, agency, bi, clerical, conferences, content, copying, Database, Edge, editing, Editor, Event Planning, inventory, Director,
Marketing, media training, meetings, Excel, Microsoft Office, office, Power Point, Publisher, Word, newsletter, press releases, progress, Public
Relations, Raiser's Edge, research, social media platforms, website, ","
MBA
 
: 
Social Media Marketing
 
, 
2014
 
Rutgers University
 
Social Media Marketing
Bachelor of Arts Degree
 
: 
2011
 
Public Relations 
Penn State University
2007
 
High School Graduate 
St. Hubert Catholic High School for Girls
Additional InformationBusiness and Personal References Available upon request
"
20966771.pdf,"ADMINISTRATIVE ASSISTANT
", ,"
Master
 
:
 
Public Relations
 
2015
 
Full Sail University
Public Relations
Bachelors of Arts 
Bachelor of Arts
 
:
 
Spanish, Philosophy, Media studies
 
2013
 
Mercer University
Marketing, Public Relations and Journalism course"
18133495.pdf,"P
DIRECTOR, INFORMATION SYSTEMS PACS ADMINISTRATOR/IS SYSTEMS ANALYST
","
PROJECT MANAGER, ITS, PACS, RADIOLOGY, DICOM, INTEGRATION, INTEGRATOR, MCKESSON, NETWORKING, SALES,
SALES TO, SCHEDULING, STAFF TRAINING, TRAINING, WITH SALES, CLIENTS, SECURITY, DIRECT MAIL, PUBLIC
RELATIONS, DOCUMENTATION, BACKBONE, DATA CENTER, MENTORING, PHONE SYSTEM, WINDOWS 7, COST
CONTROL, INCREASE, SYSTEMS ANALYST, PROJECT MANAGEMENT, ADOBE PHOTOSHOP, AS400, DREAMWEAVER,
EMR, EXCELLENT MULTITASKER, FLASH, FRONTPAGE, HMS, INTERNET EXPLORER, KRONOS, LINUX, MS OFFICE, MS
SQL SERVER, MS SQL SERVER 2000, PAGEMAKER, PHOTOSHOP, POWERPOINT, PROBLEM-SOLVING, SIEMENS,
SIMULTANEOUSLY, SQL, SQL SERVER, SQL SERVER 2000, TECHNOLOGY MANAGEMENT, UNIX, WORDPERFECT"," and outreach plans and materials, including public meeting organization and facilitation, direct mail,
printed collateral, website updates and public relations events. 
Our primary clients included the City of Tucson, Arizona Department of
Transportation, Pima County, Nevada Department of Transportation and the Federal Highway Administration.
ICS Director Senior Hardware/Software Support Technician
 
City
 
, 
State
 
Company Name
 
/
 
May 2002
 
to 
Jun 2003
 
After accepting full authority over all corporate information, communication and security
systems, my primary responsibilities included: Employee management, cost control, developing and directing the implementation of all IT related
projects, while assuring that my team and I consistently maintained the systems and services that our customers and employees relied on. 
My
efforts in this position resulted in a 60% increase in employee productivity and the development of the first Private Label Auction site, for one of
our key clients, creating the first source of income from the ICS Department. 
Spending in the ICS Department was decreased by more than
$100,000. I was hired into this position as the direct assistant to the Vice President over the ICS (Information and Communication Services)
Department. 
My duties included: Project management, documentation of policies and procedures, and reporting on the overall status of the ICS
Department. 
During this year, I built the first comprehensive ICS procedure manual as well as the creation or replacement of all corporate IT and
communication related policies.
Education
High School Diploma
 
Mount Desert Island High School
"
13727873.pdf,"MARKET ANALYST PROMOTED TO ASSISTANT DIRECTOR OF BRAND STRATEGY
","
administrative, ad, agency, Autism, brand strategy, budget, Consulting, contracts, credit, clients, Data Visualization, drafting, event planning,
facilities management, focus, graphic, HR, Legal, MapInfo, market analysis, marketing strategies, marketing, Market, materials, meetings, access,
Excel, Microsoft Office, PowerPoint, Word, presentations, processes, recruiting, research, SLA, phone, therapeutic interventions, vision,
","
2008
Bachelor of Arts and Sciences
 
: 
Psychology Sociology and French Studies
 
UNIVERSITY OF PORTLAND
 
ï¼​ 
City
 
, 
State
 
, 
France
 
Psychology
Sociology and French Studies Dean's list
Personal Information
I hope that this clarifies Jamie's role, and the items that you should "
20470943.pdf,"ADMINISTRATIVE ASSISTANT
","
Familiar with HR functions/duties
Proven abilities in account management
Strong analytical skills
Superior communication skills
Proficient in MS Office, Adobe Illustrator, In Design and Photoshop
Languages
- Fluent in English & Spanish"," and training, etc.
Handling all buyer responsibilities; purchases high volumes of company retail inventory, analyzing sales trends, consumer preferences and
seasonal variables for purchasing allowances and fluctuations.
Fulfilling high volumes of calendar management, overseeing approximately 25-employee "
