FileNumber,Role,Skills,Education
25452321.pdf,"HOUSEKEEPER
","
Honest
Dedicated
Dependable
Additional Information
I believe being kind and friendly is the best way to go through life. I enjoy spending time with my family, friends and having fun. I have a
huge desire to learn new things and look at life as an adventure."," and Training
Wiscasset High
 
1985
 
High School Diploma
 
: 
Business
 
City
 
, 
State
 
, 
USA
 
I graduated high school, didn't expand my education through school but had a lot of hands on training. I learned all my cooking "
10653119.pdf,,"
Hands on knowledge of all phases of food preparation from casual to fine dining and catering
Food & Labor Cost ControlBanquet and catering menu planning, development, and service
Recipe development and standardization
Gluten Free food preparation
Certified Food Safety Manager
Food procurement, inventory and inventory control
Knowledge of P & L accountability
Kitchen equipment maintenance and repair
Customer service orientated
Employee hiring & training
Computer proficiency,
Concept, Cost Control, costing, customer satisfaction, Customer service, equipment maintenance and repair, Financial management, Food
Safety, forth, hiring, inventory levels, inventory, inventory control, personnel, pricing, processes, procurement, purchasing, quality, receiving,
restaurant operations, safety","
Associate of Science
 
: 
Culinary Arts
 
Johnson & Wales University
 
- 
City
 
, 
State
 
"
14663897.pdf,"CHEF
Credentials
National Registry of Food Safety Professionals Certified Food Safety Manager
National Registry of Food Safety Professionals Test Administrator/Proctor
Education and Training
High School Diploma
 
Jun 1991
 
Newington High School
 
ï¼​ 
City
 
, 
State
",," and Training
High School Diploma
 
Jun 1991
 
Newington High School
 
ï¼​ 
City
 
, 
State
"
21611637.pdf,"STORE CHEF
","
agency, benchmarking, Budget development, budget, competitive, consultant, consultation, cooking, cost control, clientele, client, customer
satisfaction, designing, direction, financial, focus, forecasting, indexing, Inventory, inventory control, managing, materials, newspapers, pricing,
profit, purchasing, quality, receiving, retail, safety, sales, scheduling, staff training"," for kitchen staff out lining events, live cooking demonstrations.
Pairing events and upscale private catering functions for Doctor and Executive broad Culinary nutrition consultant for health improvement
results for all Patient and staff.
Successful design and implementation of menu, that promotes conscious cuisine standards, in culinary.
Help development nutritional standards all food outlets.
High positive guest feedback surveys and 65% sales increase over 5-year period.
Implemented purchasing protocol and procedures, resulting in securing competitive pricing from purveyors.
Aggressively fought waste and promoted cross-utilization to consistently maintain food cost below budget of 27% by 1 - 2.5 percentage
points.
Positive write-ups from Kindred Magazine 
and Tucson 
newspapers 
for Outstanding, clean kitchen outlets by, Arizona health department.
Development, and enforcement of Standards and Procedures Handbook for service and production, resulting in consistent standard task
execution by team members and 20% reduction of labor costs over 5-year period since implementing program.Budget development with financial benchmarking "
18480859.pdf,," Center
 
City
 
, 
State
 
, 
USA
LICENSES
 
:
NRA ProMgt Certifications in the following areas: Sanitation, Professional Baking, Nutrition, Professional Service, Professional Cooking,
Supervisory Development, Hospitality Management and Cost Control. CEU for Sanitation and Hygiene May 2014 CPR Certification. ServSafe
Certification in accordance with the state of Florida Food Management guidelines 
:
Professional Affiliations
Member of the American Culinary Federation.
References available upon request.","
1998
 
Associate of Arts
 
:
 
The Academy
 
- 
Occupational Studies Culinary Arts
 
City
 
, 
State
 
, 
USA
1996
 
General Education Diploma (GED)
 
:
 
The Life "
31547476.pdf,"ADMINISTRATIVE ASSISTANT
","
accounting, Bookkeeping, cash register, cash registers, consultant, credit, Electronics, General Manager, inventory, machinery, Market, Medisoft,
Meetings, Access, Excel, money, Microsoft Office, Office, Outlook, PowerPoint, Word, newsletters, Payroll, policies, quality, Quickbooks,
recording, Safety, sales, tables, Tax preparation, phones, phone, Answer phones, trade shows, troubleshooting, website, ","
Cowley County Community College
 
Associates of Applied Science
 
: 
Medical Billing and Coding
 
City
 
, 
State
 
Medical Billing and Coding
Medical Office Support--College Certificate
Cowley County Community College
 
High School Diploma
 
City
 
, 
State
Stillwater High School
 
City
 
, 
State
Certifications
Certified Paraoptometric (expires 11/2012) 
Safety Training includes: HazCom, Bloodborne Pathogens and Lifting
"
29775391.pdf,"EXÃ‰CUTIVE BANQUETTE SOUS CHEF
","
Beautiful presentation of food
Institutional and batch cooking
Cake decorating expertise
Strong attention to safe food handling procedures
[Mediterranean ]
 
cuisine expert
Effective planner
Extensive catering background
Food presentation talent
Hospitality and service industry background
Menu marketing expertise
Special events planning
Staff training
Skilled waitstaff
Catering
Inventory management systems
Courteous and helpful
Hotel operations and management
Event planning and coordination
POS systems
Hospitality background
Five-star hotel ","
Diploma
 
: 
2009
 
academia international 
- 
City
 
, 
State
Culinary Arts Certificate
Course"
86551046.pdf,"SENIOR SOUS CHEF
","
Highly Focused and DrivenHighly Focused and Driven
High Volume Production Capability
High Profile Events
Reliable","
2005
GED
 
: 
General
 
SWIC
 
ï¼​ 
City
 
, 
State
 
, 
United States
"
33964275.pdf,"CO-OWNER/MANAGER/ CHEF
","
Work History
Co-Owner/Manager/ Chef
 
April 2008
 
to 
Current
 
Company Name
 
- 
City
 
, 
State
 
Managed all aspects of operation in a restaurant specializing in homemade, delicatessen and bistro cuisine.
Created all menu and invented signature specialty items fresh, daily.
Ordered all produce, meat and beverage products.
Maintained healthy, ","
Northern Arizona University
 
1987
 
Bachelor of Science
 
: 
Communications Broadcast Journalism
Telecommunications Emphasis Broadcast Journalism Political Science
Minor in 
[Name of minor]
Political Science
Member of 
[Club Name]
 
Club
Recipient of 
[Scholarship Name]
 
Scholarship
Continuing education in 
[Topic]
"
47317494.pdf,"ASSISTANT CHEF
","
budgeting, clients, data entry, Fluent in English, financial, conversational French, Access, Excel, PowerPoint, Microsoft Word, Spanish","
Bachelor of Science
 
, 
Finance 
CPA Eligible Business
 
June 2017
 
Portland State University
 
ï¼​ 
City
 
, 
State
 
GPA: 
GPA: 3.84 GPA: 3.66
 
Finance
CPA Eligible GPA: 3.84 GPA: 3.66 Business
Associate of Science
 
December 2014
 
Portland Community College
 
ï¼​ 
City
 
, 
State
 
GPA: 
GPA: 3.89 President's List
 
GPA: 3.89 President's List
Languages
Fluent in English and Spanish, conversational French
"
10889157.pdf,"LEAD COOK (COOK III)
",", Menu organization, Kitchen Management skills, Employee
management, Scheduling management, very fast learner. Learned new skills and knowledge with each company I ","
Associate of Arts
 
: 
Business Management
 
2007
 
Lakeland Community College
 
City
 
, 
State
 
, 
USA
Business Management
High School Diploma
 
: 
High school
 
2005
 
Charles F Brush High School
 
City
 
, 
State
 
, 
USA
I also Attended Beechwood High school my junior and senior years of high school as part of the Vocational program where I studied CulinaryI also Attended Beechwood High school my junior and senior years of high school as part of the Vocational program where I studied Culinary
Arts.
Personal Information
Lakeland College Kirtland, OH, United States Although it is not a degree for the culinary field, I have been able to apply this degree to my career
and it has helped me along in my career obtain various management positions within the culinary field, which I have excelled in in my nine plus years
of this profession. My goal is to one day become an executive chef and I feel at this point I will reach it one day soon. Cooking has become a
strong passion of mine to where cooking jobs do not feel like jobs anymore, its more like a fun way to live my life day to day able to wake up
excited to go learn new cooking "
35157762.pdf,"FOOD PREPARATION WORKERS/GRILL CHEF
",": Food & Beverage Service, Restaurant Management/Hospitality, Prep Cook and Serving On Line Gourmet.
March 2010
to
May 2013
Company Name
 
City
 
, 
State
 
Grill Chef
3 years 2 months) * Aventura, Florida Prepared All Line Foods & Desserts In A Timely Fashion Per Customer Request.
Skills: Pastry Chef, Gourmet Cuisines, Baker, Hospitality & Culinary Management, MENU DEVELOPEMENT, Restaurant
Management/Food Service Master.
April 2001
to
August 2010
Company Name
 
City
 
, 
State
 
Grill Master
9 years 4 months) * Hallandale Beach, Florida.
Grill All Steaks To Perfection Per Customer Orders & Special Requests.
Skills: Grill Cook, Deep Fryer, Beverage Designer.
February 2008
to
October 2009
Company Name
 
City
 
, 
State
 
Prep Chef
1 years 8 months) * Davie, Florida.
Sales Vendor, Team Sales Flyers, Display Menu Development/Specials.
Skills: Proficient in food preparation and cooking, Hospitality & Culinary Management,.
MENU DEVELOPEMENT, Restaurant Management/Food Service.
September 1995
to
December 2000
Company Name
 
City
 
, 
State
 
Crew Leader and Kitchen Manager
Assisted guests with making menu choices in an informative and helpful fashion.Maintained knowledge of current menu items, garnishes, ingredients
and preparation methods.Delivered exceptional service by greeting and serving customers in a timely, friendly manner.Appropriately suggested
additional items to customers to increase restaurant sales.Answered questions about menu selections and made recommendations when requested.
Education
2010
Johnson & Wales University
 
City
 
, 
State
 
, 
United States
 
Associate of Arts
 
: 
Culinary Arts, Hospitality Administration and Management
Culinary Arts, Hospitality Administration and Management
2007
Le Cordon Blue Culinary College
 
City
 
, 
State
 
, 
USA
 
Associate Degree
 
: 
Hospitality Administration and Management, Culinary Arts, Restaurant
and Food Services 
Management
Hospitality Administration and Management, Culinary Arts, Restaurant and Food Services
Management
2006
Mcfatter Technical College
 
City
 
, 
State
 
, 
USA
 
Certification 
Commercial Foods, Culinary Arts Management, Gourmet Cooking & Seafood
Preparation
 
: 
Culinary Arts/Hospitality
Commercial Foods and Pastry's / Wine & Spirits.1977
Richard J. Daley College
 
City
 
, 
State
 
, 
USA
 
Associate Degree
 
: 
Business and Managerial Economics, Restaurant and Food Services
Management, Hospitality 
Administration and Management
Business and Managerial Economics, Restaurant and Food Services Management, Hospitality
Administration and Management Test Scores
* Culinary Arts/Hospitality : 4.0
Additional Information
American Red Cross Volunteer Of The Year~2005.
*Bell Ringer/Salvation Army @ Fort Lauderdale, Florida. 2006.
*Guest Speaker/ American Cancer Society -2007.
Skills
Arts, Cooking, Fashion, Functional, Team Building, Team Leadership, MCP, Excel, Microsoft Windows 2000, Microsoft Word, Project
management, Restaurant Management, Sales, Team Player","
2010
Johnson & Wales University
 
City
 
, 
State
 
, 
United States
 
Associate of Arts
 
: 
Culinary Arts, Hospitality Administration and Management
Culinary Arts, Hospitality Administration and Management
2007
Le Cordon Blue Culinary College
 
City
 
, 
State
 
, 
USA
 
Associate Degree
 
: 
Hospitality Administration and Management, Culinary Arts, Restaurant
and Food Services 
Management
Hospitality Administration and Management, Culinary Arts, Restaurant and Food Services
Management
2006
Mcfatter Technical College
 
City
 
, 
State
 
, 
USA
 
Certification 
Commercial Foods, Culinary Arts Management, Gourmet Cooking & Seafood
Preparation
 
: 
Culinary Arts/Hospitality
Commercial Foods and Pastry's / Wine & Spirits.1977
Richard J. Daley College
 
City
 
, 
State
 
, 
USA
 
Associate Degree
 
: 
Business and Managerial Economics, Restaurant and Food Services
Management, Hospitality 
Administration and Management
Business and Managerial Economics, Restaurant and Food Services Management, Hospitality
Administration and Management Test Scores
* Culinary Arts/Hospitality : 4.0
Additional Information
American Red Cross Volunteer Of The Year~2005.
*Bell Ringer/Salvation Army @ Fort Lauderdale, Florida. 2006.
*Guest Speaker/ American Cancer Society -2007.
"
25924968.pdf,,"
ABC, Photoshop, basic, Computer-literate, Ventura, costing, customer relations, French, General Manager, hiring, Internet skills, Inventory,
inventory control, managing, market, meetings, Excel, PowerPoint, Word, purchasing, safety, Sales, staffing, Teaching, VC, articles", and Abilities as a Chef where my vast 
35468363.pdf,"SUSHI CHEF
",,"
2006
Le Cordon Bleu 
City
 
, 
State
 
, 
usa
 
Associate of Arts
 
: 
culinary arts"
91072502.pdf,"PREMIUM CLUB CHEF
","
budgets, inventory, sophisticated seasonal menus, public relations, quality,
motivated leader","
Associate of Occupational Studies
 
: 
Culinary Arts
 
1991
 
The Culinary Institute of America
 
City
 
, 
State
Culinary Arts
"
23568731.pdf,"CHEF
","
Exceptional knife skills
Excellent communication skills
Working well as a team member","
Associate of Applied Science
 
: 
Culinary Arts
 
2013
 
Hudson County Community College
 
City
 
, 
State
 
, 
United States
Culinary Arts
Learned basic and advanced cooking techniques.
Classes in Restaurant and Facility Operations
Courses in: Food Preparation, Kitchen Management, Patisserie and Confectionery, International Cuisine
Nutrition courses
"
12155206.pdf,"KINDERGARTEN TEACHER
","
Lifelong learner
Proofreading/Grammar
Strong interpersonal skills
Resourceful & adaptable
Professional and mature
Self-starter/self-directed
Results-oriented
Flexible & adaptable
Time management
Meticulous attention to detail
Experience
Company Name
 
City
 
, 
State
 
KINDERGARTEN TEACHER
 
09/2013
 
to 
Current
Create engaging and inquiry basedÂ lesson plans in accordance with District-wide curriculum units followingÂ Common Core standards for
Kindergarten. Differentiate instruction according to students' ability and skill level. Work with a diverse student population including English
Language Learner (ELL) students, and non-English speaking students. Delegate tasks to teacher assistants and volunteers. Establish positive
relationships with students, parents, and fellow teachers as well as collaborate to plan and schedule lessons promoting learning and student
engagement.Â  Earned positive verbal/written feedback from parents regarding classroom instruction and student learning success.
Received an Award from the Boys & Girls Club of Nashua;
2014-2015 TEACHER OF THE YEAR AWARD FOR KINDERGARTEN
Company Name
 
City
 
, 
State
 
K-5 LITERACY & MATH INTERVENTIONIST
 
09/2008
 
to 
09/2013
 
Â Provided daily small group literacy and
math intervention servicesÂ using researched based programsÂ for students, K-5,Â who are at risk of failing to meet district and state
standards.Â Communicated effectively, students'Â progress or needsÂ and established positive relationships with students, parents,
specialists,Â and fellow teachers from various grade levels.
Company Name
 
City
 
, 
State
 
STUDENT TEACHER/SUBSTITUTE TEACHER
 
09/2006
 
to 
06/2008
*Student Teacher for Grades 2 and 4. Substitute Teacher for grades K-12 and High School Substitute Teacher at Hollis/Brookline High School.
Company Name
 
City
 
, 
State
 
DIRECTOR, INDEPENDENT CONTRACTOR FOR PAMPERED CHEF
 
01/2000
 
to 
04/2003
Successfully operated a home-based direct-sales business by marketing kitchen tools through in-home cooking demonstrations achieving top
personal sales and top recruiter as well as three all expense paid trips for two.
Company Name
 
City
 
, 
State
 
PHARMACY TECHNICIAN
 
01/1993
 
to 
10/1996
Assisted in preparation and filling of prescriptions requiring 100% accuracy.
Company Name
 
City
 
, 
State
 
Owned & Operated IN-HOME DAYCARE
 
03/1990
 
to 
01/1995
Company Name
 
City
 
, 
State
 
ACCOUNTANT I
 
01/1987
 
to 
03/1990
Responsible for entire billing cycle of various government contracts all requiring 100% accuracy.
Company Name
 
City
 
, 
State
 
ACCOUNTANT ASSISTANT
 
01/1985
 
to 
01/1987
Responsible for entire billing cycle.
Company Name
 
City
 
, 
State
 
ADMINISTRATIVE CLERK
 
01/1984
 
to 
01/1985
Proposal preparation, audit support and material reconciliation.
Company Name
 
City
 
, 
State
 
SECRETARY I
 
01/1982
 
to 
01/1984
Provide secretarial support for ten administrators and program manager.
Education
MASTERS OF EDUCATION IN
 
:
 
ELEMENTARY EDUCATION
 
2008
 
Rivier University
 
, 
City
 
, 
State
 
, 
USA
â€‹
 NH Elementary Educator Certificate K-8 (1811
 ) Current through 
6/2017
 ; 
PRAXIS I & IIÂ  
April 2006, Sept. 2007
BACHELOR OF SCIENCE
 
:
 
BUSINESS MANAGEMENT
 
1987
 
Rivier University
 
, 
City
 
, 
State
 
, 
USA
ASSOCIATE OF SCIENCE
 
:
 
ADMINISTRATIVE SECRETARIAL MANAGEMENT
 
1982
 
Nashua Community College
 
, 
City
 
, 
State
 
, 
USA
Non-Degree Program
 
:
 
INTEL MATH I & II
 
2012
 
Plymouth University/UNH Manchester
 
, 
City
 
, 
State
 
, 
USA
 
Â Earned 6 Graduate Credits, 80
hours of Content-intensive ","
MASTERS OF EDUCATION IN
 
:
 
ELEMENTARY EDUCATION
 
2008
 
Rivier University
 
, 
City
 
, 
State
 
, 
USA
â€‹
 NH Elementary Educator Certificate K-8 (1811
 ) Current through 
6/2017
 ; 
PRAXIS I & IIÂ  
April 2006, Sept. 2007
BACHELOR OF SCIENCE
 
:
 
BUSINESS MANAGEMENT
 
1987
 
Rivier University
 
, 
City
 
, 
State
 
, 
USA
ASSOCIATE OF SCIENCE
 
:
 
ADMINISTRATIVE SECRETARIAL MANAGEMENT
 
1982
 
Nashua Community College
 
, 
City
 
, 
State
 
, 
USA
Non-Degree Program
 
:
 
INTEL MATH I & II
 
2012
 
Plymouth University/UNH Manchester
 
, 
City
 
, 
State
 
, 
USA
 
Â Earned 6 Graduate Credits, 80
hours of Content-intensive "
24221960.pdf,"CHEF
"," Computer Skills Customer Service Skills Leadership Skills Organizational Skills Research and
Planning Skills Interpersonal Skills Safety-oriented Neat, clean and ","
Associate of Science
 
: 
Medical Coder and Billing
 
, 
2015
 
Santa Fe College
 
- 
City
 
, 
State
 
, 
United States of America
Medical Coder and Billing. Health Information Management. 
3.7 GPA. Earning my certification.
High School Diploma
 
: 
General
 
, 
2011
 
Buchholz High School
 
- 
City
 
, 
State
 
, 
Alachua
Obtained my High school diploma in 2011.
"
28424982.pdf,,"
Budgets, Cooking, Costing, Inventory, Managing, Public
Relations, Quality, Retail","
Associate of Occupational Studies
 
: 
Culinary Arts
 
1991
 
The Culinary Institute of America
 
City
 
, 
State
 
Culinary Arts
"
16924102.pdf,,: Consistently ,"
Restaurant/Hotel Management 
2017
 
Penn Foster
Management Serve Safe Certified
 
2015
 
City
"
26718039.pdf,"CHEF
","
delivery, Detail oriented, English, inventory, Inventory Management, logistics, producing, purchasing, quality, retail, scheduling, Spanish, ",
20691949.pdf,"A LA CARTE CHEF/ CHEF DE CUISINE
",".
800-1100 covers in 3 hours
Company Name
 
12/2009
 
to 
05/2014
Merion Cricket Club, Haverford, PA, Junior Sous Chef
Viking Culinary Center, Haverford, PA, Chef/Instructor
Cloud Catering and Events, NYC, NY, Cook
The Black Rat, Winchester, England, Stage
Craigie on Main, Cambridge, MA, Stage
Four Seasons Resort: Aviara, Carlsbad, CA, Intern
Education
2009
 
Culinary Institute of America
 
, 
City
 
, 
State
Bachelors of Professional Studies
 , 
Culinary Arts and Restaurant Management
 . Assisted with numerous
 
school-sponsored catering
events
 
for up to 450 people. Member of the Inter-collegiate 
soccer team
 
four years, serving as 
captain
 
one year. Kitchen assistant for saturday
morning, 15 person Adult Education classes. Residence Assistant, 2 1/2 years
Skills
Interpersonal Skills, cooking, critical thinking, dependability focused, human relations, inventory, listening skills, time and personnel management
skills, stress management, supervision, teaching, leadership, enthusiasm, passion for cooking, problem solving","
2009
 
Culinary Institute of America
 
, 
City
 
, 
State
Bachelors of "
