FileNumber,Role,Skills,Education
28808263.pdf,"HR PAYROLL/ ACCOUNTING REPRESENTATIVE
","
Originated new businessÂ through ","
Associates
 
:
 
Business
 
1998
 
Blue River Community College
 
Business
Bachelors
 
:
 
Business Finance
 
2016
 
UMKC
 
Business Finance
"
26202430.pdf,"HR CONSULTANT
","
Advanced Excel, Access, Word, Visio, Power Point, VBA, SAP HCM, Success Factors (Compensation), Microsoft Project Management,
Service Now (ASKHR), Smartsheet, Panaya, SilkRoad - Red Carpet","
BBA
 
: 
Business Administration
 
May 2009
 
Campbell University
 
City
 
, 
State
 
, 
US
Languages
Portuguese, Spanish and English
"
17812897.pdf,"HR MANAGER
Skill ","
ADA, ADP, art, agency, benefits, Benefits Administration, Coach, coaching, conflict resolution, continuous improvement, contracts, decision
making, delivery, direction, Employee Relations, special events, financial, functional, Hiring, HRIS, human resource management, Human
Resource, Human Resources, HR, human relations, Kronos, Lawson, leadership, leadership development, Law, legal compliance, Director,
managing, management reporting, Mediation, Access, Excel, MS Office, office, Outlook, PowerPoint, Publisher, win, Word, negotiating,
Negotiations, Organizational Development, organizational, payroll, Peak, Performance Management, personnel, Policies, problem solving,
processes, Profit, implement programs, Project Management, quality, quantitative analysis, Recruitment, recruiting, reporting, safety, sound, staff
development, staffing, strategy, Strategic, Structured, surveys, team- ","
Bachelor of Business Administration
 
MOUNT VERNON NAZARENE UNIVERSITY
 
ï¼​ 
City
 
, 
State
"
20417897.pdf,,"
accountant, administrative support, benefits, billing, brochures, budget, bi, charts, contracts, copying, clients, documentation, Drafting, Engineer,
senior management, finance, forms, Human Resource, Human Resources, HR, insurance, letters, Lotus Notes, Director, managing, materials,
meetings, Access, Excel, office, PowerPoint, Word, Oracle, organizing, payroll, personnel, policies, purchasing, quality control, Recruiting,
research, Safety, SAP, scanning, seminars, shipping, Six Sigma, SOP, Staffing, tax, transportation, utilities","
Master of Business Administration
 
2011
 
Centenary College
 
City
 
, 
State
Bachelor of Science
 
: 
Business Administration
 
2009
 
Business Administration
"
14640322.pdf,"HR GENERALIST
","
Talent Aquisition
Onboarding
Documentation
Vender management
Microsoft Office","al & employment documents.
Performing a reference check on the day of on boarding incase any document is not available.
HR Engagement and Assimilation Handling employee's queries with respect to joining formalities Taking induction for the new joinees and
briefing them about IBM and the concerned BU's to which they will be a part of.
Briefing the new joiners on various policies like payroll, payables, medical insurance, reimbursement, superannuation etc.
Updating the joiner's data /no-shows data in GOM.
Ensure all the "
18334783.pdf,"HR DIRECTOR/ADMINISTRATOR
","
administrative, budget, contracts, customer service, documentation, expense reports, financial, government, hiring, HR, Office, office
administration, office management, payroll, personnel, processes, proposals, quality, quality assurance, Roscoe, sales, supervising, transmission","
University of New Mexico
 
BA
 
: 
Business/Finance
 
Business/Finance Volunteer- Food Bank and member of Chamber of Commence
"
93112113.pdf,"HR MANAGER
","
Professional Human Resources Certification (PHR), June 2011",al 
21265194.pdf,"HR PARTNER
","
Title VII
ADA
Mid - Senior level Coaching/ConsultationEmployee Relations
Partner with Senior management and Function management
HR Policy Interpretation
Presentation/Facilitation
Collaboration/Partnering skills
Relationship Building skills
Additional Information
SPECIAL AWARDS: 
2005 USAA's Volunteer of the Year 2006 President's Council on Service and Civic Participation Award
Professional Affiliations
Wells Fargo - Latino Team Member Net","
Masters of Arts
 
: 
Counseling
 
, 
May, 2004
 
Webster University
 
ï¼​ 
City
 
, 
State
 
, 
USA
Counseling
Bachelor of Science
 
: 
Psychology
 
, 
December, 2001
 
University of Houston
 
ï¼​ 
City
 
, 
State
 
, 
USA
 
GPA: 
Dean's List
Psychology Dean's List
"
25824789.pdf,"HR MANAGER
","
ADA, ADMINISTRATIVE SKILLS, administrative, coaching, Employee Relations, training employees, English, Special Events, hiring, HRIS,
Human Resources, HR, InDesign, Leadership Development, Director, managing, Mediation, Microsoft Office Suites, Publisher, Sharepoint,
Newsletters, Organizational Development, PeopleSoft, Performance Management, Policies, Project Management, quality, Quark, managing the
restaurant, safety, scheduling, Spanish, supervision, Teacher, Teaching, training material, Web Design, ","
Bachelor of Science (BS)
 
: 
Sociology
 
1999
 
TEXAS WOMAN'S UNIVERSITY
 
City
 
, 
State
 
Sociology
Affiliations
Society for Human Resource Management (SHRM) North Texas Society for Human Resource Management (NTSHRM) Texas Higher
Education in Human Resources Association (THEHRA) International TEFL and TESOL Training membership (ittt) Denton High School Girls
Softball Association
"
72231872.pdf,"HR GENERALIST
","
accounts payable, accounts receivable, ADA, administrative and support, ads, advertising, Backup, Benefits, Benefits Administration, brochures,
budgeting, budgets, bi, call center, com, clientele, client, clients, customer services, Customer Service, direction, Employee Relations, filing, HRIS,
http, Human Resource, Human Resources, HR, inventory, invoicing, Leadership Skills, Leadership Development, Marketing, marketing materials,
Excel, Microsoft office programs, office, Outlook, Powerpoint, Word, Monitors, newsletter, organizational, Payroll, personnel, policies,
processes, rapport, Recruiting, Recruitment, reporting, supervisory, Surveys, Tableau, Tax Returns, phone, training programs, website, writer
Additional Information
Authorized to ","
May 2015
Masters of Science
 
: 
Human Resources Management
 
New England College of Business and Finance
 
Human Resources Management
June 2012
Bachelor's
 
: 
Business Administration
 
New England College of Business and Finance
 
Business Administration
"
16861758.pdf,"HR ASSISTANT
","
Professional and friendly. Careful and active listener. Multi-tasking. Careful and active listener.
Education and Training
Edgecombe Community College
 
Present
 
Select One
 
: 
Nursing
 
City
 
, 
State
 
, 
United States
Continuing "," in
the medical field. I look forward to "
32977530.pdf,"HR CLERK
","
Accounts Payable
Accounts Receivable
Customer Service
Microsoft Suite
SAP
Solomon
Knowledge of Quickbooks","
BSBA
 
: 
Human Resource Management
 
2011
 
CTU Online
 
City
 
, 
State
 
, 
USA
 
GPA: 
GPA: 3.95
Study Business Management with a emphasis on Human Resource Management. While enrolled I maintained 
a 3.95 G.P.A. and was also a school
mentor to at risk students.
"
17855844.pdf,"HR MANAGER
","
ADA, administrative, Adobe Illustrator, art, agency, benefits, Ceridian, Change Management, decision-making, DCA, Employee Relations, special
events, fast, focus, hiring, HRIS, hub, hubs, Human Resources, HR, Information Systems, KRONOS, leadership, legal, mental health, mental
illness, Access, Excel, PowerPoint, Publisher, MS Word, Oracle, Organizational Development, Organization Development, organizational,
Performance Management, personnel, policies, processes, recruiting, recruitment, sales, SAP, seminars, staffing, strategic, Strategic Planning,
supervisor, surveys, "," program from a few training sessions per year to a state of the art training program offering more than
50 "
11592605.pdf,"HR GENERALIST
","
administrative, Administrative Assistant, bi, conferences, database, special events, filing, Human Resource Management, HR, Human Resources
Management, Excel, Exchange, Microsoft Office, Office, Outlook, PowerPoint, Word, newsletter, Paralegal, Performance Management,
processes, Publications, Recruitment, Strategic Planning, Supervisor, training programs, travel arrangements, Visio, Website, ","
8/2013
ABA Approved Paralegal Program Certification8/2013
BA
 
: 
Justice Studies
 
Montclair State University
 
ï¼​ 
City
 
, 
State
 
Justice Studies
06/2002
AS
 
: 
Psychology
 
Essex County College
 
ï¼​ 
City
 
, 
State
 
Psychology
Certificate in SHRM Essentials of Human Resource Management, 6/2013 Program Highlights *Performance Management 
- 
Critical Analysis
*Recruitment and Selection 
- 
Strategic Planning *Effective Human Resources Management - 
Establishing Competencies
 
New York Institute of
Technology
 
ï¼​ 
City
"
19616406.pdf,"HR DIRECTOR
","
processing accounts payable, Administrative, administrative support, Ads, audit reporting, reconciling bank statements, benefits, bonds,
bookkeeping, brochures, hardware, conversion, client, database, Database management, delivery, designing, Documentation, e-mail, Event
Planning, fashion, faxing, filing, forms, General Ledger, government, Hiring, HRIS, Human Resource, HR, imaging, information technology,
Insurance, Law, letters, Director, mailing, marketing and sales, Meetings, money, office, MIS, monitors, next, Payroll, Performance Appraisals,
Personnel, policies, radio, recording, reporting, Safety, scheduling, software installation, spreadsheets, staffing, phone, video, vision, website, year-
end","
Psychology
 
Indiana University
 
ï¼​ 
City
 
, 
State
1 Year of study
Certificate
 
: 
Human Resources
 
Indiana University
 
ï¼​ 
City
 
, 
State
HR CertificateHR Certificate
"
16852973.pdf,"HR ADMINISTRATOR/MARKETING ASSOCIATE HR ADMINISTRATOR
","
Accounting, ads, advertising, analytical skills, benefits, billing, budgeting, clients, Customer Service, data analysis, delivery, documentation,
employee relations, financial management, government relations, Human Resources, insurance, labor relations, layout, Marketing, marketing
collateral, medical billing, medical terminology, office, organizational, payroll, performance reviews, personnel, policies, posters, presentations,
public relations, purchasing, reporting, statistics, website.","
N/A
 
, 
Business Administration
 
1999
 
Jefferson College
 
ï¼​ 
City
 
, 
State
Business Administration
Marketing / Advertising
High School Diploma
 
, 
College Prep. studies
 
1998
 
Sainte Genevieve Senior High
 
ï¼​ 
City
 
, 
State
Awarded American Shrubel Leadership Scholarship to Jefferson College
"
34740556.pdf,"SENIOR HR BUSINESS PARTNER
","
ADA, benefits, Benefits Administration, call center, coaching, conflict resolution, Employee Relations, training employees, senior management,
functional, hiring, HUMAN RESOURCES MANAGER, human resources, HR, teambuilding, Law, legal compliance, managing, mechanic,
mediation, Access, Excel, MS Office, office, Outlook, PowerPoint, win, Word, negotiating, Organizational Development, PeopleSoft, Personnel,
Policies, Quality, Recruitment, recruiting, Safety, sound, staff development, staffing, Structured, team","
Bachelor of Science (BS)
 
: 
Business Administration
 
, 
2008
 
UNIVERSITY OF SOUTHERN MISSISSIPPI
 
ï¼​ 
City
 
, 
State
 
Business
Administration Activities: "
27847081.pdf,"HR SPECIALIST/ HORIZONTAL ENGINEER
","
Word, Excel, PowerPoint, Outlook,
Relevant Course","
Bachelor of Science
 
: 
Business Administrattion
 
, 
2018
 
Grantham University
 
- 
City
 
GPA: 3.7
Course"
27523575.pdf,"HR ASSOCIATE
","
Administrative Management, Problem Solving, POS, Human Resources, Time Management, Customer Service, Critical Thinking, Great
Organizational Skills, People Skills","
Bachelor of Arts
 
, 
Culture and Media Studies 
2015
 
Eugene Lang College The New School for Liberal Arts
 
ï¼​ 
City
 
, 
State
 
GPA: 
GPA: 3.87
Dean's List (2011 - 2015) - awarded for maintaining a 3.5 GPA or higher per academic year 
Dean's Scholarship (2011 - 2015) - awarded for
academic excellence Lang College Scholarship (2011 - 2015) - awarded as incoming student for leadership potential then continued for
maintaining satisfactory academic performance
Minor in Psychology
3.87 GPA
Dean's List (2011 - 2015) - awarded for maintaining a 3.5 GPA or higher per academic year
Dean's Scholarship (2011 - 2015) - awarded for academic excellence
Lang College Scholarship (2011 - 2015) - awarded as incoming student for leadership potential then continued for maintaining satisfactory
academic performance
University of Massachusetts Amherst
 
ï¼​ 
City
 
, 
State
 
GPA: 
Dean's List
4.0 GPA
Dean's List
Affiliations
UMass Amherst Hillel | Aug 2009 - May 2010
New School Jewish Student Union | Aug 2011 - Present
Volunteer for City Seniors Social Club at the YMCA | Feb 2012 - Mar 2012
Notable Achievements
Old Navy Credit Card Enrollments (2013) Recognized as one of the top performers in the nation for Old Navy Credit Card enrollments.
Employee Recognition, Schnucks Supermarket - Kaldi's Coffee In-Store Location (2009) Recognized by top associates for ""great
customer service.""
"
52979663.pdf,"SENIOR HR
","
ADA, approach, arbitration, auditing, business strategy, case management, contract negotiations, crisis management, finance, functional, HRIS,Human Resource, human resources, HR, information systems, ISO, leadership, Material Science, money, negotiating, negotiation, negotiations,
net","
Bachelor of Science
 
: 
Personnel
 
, 
1988
 
Purdue University
 
ï¼​ 
City
 
, 
State
 
, 
USA
 
Personnel
Associate of Science
 
: 
Supervision
 
, 
1987
 
Purdue University
 
ï¼​ 
City
 
, 
State
 
, 
USA
 
Supervision
Associate of Science
 
: 
Plant and Soil Science
 
, 
1985
 
State University of New York - Cobleskill
 
ï¼​ 
State
 
, 
USA
 
Plant and Soil Science
"
12786012.pdf,"HR COORDINATOR
","
benchmarking, benefits, conflict resolution, direction, Employee Relations,Â  , performance management, personnel, policies, processes,
recruitment, research, Safety, staffing, strategic,Â  training programs,","
2012
Keller Graduate School of Management
 
City
 
, 
State
 
MBA
 
: 
Human Resource Management
 
Human Resource Management
2002
University of North Dakota
 
City
 
, 
State
 
B.A
 
: 
Communications
 
Communications
"
73077810.pdf,"HR GENERALIST/RECRUITER
","
ADP, benefits, closing, Coach, coaching, competitive, customer service, database, hiring, HRIS, HR, insurance, logistics, Director, mentoring,
windows, performance management, personnel, Policies, processes, protocols, quality, recruiting, recruitment, sales, staffing, ","
Masters of Administrative Science
 
: 
June 2013
 
Fairleigh Dickinson University
 
ï¼​ 
City
 
, 
State
B.S
 
: 
Economic
 
, 
2005
 
Economic
A.A
 
: 
Liberal Arts
 
, 
2002
 
Liberal Arts
"
47470864.pdf,"GENERAL HR ASSISTANT/OFFICE ASSISTANT
","
administrative, banking, basic, benefits, Call Center, clerical, coaching, client, clients, database, documentation, Employee Relations, fax, filing,
financial, forms, funds, Human Resource Management, Human Resources, HR, Insurance, maintains inventory, letters, notes, mailing, materials,
office applications, office, monitors, office equipment, Organizational, payroll, personnel, quality, research, spreadsheets, surveys, tax preparation,
telephone, employee handbooks, troubleshooting, ", and materials to managers/employees including 
32947778.pdf,"HR MANAGER
","
benefits, budget analysis, budgets, budget, coaching, contract negotiations, documentation, training employees, event planning, special events,
executive management, senior management, firing, forms, functional, General Manager, graphics, hiring, human resource management, Human
Resource, human resources, HR, insurance, regulatory compliance, letters, logistics, Director, managing, marketing, meetings, payroll, People Soft,
personnel, policies, presentations, press releases, PR, processes, promotion, recruiting, recruitment, reporting, sales, scheduling, sound, staffing,
strategic, travel arrangements, ","
3/2019
 
Notary Public
Bachelor of Arts (BA)
 
:
 
Human Resource Management
 
2016
 
UNIVERSITY OF PHEONIX
"
57667857.pdf,"HR CONSULTANT
","
ADA, advertisements, benefits, budgets, charts, competitive, counseling, databases, documentation, employee relations, firing, forms, hiring, human
resources management, human resources, labor relations, legal, net",", orjob "
24184357.pdf,"HR DIRECTOR
"," 
Good Interpersonal Skills 
Organizational Skills 
Communication Skills
Recruiting and Staffing Performance Management 
Employee Relations 
Selection/Recruiting
Employee Orientation Training & Development 
Policy & Procedure Writing Detail Organization
Staff Supervision 
Employee Records System 
On-the-job Training 
Job Analysis
Cold Calling 
Internet Sourcing 
Compensation 
Labor Laws
Labor Policies 
Equal Employment Opportunity Interviewing 
Discipline Issues
Social Net",".
Ability to interpret and analyze material and make well adjusted decisions from the analysis.
Hiring staff and managing the overall image of the facility; developing job descriptions, interviewing candidates, maintaining staff development
and education and, as well as, managing disciplinary processes.
Ability to "
15576950.pdf,"HR SPECIALIST
","
Benefits, central point of contact, clerical, conferences, CPR, customer service, data entry, directing, documentation, fashion, faxes, focus, hiring,
human resources, HR, insurance, inventory, meetings, access, office, neat, policies, processes, receptionist, reception, Recruitment, recruiting,
Reporting, SAP, Spanish, staffing, taking messages, telephone, telephones, phone, Type","
2001
Diploma
 
Rogers High School
"
27490876.pdf,"HR COORDINATOR
","
administrative, ad, arbitration, agency, budget, Consultant, database, Employee Relations, hiring, HRIS, Human Resource, human resources, HR,
team building, Leadership, materials, meetings, newsletter, organizational, performance management, personnel, presentations, processes,
recruiting, recruitment, reporting, staffing, teacher"," teacher
vacancies and for the teacher vacancies at the Alternative School, Amelia Street, REAL School and Thirteen Acres.
Seeks out, interviews, screens and recruits applicants to fill existing and future position vacancies.
Coordinates with the licensure associate to ensure applicants meet licensure "
17150707.pdf,"HR SHARED SERVICES ANALYST
","
administrative, ADP, backup, Benefits, counseling, client, customer support, Documentation, forms, HRIS, human resource, Human Resources,
HR, law, Director, market, Microsoft Office, payroll, PeopleSoft, personnel, policies, processes, reporting, researching, research, SAP, technicalsupport","
B.S
 
: 
Business
 
Western Michigan University
 
ï¼​ 
City
 
, 
State
 
Business
"
24402267.pdf,"DESIGNATION: HR ASSISTANT
","
HRIS, ISO, Recruitment, Performance Appraisal, Training & Development, Leave & Attendance,Entry & Exit
Education
MBA
 
, 
Human Resource
 
2005
 
Bankatlal Bhadruka Collage
 
ï¼​ 
City
 
, 
State
 
, 
India
B.COM
 
, 
Commerce
 
2003
 
Pt.Ravishanker Shukla Uiversity
 
ï¼​ 
City
 
, 
State
 
, 
India
Languages
English : 
Advanced and FluentEnglish : 
Advanced and Fluent
Hindi : Advanced and Fluent
Telugu : Advanced and Fluent
Bengali : Conversational
Spanish : Conersational
Personal Information
DOB : September 
28th , 1982
Nationality : Indian
Marital Status :Married
Visa Status : EAD","
MBA
 
, 
Human Resource
 
2005
 
Bankatlal Bhadruka Collage
 
ï¼​ 
City
 
, 
State
 
, 
India
B.COM
 
, 
Commerce
 
2003
 
Pt.Ravishanker Shukla Uiversity
 
ï¼​ 
City
 
, 
State
 
, 
India
Languages
English : 
Advanced and FluentEnglish : 
Advanced and Fluent
Hindi : Advanced and Fluent
Telugu : Advanced and Fluent
Bengali : Conversational
Spanish : Conersational
Personal Information
DOB : September 
28th , 1982
Nationality : Indian
Marital Status :Married
Visa Status : EAD"
29297973.pdf,"HR REPRESENTATIVE
","
On-boarding
Staffing and recruiting "," Assistant
 
Company Name
 
ï¼​ 
City
 
, 
State
06/2011
 
to 
07/2011
Foodservices Director
 
Company Name
 
ï¼​ 
City
 
, 
State
08/2010
 
to 
05/2011
Quality Assurance Auditor, Assembler
 
Company Name
 
ï¼​ 
City
 
, 
State
03/2007
 
to 
04/2010
Dietary Manager
 
Company Name
 
ï¼​ 
City
 
, 
State
Demonstrated excellent customer service "
13376919.pdf,"REGIONAL HR DEPUTY MANAGER
","
Assistant Manager, banking, counseling, clients, hiring, HR, marketing, MS Excel, Office, MS Outlook, MS PowerPoint, MS Word, negotiations,
net","
MBA
 
: 
Human Resources
 
2007
 
GHS-IMR Business School
 
India
 
Human Resources
B.Com
 
2005
 
CSJMU, Uttar Pradesh University
 
India
"
28828844.pdf,"HR GENERALIST
","
administrative support, ADP, Benefits, coaching, Excellent communication, conflict resolution, conflict resolution, consultation, creative problem
solver, customer satisfaction, employee relations, employee relations, forms, human resources, HR, interpretation, Latin, leadership, legal, legal and
compliance, letters, Director, managing, Excel, PowerPoint, Word, Payroll, People Soft, People Soft, performance reviews, performance
management, personnel, Policies, Process Improvement, Quick learner, read, recruiting, Safety, seminars, Spanish, Staffing, telephone, year-end","2003
Associate of Arts
 
: 
Sociology Business Management
 
HUNTER COLLEGE
 
ï¼​ 
City
 
, 
State
 
Sociology Business Management
BOROUGH OF MANHATTAN COMMUNITY COLLEGE
 
ï¼​ 
City
 
, 
State
Languages
Able to read, speak and write Spanish
"
