FileNumber,Role,Skills,Education
12059610.pdf,"SHOE DEPT. LEAD SUPERVISOR
","
Art, blueprints, budgets, cash registers, charts, COM, Communication skills, Cooking, credit, Customer service, employee training, employee
training, hiring, Inspect, Inventory, Issue receipts, Management skills, materials, Exchange, money, personnel, policies, processes, quality, Read,
Retail sales, safety, sales, tables, type","
Jun 2007
High SchoolDiploma
 
State
"
10562768.pdf,"ASSISTANT BANKING CENTER MANAGER I
","
accounts payable, accounts receivable, Analyst, Banking, Basic, Bloomberg, CISCO, CITRIX, Coach, CPR, customer service skills, Databases,
Financial, First Aid, general management, HOGAN, Instructor, Insurance, leadership, TEAM building, marketing strategies, Mentor, all Microsoft,
MS Office Suite, Office, Net","
Bachelor of Science
 
2008
 
Oakland University
 
, 
City
 
, 
State
Basic Training, Fort Leonard Wood, MO (2009) Advanced Individual Training (SIGINT Training), Goodfellow AFB, TX
 
2010
2016
 
Cochise College
 
, 
State
Masters of Business Administration
 
2016
 
Oakland University
Net"
25142074.pdf,"ADMINISTRATIVE ASSISTANT
","
Graphic design, composition & illustration
Writing & Proficient Typist
Microsoft Office Suite and social media platforms (Instagram, Twitter, Facebook)
Painting, drawing, sculpture & weaving
Yoga & meditation, Certified Yoga Teacher
Work History
Administrative Assistant
 
, 
04/2020
 
to 
02/2021
 
Company Name
 
â€“ 
City
 
, 
State
 
Remotely managed customer service, client scheduling, inventory and monthly profit of product sales.
Personal Assistant to Lead Stylist
 
, 
10/2018
 
to 
03/2020
 
Company Name
 
â€“ 
City
 
, 
State
 
Personal Assistant to a 2 million dollar book, which we grew to 3 million within a year.
Personally managed the stylists business; coordinating client appointments, carrying out pre-appointment pulls, executing special orders,
managing internal/external communications, and overseeing issue resolution.
Curated stylist's personal online boutique, Salesfloor, as well as the presentation of product within the stylists personal appointment room.
Designed etagere, jewelry display and the stylist's personally requested stock (on Memo pieces).
Processed all sales, allowing the stylist to give undivided attention to clients.
Independently led styling appointments as needed. Coordinated tailoring and personal styling during the alterations process.
Styled full bridal parties, including celebrity clients and a Vogue feature.
Styled â€œSaks Limitless Clientsâ€​ for travels to New York and Milan Fashion week, where they attended runway events. As well as
styling for galas and benefits such as the Oscar de la Renta Lake Tahoe Benefit.
Assisted and facilitated private country club MTM Armani Event.
Consistently monitored Stylist's Sales Performance, followed up with strategies to improve performance and successfully maintain a
trajectory to meet sales goals.
Organized and styled quarterly fashion events to present latest product arrivals and seasonal trends to Saks management, executives, and
stylists.
Front Desk Receptionist, Stylist Assistant 
Company Name
 
â€“ 
City
 
, 
State
 
Client and administrative responsibilities. Balancing cash drawer & end of day batch processing. Personal Assistant to salon owner.
Key Holder, Sales Representative
 
Company Name
 
â€“ 
City
 
, 
State
 
Sales Representative 
Company Name
 
â€“ 
City
 
, 
State
 
Education
Bachelor of Arts
 
: 
Fine Arts
 
, 
2017
 
School of The Museum of Fine Arts - Boston
 
High School Diploma
 
: 
2010
 
Brookline High School
 
Accomplishments
School of the Museum of Fine Arts, The Graphic Arts Annual Show (2017) Best Illustration, Honorable Mention: â€œCheck Checkâ€​,
Jumpsuit and Newsprint Page Print.
Certifications
Kripalu Center for Yoga and Health, Stockbridge, MA 
(2016) 200 Hour Yoga Teacher Certification","
Bachelor of Arts
 
: 
Fine Arts
 
, 
2017
 
School of The Museum of Fine Arts - Boston
 
High School Diploma
 
: 
2010
 
Brookline High School
 
"
13807808.pdf,"ASSOCIATE MANAGER OF DESIGN
ð​​–: michellehong.squarespace.com
Work History
Company Name
 
- 
Designer
 
City
 
, 
State
 
03/2019
 
- 
Current
â€¢ Private label cad illustrations for a manufacturer who produces for Stitchfix
â€¢ 19 piece (FW' 19) sweater collection for La Mamba Apparel (Vendor sells to Urban Outfitter and Dillards)
â€¢ 3 month term(about 120 pieces) completing light sweaters, outerwear, tops, dresses, jumpsuit, and bottom designs for Spr/Smr '20 (Cozy Co
Apparel- domestic manufacturer)
â€¢ 25 piece in house loungewear cad artist for a manufacturer who caters towards Anthropologie.
Company Name
 
- 
Associate Manager Of Design
 
City
 
, 
State
 
02/2018
 
- 
01/2019
Coordinate partnership between J.O.A and DBA (marketing agency) to help create the last collection for influencer Chriselle Lim.
Lead designer of the Chriselle Lim Collection for Spring 2019 and responsible for merchandising and presentation.
Identified plans and resources required to meet project goals and objectives by setting realistic timelines and checkpoints.
Work closely with the Creative Director to ensure top quality product and cater design towards client's demands.
Establish relations with the Director of Sales to discuss project feasibility and budget costs.Â 
Managed all aspect of project coordination; including creation of mood boards, sourcing fabrications, and actively involved in fitting sessions
with technical team.
Successfully led project scheduling and budgeting to be exclusively sold to Nordstrom, Bloomingdales, and Shopbop.
Company Name
 
- 
Import Designer
 
City
 
, 
State
 
02/2017
 
- 
01/2019
Company Name
 
- 
Associate Designer
 
City
 
, 
State
 
08/2015
 
- 
11/2017
Company Name
 
- 
Assistant Designer
 
City
 
, 
State
 
06/2014
 
- 
08/2015
Company Name
 
- 
Assistant Graphic Designer 
City
 
, 
State
 
07/2013
 
- 
06/2014
","
Computer-Aided Design (CAD)
Product development
Sales and marketing
Project management
Motivated team player
Excellent ","
FIDM/Fashion Institute Of Design & Merchandising
 
City
 
, 
State
 
2013
 
Bachelor's
 
: 
Fashion Design
"
91533580.pdf,"STORE MANAGER
","
bi, Coaching, conferences, credit, excellent customer service, customer service, direction, special events, fashion, Focus, hiring, HR, Team
Building, leadership, Loss Prevention, director, Merchandising, Win, 2000, payroll, performance appraisals, processes, recruiting, sales, Trainer","
Bachelors Degree
 
: 
Business Management and Accounting
 
UVT 
College of Economics
 
ï¼​ 
City
 
, 
Romania
 
Business Management and Accounting
Yearly Coaching, Communication, Team Building and Visual Merchandising Seminar Winner of 1st place ""Take 5""award (most credit cards
opened in a year) 2000 trough 2010
Affiliations
Winner of 2005 trough 2008 
Best ADS (average dollar sale) highest % increase over LY Winner of 'Best UPT (unit per transaction) award 2005trough 2008 Winner of multiple Guest Service Awards
"
17659053.pdf,"CUSTOMER SERVICE SPECIALIST
","
Second Language - ASL
Data collection
Data entry
Grammar
Proofreading
Multi-Task Management
Reading Comprehension
10-Key
Grasp new concepts
Experience
08/2014
 
to 
Current
Customer Service Specialist 
Company Name
 
ï¼​ 
City
 
, 
State
Provide accurate and appropriate information in response to customer inquiries.
Address customer service inquiries in a timely and accurate fashion. 
Demonstrated mastery of customer service call script within specified
time frames.
Build customer loyalty by placing follow-up calls for customers who reported product issues.
Verify that information in the computer system was up-to-date and accurate.
Update Insurance policies on homeowners account
Issue premium payments
Request research and follow up to remove or update required insurance coverage and paymentsProvide explanation of letters sent to customer regarding hazard, flood, windstorm, and condo master policies
My current position requires operating fourteen computer applications , completing research within data base, updating insurance coverage,
issuing payments, and answering customer's concerns in a proficient manner.
06/2005
 
to 
Current
Co Owner
 
Company Name
 
ï¼​ 
City
 
, 
State
Inspect ","
2015
Associate of Arts
 
: 
Sociology Sociology, Psychology and Communications
 
Sinclair Community College
 
ï¼​ 
City
 
, 
State
 
GPA: 
Dean's List
Academic Achievement Award 
The National Society of Leadership and Success
 
Sociology Sociology, Psychology and Communications Dean's
List Academic Achievement Award 
The National Society of Leadership and Success"
91026230.pdf,"CO-FOUNDER / SALES & MARKETING COORDINATOR
","
Ads, Apple, budgeting, budgets, business development, cash flow, contracts, CPR, customer service, special events, financial, First Aid,
forecasting, Google Analytics, hiring, Instructor, inventory, inventory control, Managing, marketing plan, marketing plans, marketing strategies,
marketing, Market, marketing and sales, Access, Excel, Microsoft Office, Office, PowerPoint, Word, payroll, policies, profit, Purchasing,
recruiting, Research, risk management, safety, sales, scheduling, statistics, supervising, teaching, underwriting
Additional Information
One year of collegiate football "," on financial issues impacting budgets Market brand
regularly at athletic/fitness events to generate brand awareness and gain market share.
01/2014
 
to 
06/2015
Graduate Assistant
 
Company Name
 
ï¼​ 
City
 
, 
State
Assist in promoting, supervising and evaluating the RecSports facilities and related operations * 
Take place in recruiting, hiring, training,
supervising and evaluating student employees Responsible for managing and scheduling a staff of over 100 employees Aid in maintaining
accurate fiscal and student payroll records Support in participation statistics, accident reports and assessment research Create and
implement marketing plan for various facilities on campus Support in inventory control and maintenance of equipment for all RecSports
facilities Purchasing and inventory of checkout equipment and staff uniform Enforce facility policies and procedures consistently to all
participants Ensure adherence to departmental safety/risk management procedures Updating facility policies and procedures and review of
National Standards on a yearly basis Planning, coordinating and supervising programs and special events in RecSports facilities.
08/2013
 
to 
01/2015
Development Assistant Tennessee Fund
 
Company Name
 
ï¼​ 
City
 
, 
State
Develop relationship between donors and athletic department "
29640922.pdf,"COLOUR ANALYST
","
Adobe Illustrator, Photoshop, basic, Calibration, Color, consulting, Data entry, direction, Fashion, GIS, graphic, inventory, Leadership, Logos,
Lotus Notes, Managing, Merchandising, Excel, Microsoft Office, Office, Outlook, PowerPoint, Word, mill, Navy, Organizing, PLM, processes,
Project Management, quality, Quality Assurance, research, technical assistance, Technician, threads, Time Management, trend, UV, vision","
May 2001
Certificate as Fashion Co-ordination & Stylist 
2002 -2004 
Richard Robinson Academy of Fashion Design
 
: 
Fashion
 
Ryerson University
 
ï¼​ 
City
 
,
State
 
, 
Canada
May 2000
Diploma
 
: 
Fashion Designer
 
Richard Robinson-Academy of Fashion Design
 
ï¼​ 
City
 
, 
State
 
, 
Canada
Fashion Designer
Certifications
Project Management Courses -ECornell 
(affliated with Cornell University) -Jan.2011
Time Management Course- ECornell 
(affliated with Cornell University)
"
25543217.pdf,"ENROLLED AGENT / TAX ACCOUNTANT / OFFICE MANAGER
","
Accountant Management, Client Relations, Computer Proficiency, Organizational Skills
Additional Information
Honor 2nd Place Winner of the DECCA State Marketing Conference Award (1997)
Active Volunteer in the local community","
High School Diploma
 
: 
Business and Marketing
 
, 
1997
 
Ocean Lakes High School
 
ï¼​ 
City
 
, 
State
 
Attended "
71767359.pdf,"APPAREL DEVELOPER SPECIALIZED
","
Organized
 
Detailed
 
Problem Solver
 
Creative
 
Proficient in Adobe CS5
Flex PLM
Excel
Collaborative
 
Innovative
 
Driven
 
Efficient
 
Powerpoint
MS Office
Work History
Apparel Developer Specialized
 
Jan 2014
 
- 
Current
 
Company Name
 
City
 
, 
State
 
Establish new fast track business model for JR fashion business across all product categories in the juniors market.
Work with cross functional leadership to establish new source needs.
Set up and onboard new suppliers as needed with Nordstrom product requirements.
Create tools to gain speed in development process while also maintaining critical product testing and Nordstrom requirements.
Lead weekly status meetings with upper management to overview process, tracking, potential concerns to ensure speed project was
successful Step in to support technical woven development projects covering outerwear, denim, soft dressing.
Guided team on new approaches of ","
Bachelor of Arts
 
: 
Sociology
 
1996
 
University of Oregon
 
City
 
"
15479281.pdf,"PR & EVENT MANAGER
","
Adobe, Advertising, benchmarking, competitive research, forecasting, Google Analytics, Marketing research, marketing communications,
Photography, press releases, Product marketing, sales, Social Media platforms","al events.
Review marketing analytics weekly to make informed decisions going forward surrounding social campaigns, influencers, messaging, etc.
Media Specialist
 
Mar 2017
 
to 
Oct 2017
 
Company Name
 
ï¼​ 
City
 
, 
State
Develop weekly social & influencer programming across accounts.
Manage local and international account managers to produce all imagery, tags and captions, and make edits as needed for each account and
planned post.
Identify tastemakers in the social communities as they relate to the brand and build partnerships with brand advocates, influencers, and other
creatives.
Ensure Paid Social campaigns are set-up and properly QA'd.
Curate and grow social images on website, ensuring that page is updated daily with shoppable user generated content.
Ensure that all PR/social content and copy is brand appropriate, accurate and appropriately labeled.
Engage with community and influencers on social channels via liking, commenting, and regramming imagery.
Report on performance and growth on weekly and monthly basis.
Support aligning domestic agencies to create and execute an year-long strategy, including events, to increase brand awareness.
"
83566455.pdf,"SOURCING & MERCHANDISING ANALYST
","
MS Office, MRP/ERP Systems, PO Systems, Data Warehouses","
May 2011
Masters
 
: 
Business Administration
 
SALVE REGINA UNIVERSITY
 
ï¼​ 
City
 
, 
State
 
May 1996
BS
 
: 
Textiles, Fashion Merchandising, and Design Business Administration
 
UNIVERSITY OF RHODE ISLAND
 
ï¼​ 
City
 
, 
State
Minor in Business Administration
MBA
"
26829561.pdf,"INVENTORY ANALYST\MATERIALS PLANNER
","
Skills
Experience
Total Years
Last Used
Crystal ReportsMS Office
Project Management / MS Project
Quickbooks - Contractor Edition
CRM - Goldmine","
1993
Pontificia Universidad Catolica Madre y Maestra 
City
 
, 
Dominican Rep.
 
Industrial Engineer
Certifications
APICS 
Courses: Attended "
71499299.pdf,"VICE PRESIDENT/OWNER
","
Calyx Point LOS
Also trained on Encompass LOS Software
Efficient in Microsoft word, PowerPoint and Publisher
Client Bookkeeping Software"," every year.
Legal Secretary
 
February 2002
 
to 
September 2002
 
Company Name
 
- 
City
 
, 
State
Mailed and arranged for delivery of legal correspondence to clients, witnesses and court officials.
Organized and maintained law libraries, documents and case files.
Photocopied all correspondence, documents and other printed materials.
Received and disbursed all incoming mail.
Composed and revised legal documents, including letters, depositions and court documents.
Legal Secretary
 
August 1998
 
to 
June 1999
 
Company Name
 
- 
City
 
, 
State
Mailed and arranged for delivery of legal correspondence to clients, witnesses and court officials.
Processed and distributed invoices to bill clients.
Maintained the schedule for client appointments and court appearances.
Composed and revised legal documents, including letters, depositions and court documents.
Maintained office supplies by checking stocks and placing orders.
Coordinated and scheduled meetings and telephone conferences.
Photocopied all correspondence, documents and other printed materials.
Organized and maintained law libraries, documents and case files.
HUMAN RESOURCES/OFFICE MANAGER
 
May 1997
 
to 
August 1998
 
Company Name
 
- 
City
 
, 
State
Managed all aspects of 
production payroll for all 100 employees.
All Clerical Duties, such as but not limited to filing, typing, answering all phone lines, handling employee disputes, shipping, receiving and
accounts payable.Managed and filed any unemployment claims for all employees.
Education
Certificate
 
: 
Mortgage Loan Originator
 
Capstone Institute, 2008
 
- 
City
 
, 
State
 
, 
USA
I have had training for several years in the Mortgage industry. 
I have attended several "
13418452.pdf,"IT COMPLIANCE AUDITOR
","
Adobe Acrobat, AIX, ArcServe, AS/400, AS400, business process, Business Process Improvement, change management, Compaq, CA,
hardware, contracts, Client, delivery, DHCP, diagnosis, DNS, documentation, e-commerce, Email, firewall, fixed assets, functional, funds, Ghost,
HP, IBM, image, Information Security, Information Systems, Information Technology, Internet connectivity, Internet Explorer, inventory, ITIL,
KIX, leadership, Magic, managing, McAfee, Access, MCP, Office 97, Outlook 97, Windows, Windows 2000, 2000, 98, migration, modem,
net"," and Training
Certificate of Completion -MSCE Prep Course
 
2003
 
New Wave Technology
Associate Degree
 
: 
Net"
31362807.pdf,"SUPERVISOR
","
Assistant Manager, CPR, Credit, Editing Sku's. Financial, P&L. First Aid, Inforem, Inventory Control, Lotus Notes, Mainframe, Managerial,
Market, Merchandising, Organization. EXCEL, WORD, Payroll, Personnel, Sales, Supervisor, Supervision. Teaching,Training and Coaching.
Customer Service.","
Philo High School
 
1979
 
High School Diploma
 
City
 
, 
State
 
, 
United States
Muskingum Vocational School
 
1980
 
Nurses Aide Certification
 
City
 
, 
State
 
, 
United States
"
11232471.pdf,"SOFTLINES MANAGER
","
Master at executing and enhancing Game-plans
Proficient in opening and closing store procedures, including cash office execution.","
High School Diploma
 
: 
General Studies
 
, 
2000
 
Mount Everett Regional High School
 
ï¼​ 
City
 
, 
State
 
, 
USA
"
43852883.pdf,CFO ASSISTANT/,"
Computerized Accounting, Accounts Receivables, administrative functions, Administrative support, Adobe Acrobat, Adobe Illustrator,
Photoshop, ADP, ADP Payroll, A/P, AS400, benefits, Billing, bonds, Bookkeeper, C, Cash Receipts, conversion, Credit, Crystal Reports,
clients, client relations, Customer Service, data entry, database, documentation, Fluent in English, fax, financial reports, forms, Funds, Human
Resources, HR, insurance, inventory, Invoicing, MAS90, Access, Excel, Excel II, mail, MS Outlook, Outlook, PowerPoint, Word, Payables,
payroll, PC troubleshooting, Problem Solving, proposals, QuickBooks Pro, Receptionist, recruiting, Sage, Sales, Sales reports, sales support,
Scanners, Spanish, phones, phone, year-end
Additional Information
NJ Notary Public of Passaic County since 2007 
*Member Volunteer of Girls Scout of Northern NJ since 2009","
Associate
 
: 
Applied Science
 
Applied Science
A.A.S
 
: 
Accounting
 
Berkeley College
 
ï¼​ 
City
 
, 
State
 
Accounting
Certification in Computerized Accounting Dover Business College, Paramus NJ 
Certification in Human Resources ADP Training
 
City
 
, 
State
Certification in Excel II, Essex County College, Newark NJ 
Certification in Customer Service and Problem Solving
 
Essex County College
 
ï¼​ 
City
, 
State
Certification in Computerized Executive Secretary IDAT Institute, Lima, Peru
"
28998957.pdf,"BUSINESS SOLUTION PROJECT MANAGER
","
PLM (PTC and Enovia); SQL; Crystal Reports; Google Analytics; JIRA; HPQC; QlikView; Cognos; Advanced Microsoft Access; Advanced
Excel; SAS; Power Point; SharePoint; Visio; MicroStrategy; ASPEN; Microsoft Project; JCL; Jobtrac; TSO; CA7; Tivoli; Maestro; Telnet;
FTP; Group1; Unix; Exceed; Citrix/Metaframe; Altiris
Experience
Business Solution Project Manager
 
01/2011
 
to 
01/2017
 
Company Name
 
City
 
, 
State
Technical and process expert on all web-based marketing systems resolved complex business issues, ad-hoc reporting, and analysis for all
departments, such as design, operations, product managers, sourcing, warehouse and international markets consisting of over 700
employees.
Pivotal in the product creation lifecycle to ensure product was retailed to markets on time.
Implemented competitive advantages through quick and easy to use tools and training guides for product creation, e-commerce site
management, product lifecycle management (PTC Flex PLM), digital merchandising, asset management and range segmentation application.
Worked with off shore team to implement these changes.
Trained and supported digital merchandising tool to analyze completive purchases.
Distinguished user requests from the underlying true needs and provided options and recommendations on how best implement solutions to
drive results.
Used Google Analytics and other homegrown applications to analyze user behavior.
Collaborated with the Regional Store Replenishment Managers to reduce ordering lead times to achieve the target goals by providing store
specific ordering data.
Responsible for analyzing business issues that span across the entire supply chain.
Drive impactful decisions through modeling, optimization, varying complexities, benchmarking and vendor score cards.
Improved operational effectiveness and efficiency by driving Speed-To-Market components into the seasonal marketing process frame"," and Training
Bachelor of Science
 
: 
Information Systems
 
Northeastern University
 
City
 
, 
State
 
Information Systems
SAS Business Intelligence Client Tools, SAS Training Center New York, NY Administering Microsoft Windows NT 4.0, New Horizons Training
Center Braintree, MA Fundamentals of Solaris 2, Sun Microsystems
 
Massasoit Community College
 
City
 
, 
State
Introduction to Software Design & Development
 
Massasoit Community College Boston University Center for Information Technology
 
City
 
, 
State
Concepts & Facilities of Emerging Technologies
"
20504094.pdf,DOCUMENT CONTROLLER (CONTRACT ,"
accounting, accounts payables, Accounts Payable, Schedule appointments, Bookkeeping, maintain calendar, cash receipts, charts, clerical,
competitive, net","
1997
 
Kelly Services
 
ï¼​ 
City
 
, 
State
 
Microsoft Office Suite courseware training
Completed some college courses
 
: 
2007
 
Hopkinsville Community College
 
ï¼​ 
City
 
, 
State
"
10738095.pdf,"INDEPENDENT BEAUTY ADVISOR
","
10-Key, Account Management, Active Learning, Calendaring, Client Relations, Computer Proficiency, Creative Problem Solving, Critical
Thinking, Customer Needs Assessment, Customer Service, Data Collection, Data Entry, Documentation, Email, Filing, Grammar, Scheduling,
Service Orientation, Speaking, Spreadsheets, Telephone Skills, Type 35 WPM, Typing, Writing, Letters and Memos, Lotus Notes, Microsoft
Excel, Microsoft Office Suite, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Multi-Task Management, Organizational Skills.
Awards
Who's Who Among American High School Students 2000Â Who's Who Among American High School Students 2000Â 
Outstanding student award: Dean's List Lonestar College Montgomery Campus Fall 2011
 
Certifications
Casualty and Property P&C Insurance License received 2011","al Background
Lone Star College Montgomery
 
ï¼​ 
City
 
, 
State
 
, 
USA
 
Associate of Arts
 
Business Administration
 
Course"
10876132.pdf,"SPECIAL INVESTIGATIVE UNIT I
",,"
Continuing Education
 
: 
2012
 
Kaplan
Continuing education through Infinity Insurance.
Bachelor's degree
 
: 
Fine Arts
 
, 
2005
 
Pennsylvania Academy of Fine Arts
 
ï¼​ 
City
 
, 
State
Fine Arts
2001
 
Hussian School of Art
 
ï¼​ 
City
 
, 
State
Four year commercial art school, transferred after two years to PAFA
High School Diploma
 
: 
1999
 
Woodstown-Pilesgrove High School
 
ï¼​ 
City
 
, 
State
Additional Achievements
Founder and Owner of Warrior Class LLC
Certified Instructor in Israeli Krav Maga"
