FileNumber,Role,Skills,Education
10969918.pdf,"CONCIERGE
","
Patient-focused care, 
Excellent interpersonal skills, 
Compassionate and trustworthy caregiver, 
Detail-oriented, 
Medical terminology"," and Training
High School Diploma
 
:
 
General
 
1988
 
Belton High School
 
, 
City
 
, 
State
"
24708621.pdf,"PROCUREMENT ANALYST
","
business intelligence, commodities, client, clients, financial, Insurance, leadership, logistics, market, Works, monitors, negotiations, enterprise,
processes, Procurement, proposal, purchasing, relationship management, Repairs, strategy, strategy development, strategic, strategic plans, training
programs
Additional Information
CERTIFICATIONS National Academy of Sports Medicine (NASM) Certified Personal Trainer May 2009 - May 2011 Life Insurance
License 
August 2009 - August 2011","
California University of Pennsylvania
 
1 2010
 
CCAC
 
City
Ringgold Senior High School
 
5 2009
 
Bachelor of Science
 
: 
Marketing
 
Marketing
"
24767027.pdf,ACCOUNT ,,"
Masters of Science (MS)
 
, 
Business Administration & Criminal Justice
 
1 2005
 
Lindenwood University
 
ï¼​ 
City
 
, 
State
Business & Criminal Justice Adminstration
Bachelors of Science (BS)
 
, 
Criminal Justice
 
1 2002
 
Criminal Justice "
13037145.pdf,"SOCIAL MEDIA AGENT
","
Highlights
Microsoft Office Suite *Avaya Phone System *Very accurate and rapid keyboarder *Sprout Social Media Management
Experience
10/2015
 
to 
Current
Social Media Agent
 
Company Name
 
ï¼​ 
City
 
, 
State
Trained and ","
2015
Richland College
2014
Winfreee Academy Charter School
2011
Berkner High School
Languages
Bilingual: Spoken and written form English and Spanish
"
11332602.pdf,"GENERAL MANAGER
","
Acquisitions, Advertising, budgeting, 
Business Operations, Customer Service, data analysis, Decision making, delivery, financial, General
Manager, 
Director, employee Management, marketing, Microsoft Excel, Office, power point, payroll, problem solving, Safety, Sales, seminars,
strategic marketing, Strategic Planning.","
Johnson C. Smith University
 
1996
 
Bachelor Of Science
 
: 
Business Administration
 
City
 
, 
State
Business Administration concentration in Marketing, and Sales Management.
"
27084878.pdf,"OFFICE MANAGER
","
AS400/Kronos/Anosos/Cerner. 
As well with proprietary software for data entry and retrieval; update and maintain customer data; skilled with
Microsoft Office and QuickBooks Pro
Accomplishments
Reduced office expenses by finding smarter solutions for vendors, suppliers and services.
Professional Experience
01/2013
 
to 
Current
Office Manager
 
Company Name
 
ï¼​ 
City
 
, 
State
Assisted with designing information and operational support systems.
Worked quickly and efficiently, with minimal oversight, to accomplish assigned duties.
Accurately processed data, validation and transmission for weekly, semi-monthly and sales payrolls.
Monitored daily banking transactions.
Maintained annual and monthly budgets.
Compiled financial, accounting and auditing reports and tables for cash receipts, expenditures, accounts payable, receivables and profits and
losses.
Reviewed, investigated and corrected errors and inconsistencies in financial entries, documents and reports.
Obtained information by contacting appropriate personnel or patients.
Scanned incoming documentation.
Consolidated diverse medical records.
Followed-up with insurance companies and individuals to resolve discrepancies.
Maintained complete confidentiality in accordance with organization and legal requirements. 
Kept department clean, organized and "," projects to foster widespread understanding of the prevention and treatment of illnesses.
Observed strict confidentiality and safeguarded all patient-related information.
Planned, organized, supervised and provided assignments for nursing, technical, office and biomedical staff. Managed an average of 
[number]
employees each shift.
Reviewed and approved time cards for processing by payroll department. 
Routinely evaluated the overall resident care within the facility and
diligently enforced high standards.
Incorporated evidence-based care into practice environment to ensure high quality care for patients and their families.
Fostered interdisciplinary relationships by negotiation and consensus building to attain goals for all disciplines.
Monitored infection control procedures to ensure facility-wide health and safety.
Effectively served as an advisory resource by providing patient/family "
19938081.pdf,"CUSTOMER CARE REPRESENTATIVE
","
Account reconciliation
Exceptional organization
Billing and collections expert
Invoice and payment transactions
Work History
Customer Care Representative
 
, 
06/2013
 
to 
08/2014
 
Company Name
 
â€“ 
City
 
, 
State
 
Managed customer calls effectively and efficiently in a complex, fast-paced and challenging call center environment Addressed and resolved
customer product complaints empathetically and ","
Associate of Applied Business Administration
 
: 
Human Resources, Management Studies, Payroll Records, Accounting, and Business Law
 
, 
6
2007
 
Trumbull Business College
 
- 
City
 
, 
State
 
Human Resources, Management Studies, Payroll Records, Accounting, and Business Law
"
24444525.pdf,"FITNESS SPECIALIST
","
Computer literate: (Â Excel, Power Point, Word, Mind Body)Â 
Conferences: consulting, Designing, health promotion.
Educator and Bilingual","al background in Physical Education,Â Sport TrainingÂ and exercise Swimming. 
"
30757456.pdf,"DIRECTOR/PRESIDENT - MINTURN FITNESS CENTER
","
High-Level Strategic Alliance skills including but not limited to: Net",", presentations and hands-on
coaching of all Elite, High-School and General Population athlete membership on and off-site.
Skill Highlights
NSCA CSCS*D (09-14)
NSCA RSCC*D (16-Present)
EXOS XPSÂ 
NSCA Colorado State Program Director (11-12)
EXOS (Formerly Athlete's Performance) Level IV Mentor
(05-2010)
Director of Human Performance SSCV (10-Present)
FMS Level 1 Certified (09-Present)
TRX Level 1 Certified (09-Present)
Power Plate Academy Certified (09-Present)
Internationally Recognized Speaker for the NSCA and Keiser Corp
(08-Present)
Director of Coaches Education for SSCV (10-Present)
Director of Facilities and Operations Minturn Fitness Center (14-
Present)
Noted "
97123005.pdf,"GROUP FITNESS INSTRUCTOR
","
Account Management, E
 nthusiastic people person, 
Advanced problem-solving, 
Great organizational skills
 , Active Learning, Calendaring, Client
Relations, Computer Proficiency, Coordination, Critical Thinking, Customer Needs Assessment, Customer Service, Data Collection, Data Entry,
Documentation, Email, Executive Management Support, Filing, Grammar, Internet Research, Research, Scheduling, Service Orientation,
Speaking, Spreadsheets, Telephone Skills, Time Management, , Type 48 WPM, Typing, Writing, Letters and Memos, Microsoft Excel, Microsoft
Office Suite, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Minute Taking, Multi-Task Management, Organizational Skills,
Prioritization, Proofreading, Reading Comprehension
Â ","
Bachelor
 
: 
Arts Human Resource Management
 
, 
2013
 
Saint Leo University
 
ï¼​ 
City
 
, 
State
"
38650096.pdf,"FITNESS INSTRUCTOR
","
Appointment Setter, Multi-tasker, Adaptable, Microsoft Word, Microsoft Excel, Outlook, OneDrive, Excellent Phone Skills, Able to ","
Associate of Arts
 
:
 
Management
 
2005
 
Mesa Community College
 
, 
City
 
, 
State
 
, 
USA
Bachelor of Science
 
:
 
Nutrition
 
2010
 
Kaplan University
 
, 
City
 
, 
State
 
, 
USA
Certifications
Pure Barre Certified Instructor*AFAA Certified Group Fitness Instructor* CPR/AED Certified
"
16038911.pdf,"INTERN
","
benefits, billing, contracts, CPR certified, credit, clients, FIRST AID, Inventory, Exchange, packaging, paint, Programming, progress, quality,
Record keeping, recording, Research, safety, sales, seminars, shipping, tables, telephone, training programs, type, written, Composition",".
Highlights
CPR and First Aid certified
Lifeguard training
Fitness equipment operation
Body Mass Index (BMI) knowledge
Fitness assessments
Customer-oriented
Understanding of body fat tables and BMI
Excellent sales "
16474898.pdf,"YOGA INSTRUCTOR
","
Program development and implementation
Experienced in research, as it relates to evidence based healthcare practice
Excellent written and verbal communication skills
Proficient in MS Word, Excel, Power Point, and Outlook
Problem solving and analytical skills",". Desires a role to develop, implement, and facilitate health and
wellness programs in a "
24251588.pdf,"CERTIFIED FITNESS TRAINER
","
budget, coaching, counseling, Creativity, credit, customer service, decision making, staff training, facility maintenance, instruction, marketing plan,
Physical Therapy, policies, promotional materials, Recruitment, sales, technical support, phone","
Bachelor of Science Degree
 
: 
Recreation Management Marketing
 
Appalachian State University
 
- 
City
 
, 
State
 
Recreation Management Marketing
"
29792535.pdf,"FITNESS COORDINATOR
"," & Competencies
Proficient with 
Microsoft Office
 
including W
 ord, Excel, Power Point
 , & 
Outlook
Skilled with Adobe CS3 & CS5 software including 
Illustrator
 
& 
Photoshop
Campus Management System for design and upkeep of website
Trained in 
CSI Asset Management System
 
as well 
Fusion
 
for equipment check-out, scheduling services, & analyzing reports
Professional Certifications
ACSM Certified Health Fitness Specialist
AFAA Certified Personal Fitness Trainer
USA Weightlifting Level 1 Sports & Conditioning Coach
Medic First Aid CPR and Automated External Defibrillator, First Aid, Blood Borne Pathogens",", administrative, & fitness "
38108845.pdf,"GENERAL MANAGER
","
Outstanding Leadership
Problem Solving
Motivation
Dependable
Interpersonal Skills
Communication","al programs for department. Holds team meetings on a regular schedule.
Assess all employees' progress continually; coach employees with positive reinforcement, and disciplines, when necessary, fairly and
consistently; participate in annual performance evaluations, and, when necessary, assists in the termination process.
Direct and oversee all facility operations to ensure achievement of sales and retention goals, business objectives and facility profitability.
Attend all management functions and meetings associated with client.
Develop annual strategic plan highlighting targeted operational, marketing, programming, customer service and financial objectives.
Recommend and develop marketing strategies to include planning/coordinating promotions, facility activities and effective advertising.
Develop and implement systematic membership programs that target new members, general memberships, and infrequent users.
Regional General Manager and National Sales Manager
 
Jan 2017
 
to 
Apr 2017
 
Company Name
 
ï¼​ 
City
 
, 
State
Direct and coordinate the daily operations over two clubs. Â Primarily responsible for driving sales, service,and operational and financial
performance of the clubs. Â 
Serve as the leader in driving sales culture, processes, and performance throughout the company.
Train and develop a sales team to consistently achieve and exceed budgeted membership sales goals.
Drive financial results through strategic planning, optimizing associate performance, managing expenses, increasing revenue, streamlining
processes, and establishing standards to increase operational excellence and improved member satisfaction.
Review and analyze "
14515954.pdf,"SENIOR EXERCISE SPECIALIST & SPORTS AND RECREATION COORDINATOR
","
agile, balance, Budgeting, Business strategy, CAD, interpersonal, communication skills, consultation, contracts, clientele, client, clients, databases,
database, driving, special events, filing, financial, drawing, instruction, layout, team building, leadership, legal, marketing, materials, meetings,
access, money, Microsoft Office, MS Office, net","
M.S
 
: 
Project Management
 
University of Wisconsin
 
City
 
, 
State
 
Project Management
B.S
 
: 
Kinesiology
 
California State University
 
Kinesiology
"
17658471.pdf,"AVID TUTOR
","
Computer skills, including Microsoft Office
Strong verbal 
skills
Strong writing skills
Ability to ","
Bachelor of Arts
 
, 
Human Services and Counseling
 
2008
 
Lindsey Wilson College
 
ï¼​ 
City
 
, 
State
 
, 
USA
Human Services and Counseling
"
35302620.pdf,"BRANCH MANAGER
"," Used
Lead with ethics, integrity and embrace diversity and inclusion.
Possessed in-depth knowledge about products and systems, model behavior, coach the team to success, and use initiative and good judgment to
manage the store's budget and lead the store to achieve projected results.
Success including hiring, coaching, training, and developing all store team members to achieve consistently high performance objectives.
Follow all polices as determined by the board of directors.
Prepare documentation and reports on routine customer correspondence for future reference purpose.
Manager
 
, 
01/2014
 
to 
01/2015
 
Company Name
 
ï¼​ 
City
 
, 
State
Increased traffic and customer retention by 10%.
Developed great ","
Bachelor of Science
 
:
 
Criminal Justice, Anthropology
 
,
 
2014
 
The State University of New Jersey
 
ï¼​ 
City
 
, 
State
 
, 
United States
GPA: 3.60/4.00
Affiliations
Cumme Laude
Achievements Alpha Phi Sigma
Rutgers School of Criminal Justice Dean's List
Languages
Bilingual "
20279756.pdf,"ADVOCARE DISTRIBUTOR
","
Organizational Skills
Communication Skills
Business Development
Problem Resolution
Project Management
Sales
Customer Relations
Departmental Operations Management
Staff Development
Team Building
Team Leadership
Team Player
Training and Development
Administrative Skills
Multi-Tasked
Computer Proficient","
Bachelor of Science
 
: 
Criminal Justice
 
, 
1999
 
South Carolina State University
 
ï¼​ 
City
 
, 
State
Course"
57575888.pdf,"PROGRAM MANAGER
","
Adobe Acrobat, Benefits, Blueprint, budget planning, business case, C, Coach, coaching, Council, Client, clients, data analysis, Data Collection,
disease management, Electronic health records, Health Education, Health Promotion, health promotion programs, Human Resources, Image,
leadership, marketing, marketing and communication, meetings, mental health, mentor, Office Suite, Microsoft Outlook, organizational, payroll,
PeopleSoft, Personnel, Physiologist, presentations, program design, program evaluation, program 
implementation, Programming, project
coordination, proposal, Reporting, sales, scheduling, seminars, Social Media Platforms, strategy, Strategic, Supervisor, surveys, unique",", Board of
Directors Continuing Education Chair (2015 Â​ Current) Public H ealth in the Rockies Conference Planning Committee (2015 Â​ Current)
Sponsorships and Exhibitors Sub-Committee Continuing Education and Evaluation Sub-Committee.
"
24219583.pdf,"REGISTERED NURSE, SUPERVISOR
","
CNA, client, clients, client interaction, Internet Explorer, Mechanical, medication administration, Microsoft Excel, Microsoft Office, Microsoft
PowerPoint, Microsoft Word, policies, radiology, research, teaching, Therapy, Ventilation, wound care"," and Training
December 23, 2011
Bachelor of Science
 
: 
Nursing
 
University of Maryland, Baltimore School of Nursing
 
- 
City
 
, 
State
 
Nursing
December 23, 2009
Associate of Science
 
: 
Nursing Transfer Studies
 
Anne Arundel Community College
 
- 
City
 
, 
State
 
Nursing Transfer Studies
August 2003
High School Diploma
 
Broadneck High School
 
- 
City
 
, 
State
June 9, 2007
"
13675377.pdf,"MEDICAL SCRIBE
",": Proficient in data base management Entry level
laboratory skills Blood draws and centrifuge use Electronic Health Records Professional Development: EMT-B License, IV& EKG- Front Range
Community College, Personal Trainer Certification- American College of Sports Medicine
Skills
budget, client, clients, customer service, data base, direction, documentation, Functional, imaging, instruction, laser, max, office, policies,
programming, sales, Trainer, employee training, composition"," and Training
University of Colorado
 
B.A
 
: 
Integrative Physiology
 
City
Integrative Physiology Continuing Education - Metropolitan State University of Denver "
55746506.pdf,"FITNESS TRAINER
","
Academic, Coach, Coaching, contracts, customer service, database, delivery, financing, insurance, letters, meetings, NAC, net","
B.A
 
: 
Sport and Recreation Management
 
, 
May 2014
 
New England College
 
ï¼​ 
City
 
, 
State
 
GPA: 
Graduated Magna Cum Laude.
Sport and Recreation Management Graduated 
Magna Cum Laude
 .
A.A
 
: 
Liberal Arts
 
, 
May 2005
 
SUSSEX COUNTY COMMUNITY COLLEGE
 
ï¼​ 
City
 
, 
State
 
Liberal Arts
"
90365216.pdf,"SENIOR MEDICAL RECRUITER
","
Anatomy, benefits, communication skills, counseling, client, clients, customer satisfaction, customer service, Dependable, direction, email, Staff
training, expense reports, faxes, hiring, HR, Management Consultant, meetings, Microsoft Excel, Excel, mail, Microsoft Office, MS Office, office,
Power Point, Microsoft Word, organization skills, Physiology, policies, problem-solving, rapport, recruiting, recruitment, research, Sales,
scheduling, spreadsheets, staffing, team player, telephone, phone, training programs
Additional Information
Volunteer Experiences Big Brothers/Big Sisters (Dallas, Texas) 2002-2004 Race For The Cure (Dallas, Texas) 2008-Present Habitat For
Humanity (Dallas/McKinney, Texas) 2009-Present Park Tavern Toys For Tots (Dallas, Texas) 
2012 SMU Alumni-Action for Autism
(Dallas, Texas) 2012 Meals On Wheels (Dallas, Texas) 2012 Dallas Darlins (WAFL) Arena Football League (Dallas, Texas) 2013
Interests Golf Rock Climbing Yoga Hiking Paddle Boarding Crossfit Group/Team Motivating Giving Back/Helping the community Cycling
03/1999 01/1998 
TX 2004 US 2013 US","
Associate of Science
 
: 
Nursing
 
Collin County Community College
 
Nursing
Course"
