FileNumber,Role,Skills,Education
12082377.pdf,"SALES REPRESENTATIVE
","
Business development
Organized
Fast learner
Highly dependable
Natural leader
Enthusiastic yet ","
High School Diploma
 
: 
James Pace High School
 
-
Continuing education Interior Decorator
"
71772815.pdf,"SALES
"," Organized Summary Of
Qualifications Dedicated and self-motivated individual offering a great background in office environment, with hands-on ","
High School Diploma
 
2014
 
Gateway High School
 
ï¼​ 
City
 
, 
State
Languages
Fluent in Spanish 
Report writing"
70528646.pdf,"SALES REPRESENTATIVE
","
benefits, billing, competitive, contracts, CPR, Client, delivery, Dependable, documentation, Drivers, Equipment Operator, expense reports, First
Aid, First-Aid, forklift, forklifts, Forklift Operator, forms, inspection, communicator, payroll, peak, personnel, policies, Procedure development,
Quality Management, Relationship building, repairs, safety, selling, self-starter, strategic, Supervisor","
1981
Castleberry
 
City
 
, 
State
 
, 
USA
 
GED
 
: 
General
General
Castleberry - River Oak, Texas, USA 
I also have Commercial Driver Training. Heavy Equipment Operator Certificate. Forklift Operator
Certificate. Operations and Quality Management course"
90682785.pdf,"SALES ASSOCIATE
","
Great Communication Skills, credit, customer service, Customer Service, English, Inventory, Negotiation, Pallet Jack, pick, Presentation Skills,
rapport, Sales, Spanish, Phones
Additional Information
Willing to relocate: Anywhere Authorized to "," and Training
Arvin High School Bakersfield College
"
92200491.pdf,"SALES REPRESENTATIVE
",".
Highlights
Reliable and punctual
Reliable team ","
High School Diploma
 
Jun 2014
 
Saint James High School
 
ï¼​ 
City
 
, 
State
 
, 
United States
Maintained B honor roll.
3.0 GPA
Involved with Music & Music Projects through and out of school.
Member of Latina's Club
Languages
Bilingual, speaks fluent Spanish
"
19147947.pdf,"SALES
","
Dependable
Learns new job assignments quickly
8+ years of warehouse, shipping, receiving, manufacturing, distribution, and 2+ years of sales ","
High School Diploma
 
: 
General
 
, 
2004
 
Ardmore High School
 
- 
City
 
, 
State
 
, 
USA
 
GPA: 
GPA: 3
 
General Member of football and basketball
teams GPA: 3 University Center of Southern Oklahoma - Ardmore, OK, USAcompleted on semester at this university
Prairie View A&M University
 
Prairie View, TX, USAcompleted one semester at this university
University of Central Oklahoma
 
GPA: 
GPA: 5
 
Edmond, OK, USAComplete one full year at this university GPA: 5
"
34303500.pdf,"SALES DIRECTOR
","
Sales Software: Ubersmith
Desktop Publishing Software: Photoshop, Illustrator, HTML
Cold Calling
Achieving Results
Customer Satisfaction
Building Relationships
Microsoft Office
Microsoft Excel
Planning
Negotiation","
Nursing
 
2010
 
University of Mobile
 
City
 
, 
State
 
, 
USA
I attended University of Mobile program for Center for Adult Programs and "
59422148.pdf,SALES ,"
budgeting, Coaching, contract negotiations, customer satisfaction, Customer Service, direction, Employee Relations, focus, Forecasting, HR,
inventory, inventory control, Leadership, analyzing market, Marketing Strategy, market trends, marketing, Market, Mentoring, merchandising,
office, Communicator, Net","
Bachelor of Science
 
: 
Communications
 
December 1995
 
East Carolina University
 
CommunicationsServSafe Certified
 
3/19/2018
"
37735467.pdf,"SALES ASSOCIATE
","
Inventory control procedures
Cash handling accuracy
Dispute mediation
Relationship selling
Merchandising knowledge
Sales expertise
Cash register operation
Client account management
Excellent communication skills
Market research and analysis
Product Sales
Retail merchandising expertise
Experience
06/2018
 
- 
10/2019
 
Sales Associate
 
, 
Company Name
 
, 
City
 
, 
State
Answered incoming telephone calls to provide information about products, services, store hours, policies and promotions.
Retained product, service and company policy knowledge to serve as resource for both co"," and Training
01/2006
 
Associate of Science
 
, 
Computer Engineering Technology
 
EDUTEC
 
, 
City
02/2008
 
Automotive Mechanics
 
MechTech Collage
 
, 
City
"
37540732.pdf,"SALES
","
Sales, Sales Representative, In Sales, Corporate Sales, Operations, Sales And, Accounts And, Accounts For, And Sales, Billing, Business
Operations, Customer Service, Developing Sales, Kitchen, Lighting, Marketing, Merchandising, Million, New Accounts, Of Sale, Plumbing, Point
Of Sale, Receptionist, Retail Sales, Sales Of, Sales Purchases, Sales Reps, Sales Revenue, Sales Techniques, Training, Outside Sales, Clients,
Leads, Sales Quotas, Buying/procurement, Existing Accounts, New Account, Proposals, Purchasing, Sales Through, Telemarketing, Excel,
Marketing Management, Microsoft Windows, Of Sales, Office Xp, Powerpoint, Public Relations, Sales/marketing, Word","
Bachelor of Science
 
: 
Business Administration
 
, 
1995
 
The Citadel, The Military College of South Carolina
 
ï¼​ 
City
 
, 
State
 
, 
US
 
Bachelor of
Science: Business Administration - 1995 The Citadel, The Military College of South Carolina, Charleston, South Carolina
Presentations
Prospect new customers and call on existing client accounts; provide informative presentations on all products; show catalogs; make
recommendations; quote and negotiate prices/payment terms; submit proposals; secure purchase order agreements; and initiate additional sales
through telemarketing
"
65456466.pdf,"SALES ASSOCIATE
","
Cash handling accuracy 
Strong communication skills
Organized 
Superb sales "," and Training
Bachelor of Science
 
: 
Community Health
 
, 
1982
 
Oregon State University
 
- 
City
 
, 
State
 
Course"
10898339.pdf,"SALES ASSOCIATE
","
Dependable independent ","
High School Diploma
 
: 
2011
 
Avondale High School
 
ï¼​ 
City
 
, 
State
Liberal Arts
 
, 
2013
 
Clackamas Community College
 
ï¼​ 
City
 
, 
State
 
Liberal Arts
Liberal Arts
 
, 
2016
 
Oakland Community College
 
ï¼​ 
City
 
, 
State
Personal Information
Hard "
34131484.pdf,"SALES ASSOCIATE
","
billing, credit, customer service, Experienced in FileMaker, Managing Major Accounts, VIP Customers, Media Production, managingÂ new
construction properties, great selling skills, supervisor and exceptional customer services skills.","al products at seminars and special events.
"
19582792.pdf,"SALES TEAM
","
accounting, accounts receivable, streamline, Assisted Living, budget, Excellent communication, client, customer satisfaction, customer services,
customer service "," Managed all day to day facility operations Responsible for payroll oversight and related approvals.
Manager
 
Feb 2004
 
to 
Jan 2009
 
Company Name
 
- 
City
 
, 
State
Developed and operated four assisted living locations Obtained and maintained annual state certifications and supervised all securitytransportation and monitoring needs Managed day to day facility operations and admissions and coordinated daily services including nursing,
dining, housekeeping, activities and maintenance functions Coordinated new resident move-ins and orientation and supported the admission
process through tours and follow up calls to inquiries Project Management Monitored budget compliance and financial outcomes including
labor and operational expenses and accounts receivable resolution Responsible for payroll oversight and related approvals Oversaw
accuracy and thoroughness of all activity documentation within the assisted living facility Kept current on all changes in the industry,
particularly regulatory changes as they relate to Assisted Living and Dementia Care General Management Supervised the assisted living staff
including caregivers, medication technicians, licensed nurses and activities staff Responsible for recruiting and onboarding of staff and all
human resources duties for employees Planned, directed and facilitated marketing events for all facilities Conducted outside sales calls to
generate inquiries ACHIEVEMENTS Featured in Space Safety Magazine Integrated lifesaving technologies originally developed to purify
air for astronauts into a line of Mine Shield products Integral part of Mine Shields getting recognized as ""New Business of the Year"" Mine
Shield tested for and received certification in China under my direction.
Education
High School Diploma
 
1980
 
Nelson County High School
 
- 
City
 
, 
State
Interests
CrossFit, white water rafting, waterboarding and reading
Additional Information
PERSONAL INTERESTS
CrossFit, white water rafting, water boarding and reading
"
12820557.pdf,"SALES ASSOCIATE
"," Used Participated in various
incentive programs and contests designed to support achievement of production goals. Worked independently and as part of a team to achieve
numerous objectives. Described use and operation of merchandise to customers. Received and processed cash and credit payments for in-store
purchases. Opened and closed the store, including counting cash, opening and closing cash registers and creating staff assignments. Used POS
systems to accurately take orders and receive payments.
Sales Associate
 
March 2014
 
to 
February 2015
 
Company Name
 
ï¼​ 
City
 
, 
State
 
Responsibilities Assist store management in merchandising the store in accordance
with company directed standards. Supervise the sales staff to generate sales through effective sales techniques and approved customer service
practices. Maintain current knowledge of the product and how to apply it while servicing the customer. Sell the Merchandise.Assist the Store
Manager and Assistant Manager to ensure the store is school and inventory account ready. Supervise the staff in the absence of the Store
Manager and Assistant Manage. Assist in the training of sales staff on company policies and procedures and in particular, selling techniques.
Ensure staff is well versed in company directed customer service practices. Comply with all company directed policies and procedures as they
relate to the store operations; receiving of merchandise, store opening and closing, cash register transactions, daily cash reconciliation and
inventory control. Maintain security of the store and understand the operations of the store security system. Skills Used Participated in various
incentive programs and contests designed to support achievement of production goals. Worked independently and as part of a team to achieve
numerous objectives. Described use and operation of merchandise to customers. Received and processed cash and credit payments for in-store
purchases. Opened and closed the store, including counting cash, opening and closing cash registers and creating staff assignments. Used POS
systems to accurately take orders and receive payments.
Team Member/Cashier
 
February 2013
 
to 
December 2013
 
Company Name
 
ï¼​ 
City
 
, 
State
 
Responsibilities Participated in various incentive programs and contests
designed to support achievement of production goals. Worked independently and as part of a team to achieve numerous objectives. Described use
and operation of merchandise to customers. Received and processed cash and credit payments for in-store purchases. Opened and closed the
store, including counting cash, opening and closing cash registers and creating staff assignments. Used POS systems to accurately take orders and
receive payments Skills Used Assist store management in merchandising the store in accordance with company directed standards. Supervise the
sales staff to generate sales through effective sales techniques and approved customer service practices. Maintain current knowledge of the
product and how to apply it while servicing the customer. Sell the Merchandise.Assist the Store Manager and Assistant Manager to ensure the
store is school and inventory account ready. Supervise the staff in the absence of the Store Manager and Assistant Manage. Assist in the training of
sales staff on company policies and procedures and in particular, selling techniques. Ensure staff is well versed in company directed customer
service practices. Comply with all company directed policies and procedures as they relate to the store operations; receiving of merchandise, store
opening and closing, cash register transactions, daily cash reconciliation and inventory control. Maintain security of the store and understand the
operations of the store security system.
Administrative Assistant/Receptionist
 
August 2011
 
to 
January 2013
 
Company Name
 
ï¼​ 
City
 
, 
State
 
Responsibilities Drafted meeting agendas, supplied advance materials and executed
follow-up for meetings and team conferences. Managed the receptionist area, including greeting visitors and responding to telephone and in-person
requests for information. Designed electronic file systems and maintained electronic and paper files. Maintained the front desk and reception area in
a neat and organized fashion. Received and screened a high volume of internal and external communications, including email and mail. Skills Used
Mathematical aptitude Customer- and service-oriented MS Office proficient POS systems Exceptional customer service Cash handling accuracy
Excel spreadsheets Excellent communication skills Understands grammar Flexible schedule
Education
BA
 
: 
Communications
 
, 
2018
 
University Of Phoenix
 
ï¼​ 
City
 
, 
State
 
, 
US
 
BA in Communications - Marketing And Sales University Of Phoenix -
Phoenix, AZ 2014 to 2018
Professional Affiliations
Team Member/Cashier
Presentations
team conferences
Skills
And Sales, Marketing, Sales, Cash, Customer Service, Point Of Sale, Pos, Pos Systems, Receptionist, Retail Sales, Cash Register, Closing,
Credit, Effective Sales, Generate Sales, Incentive Programs, Inventory, Inventory Control, Merchandising, Of Sales, Operations, Payments,
Reconciliation, Sales Staff, Sales Techniques, Sales Through, Security, Selling Techniques, The Sales, Training, Associate, Sales Associate,
Administrative Assistant, Cash Handling, Excel, Excellent Communication Skills, File, File Systems, Front Desk, Greeting, Ms Office, Telephone,
Cashier, Client Relations","
BA
 
: 
Communications
 
, 
2018
 
University Of Phoenix
 
ï¼​ 
City
 
, 
State
 
, 
US
 
BA in Communications - Marketing And Sales University Of Phoenix -
Phoenix, AZ 2014 to 2018
"
15765660.pdf,"SALES
","
MS Office Suite (Word, Excel, Outlook, PowerPoint), SharePoint, Visio, LMS, Centra, Digital Marketing, MailChimp, Webtrends, TreeHouse
PRM, MS Dynamics, Salesforce.com, Hubspot, Marketo, Vertical Response, Photoshop, Dreamweaver, TeamSite CMS, Citrix, Social Media;
LinkedIn, Facebook, and Twitter","
Bachelor of Science
 
: 
Marketing
 
, 
1994
 
California State University Northridge
 
ï¼​ 
City
 
, 
State
 
, 
US
"
32140087.pdf,"SALES SUPPORT
","
Vendor Relations 
Project Management/OOH 
4/Color Correction Specialization 
Team Building / Training / Innovation Print Production/ Schedules
Creative Team Collaboration 
Process Optimization 
Consulting / Negotiation / Maximization Strategic Analysis / Planning 
Graphic Design / Ad
Traffic 
Soft Proofing / Digital Files 
Proofreading / Editing / Quality Control Building Templates 
Strategic Planning / Implementation 
Cost Reduction
/ Avoidance 
Turnaround / Crisis Management Digital Photo Retouching 
Microsoft Office Suite / Adobe Creative Suite / QuarkXPress 
ADTransit 
/
ADSend 
/ Pre-Press","
Master of Business Administration
 
: 
Marketing & Project Management
 
SOUTHERN NEW HAMPSHIRE UNIVERSITY
Bachelor of Arts
 
: 
History & Political Science (Management & Marketing)
 
MANHATTANVILLE COLLEGE
PMP Certificate in Project Management 
Certificate in Digital Plate Processing 
Certificate in Pre-Press Preparation & Processing 
Certificate in Soft
Proofing 
Certificate in 4 / Color Processing & Correction 
Certificate in Social Media Advertising Certificate in Email Marketing 
Certificate in
(SEO) Search Engine Optimization 
Certificate in Google Analytics Search Advertising 
Certificate in Branding & Fan Building 
Certificate in 3D
Printing "
79376680.pdf,"SALES
","
advertising, competitive, counselor, clients, customer service, faxes, inside sales, instruction, inventory management, inventory, marketing, payroll,
purchasing, quick, receiving, receptionist, sales, scheduling, shipping, specification.",", recruiting, or sales, understanding that I am 
existing within/leading a team allows me to clearly understand the task at
hand. Communication is the number one element to a successful team. 
A prolonged lack of communication can manifest itself into a negative
environment, and it has been my number one priority to make sure everyone involved is on the same page.
Highlights
6+ years of B2B sales "
29332616.pdf,"SALES ASSOCIATE
","
advertising, cash register, color, cooking, Critical Thinking, Customer Service, Decision Making, English, maintain inventory, inventory, Listening,
machinery, Marketing, materials, personnel, processes, product-marketing, Speaking, quality, Reading, safety, Sales, tables, Phones, Time
Management","
High School Diploma
 
May 1999
 
Coastal Carolina University
 
City
 
, 
State
Marine Sciences
High School Diploma
 
Trinity High School
 
City
 
, 
State
"
18328743.pdf,"SALES
","
literate, MS Excel,Microsoft Word, AS400.
Experience
Company Name
 
May 2004
 
to 
August 2007
 
Sales
 
City
 
, 
State
Responsible for sales and marketing Fresh meat products and keeping accounts in balance.
Responsible for resets,new store openings.
Company Name
 
April 1997
 
to 
May 2004
 
sales and marketing
 
City
 
, 
State
Responsible for ,Package meat products and keeping accounts in.
balance.
Responsible for cost effective advertising.
Lines, Sunnyland Foods, Lykes, Ball.
Park, Tennessee Pride, Foster Farms Corn Dogs, Gwaltney, etc.
Company Name
 
February 1972
 
to 
March 1996
 
Key Account Sales Representative
 
City
 
, 
State
Promote and market Sunnyland products in Georgia, South Carolina, And Florida.
Received.
company's highest sales award 1974,1978,1983,1985,and 1988.
Education and Training
Management Training Programs at Florida State - Dudley M. Hughes, Macon, Georgia May, 1966 - Jul, 1968) Graduated 2 years of accounting
and Bookkeeping,1967,1968 Management Training Programs at Florida State University, Principles and Methods of Persuasive Communications,
Effective Human Relations as applied to sales
Skills
accounting, advertising, AS400, balance, Bookkeeping, Computer literate, Human Relations, Management Training, marketing, market, MS
Excel, Microsoft Word, Persuasive, sales"," and Training
Management Training Programs at Florida State - Dudley M. Hughes, Macon, Georgia May, 1966 - Jul, 1968) Graduated 2 years of accounting
and Bookkeeping,1967,1968 Management Training Programs at Florida State University, Principles and Methods of Persuasive Communications,
Effective Human Relations as applied to sales
"
25315791.pdf,"SALES ASSOCIATE
","
advertisements, calculators, cash registers, competitive, credit, clients, customer relations, customer service, databases, Email, Issue receipts,
letters, market, market and sales, pricing, Researching, selling, sales, scanners, SMS, structured, phone","
High School Diploma
 
June 2009
 
Charles Churn Christian Academy
"
98108571.pdf,"SALES ASSOCIATE
","
Can use Photoshop and Illustrator.
I can use a computer very well."," and Training
2017
High School Diploma
 
: 
Communication Arts, Graphic/Advertising Design
 
Edward R. Murrow High School
 
ï¼​ 
City
 
, 
State
Took various media classes such as graphic design and multimedia design
Am looking into majoring in advertising or graphic design
Languages
I am fluent in two languages; English, Russian. I know basic lines in French and can read some "
15918496.pdf,"SALES
","
Honest, Reliable, Driven, Enthusiastic people person, Self motivated","
Bachelors Degree
 
: 
Education
 
1986
 
Hyles Anderson College
 
City
 
, 
State
Advanced course"
26932091.pdf,"PMC/PSM/ SALES MANAGER/ SALES ASSOCIATE
","
Ability to clarify the nature of a problem, evaluate alternatives, propose
viable solutions and determine the outcome of the various options
Detail oriented and able to present information and ideas clearly and
concisely
Able to review different points of view or ideas and make objective
judgments; investigates all possible solutions to the problem
Able to draw specific conclusions from a set of general observations or
a set of specific facts, able to synthesize ideas and information
Maximized efficiency and team productivity through the development of
collaborative quality initiatives
Continually evaluated the organizations' skills and ",
30608780.pdf,"SALES
","
Excellent people skills 
Corporate buyer background for major automotive Established track record of exceptional sales results 
group Recipient
of numerous sales awards 
Staff training and development Effective Retail Sales Manager 
Establishing goals and setting priorities Decisive leader
Consistent ","
High School Diploma
 
Wingo High Shool
 
ï¼​ 
City
 
, 
State
 
, 
USA
Certifications
Dale Carnegie (Public speaking and relationship building) Grant Cardone (Sales and Objections) Ford Motor Company product and sales training
(previously certified) Chrysler Corporation product and sales training (previously certified) Invited by previous employer to be one of 500 dealers
nationwide to receive "" SRT Viper "" training certified (Completed certification)
"
20423658.pdf,"SALES REPRESENTATIVE; SALES MANAGEMENT
",,"
2005
University of Louisville
 
City
 
, 
State
 
, 
United States
 
Bachelor of Science
 
: 
Double Major in Political Science/History
Attended the University of Louisville on full academic scholarship
Currently enrolled towards a degree in Organizational Leadership & Learning, with a specialty in leading/training
Plan on moving to MBA/HR Degree after graduation
Military "
28867567.pdf,"SALES REPRESENTATIVE-PSR
","
Relationship selling
Territory sales
Sales closing
Product management and pricing
Product and service knowledge
Post-sales support
Territory growth
Product merchandising
Sales Forecasting
Client account management
Promotional planning
Revenue growth
Team building and leadership
Brand management
Working collaboratively
Organizational and People skills
Experience
Company Name
 
| 
City
 
, 
State
 
SALES REPRESENTATIVE-PSR
 
09/2013
 
- 
Current
Recipient of the High Five Award for meeting sales and customer satisfaction targets; and for sustaining above average relationships
between company and the customer.
Identified customer needs to deliver "," and Training
Morgan State University, Earl G. Graves School of Business
 
| 
City
 
BS
 
in 
Hospitality & Business Management
 
05/2011
Completed course"
17704246.pdf,"SALES ASSOCIATE
","
Quick learner
Training and development
Change management
Reports generation and analysis
Time management skillsÂ 
Operations management
Excellent communication
Excellent communication
Client-focused
Excel in management, maintenance
Experience
03/2007
 
to 
03/2008
Sales Associate
 
Company Name
 
ï¼​ 
City
 
, 
State
Engage with the store team and customers to provide excellent customer service
â€¢Display a positive attitude and promote team"," and Training
2000
High School Diploma
 
: 
Basic 
Fort Dodge High School
 
ï¼​ 
City
 
, 
State
 
, 
United States
3.0 GPA
2013
Diploma
 
: 
auto body 
Iowa Central Community College
 
ï¼​ 
City
 
, 
State
 
, 
United States
Completed "
12696104.pdf,"SALES ASSOCIATE
","
- Good at communicating and interacting with customers
- Good time management
-Â Self-motivation
- Good adaptability","
2015
High School Diploma
 
High School
 
ï¼​ 
City
 
, 
State
Suffolk County Community College
 
ï¼​ 
State
"
19156751.pdf,"SALES REPRESENTATIVE
","
Work well as a team member or independently. Performed sales, marketing, and market trends research, identified and tested markets, set-up
prospect database, developed marketing campaign, and handled follow-up. Rapidly mastered new product data. Performed outstanding customer
relationship management, ensuring educated clients, customized products and services and creative, turnkey solutions. Mediation and problem
solving skills. Issued return authorizations and processed credits and rebills to resolve shipping discrepancies and invoicing errors. Conducted
personalized tours for new employees as part of the orientation program. Promptly answered telephone calls to reflect ","
2011
High School Diploma
 
East Gaston High
 
ï¼​ 
City
 
, 
State
 
, 
USA
2012
Medical Assistant
 
King's College
 
ï¼​ 
City
 
, 
State
 
, 
USA
 
Completed an accelerated degree program with King's College as a medical assistant
taking a year. Maintaining to keep me on the dean's list each semester by completing many courses including Microsoft Word and "
85918100.pdf,"SALES AGENT
"," (Rockhurst University)
Skills
acquisitions, Business Writing, closing, hardware, conferences, Consultant, contracts, clients, delivery, documentation, Email, finance, financing,
financial reporting, Government, Government regulations, inspection, interpretation, leadership, legal, Lotus Notes, managing, market, materials,
Microsoft Office software, Outlook, negotiation, Internet research, Oracle, Organizational Skills, PeopleSoft, People Soft, Policies, pricing, prime,
Procurement, progress, proposals, Proposal, proposal preparation, purchase requisitions, purchasing, SAP, simulation, Time Management, training
programs","
B.S
 
: 
Management/Psychology
 
, 
1997
 
University of Maryland
 
ï¼​ 
City
 
, 
State
 
Management/Psychology Subcontract Management (JA White &
Associates, Inc.) *Time Management & Organizational "
23782450.pdf,"SALES MANAGER
","
advertising, balance sheets, calculators, cash receipts, cash registers, catalog, commodities, credit, Critical Thinking, Resolve customer complaints,
Decision Making, Electronics, special events, features, focus, Inspect, Issue receipts, mark, marketing, money, policies, Reading, Read, real
estate, Sales, scanners, staffing, tables, telephone","
May 2012
 
High School Diploma
 
:
 
General Business Ringgold High School
 
City
 
, 
State
 
Monitor checkout stations to ensure that they have
adequate cash available and that they are staffed appropriately. Maintain clean and orderly checkout areas and complete other general cleaning
duties, such as mopping floors and emptying trash cans. automatic debits. Issue receipts, refunds, credits, or change due to customers. Assist
customers by providing information and resolving their complaints. Establish or identify prices of goods, services or admission, and tabulate bills
using calculators, cash registers, or optical price scanners. Greet customers enteringestablishments. Answer customers' questions, and provide
information on procedures or policies. Sell tickets and other items to customers. Process merchandise returns and exchanges. Assist with duties in
other areas of the store, such as monitoring fitting rooms or bagging and carrying out customers' items. Sort, count, and wrap currency and coins.
Supervise others and provide on-the-job training. Stock shelves, and mark prices on shelves and items. Bag, box, wrap, or gift-wrap merchandise,
and prepare packages for shipment. Post charges against guests' or patients' accounts. Keep periodic balance sheets of amounts and numbers oftransactions. Count money in cash drawers at the beginning of shifts to ensure that amounts are correct and that there is adequate change.
Calculate total payments received during a time period, and reconcile this with total sales. Compute and record totals of transactions. Compile and
maintain non-monetary reports and records.
"
