FileNumber,Role,Skills,Education
23939133.pdf,"TEACHER
","
Child care, Family servicing, conferences, first aid, instructing, lesson plans, directing, meetings, Mental Health, management information system,
policies, program evaluation, progress, protocols, Maintain records, recruitment, safety, staff development, supervising, teaching and Computing."," and well being.
Provide training and guidance for parent and other classroom volunteers.
Make a minimum of two home visits with each child's family and hold a minimum of two parent conferences each year.
Assist parents to organize and implement parent activities; 
encourage, facilitate, and support parental involvement in all aspects of the Head
Start Program Assist with transition to kindergarten or other child care or school placement.
Prepare and maintain accurate records, including child observation, individualization, lesson plans, attendance, lunch count, parent
participation, in-kind contributions, and others as directed, using proper spelling and accurate calculations.
Attend parent conferences, home visits, center meetings, case reviews, IEP/IFSP meetings, staff meetings, parent meetings, in-service and
pre-service meetings, and other meetings as directed.
Carry out authorized emergency and safety procedures and administer first aid.
Comply with State of California Health and Welfare Codes including Title 22; Head Start Performance Standards; Children's Institute
policies and procedures, and other applicable state and federal regulations.
Home Visitor
 
09/2008
 
to 
06/2014
 
Company Name
 
City
 
, 
State
Identified, recruited and enrolled families for participation in the HS Program.
"
69005326.pdf,"TEACHER
","
â€¢ Well versed with the standards of hygiene and sanitationâ€¢ Demonstrated ability to perform duties in a busy environment
â€¢ Strong interpersonal and communication skills
â€¢ Good time management skills
â€¢ Courteous with clients, residents and staf
 
f
â€¢ Sound ability to perform physically demanding chores
â€¢ Willing to stretch existing "," and Training
HIGH SCHOOL DIPLOMA
 
2009
 
Strawberry Mansion High School
 
, 
City
 
, 
State
Entry Level Nurse Aide Program
 
2013
 
City
 
, 
State
Certifications
CNA Licence-10/30/2015-/11/01/2017
"
66683238.pdf,"MATH TEACHER MATH INTERVENTION TEACHER
","
arbitration, communication skills, CPI, creative problem solver, customer services, insurance, law enforcement, Team Lead, logistics, Director,
managing, materials, Math, Mentor, Excel, PowerPoint, MS Word, page, Sales Development, scheduling, supply chain, Teacher, Teaching","al setting. Contributes to the success of
company by managing relationships with internal/external customers, vendors, and suppliers. Key characteristics, attributes and values: integrity,
hard "
23398843.pdf,"TEACHER
Facebook: 
Lamaestram4kidscare@yahoo.com
Email: mariela28perez@gmail.com
","
MS Office proficient
[35]
 
WPM typing speed
PowerPoint
Multilingual in 
[English]
 
and 
[Spanish]
Bilingual in 
[spanish]
Able to lift 
[40]
 
pounds
Art designer : children project, children music finger play,Â flyers, webs Ex:Â Facebook
Loves children
Adept at ","(AAS OF ECE) certification. Proficient in: Weekly Educational Project
Project Communication Project Setup & Monitoring Microsoft Project Microsoft office Microsoft Excel Power point
"
12467531.pdf,"TEACHER
","
Instructional Design, Teaching, Progress Monitoring, Course
Development
Evernote, Slack, Social Media, Excel, Outlook, Adobe
Photoshop
Management: Staff, Projects, Daily Scheduling
Financial Analysis, Security Trading, Portfolio Managament,
Liability Structuring
Research, Analysis, and Planning
Work History
Teacher
 
, 
08/2014
 
to 
Current
 
Company Name
 
â€“ 
City
 
, 
State
 
Teaches classes in accordance with requirements of approved courses of study at expected student progress expectations
Uses information about individual students' academic strengths, needs, and progress in planning
Designs activities to engage students in cognitively challenging "," Plan IEP meetings with administrators, faculty, parents, and other parties involved to
develop and IEP for eligible students
Utilizes District approved behavior modification techniques to implement IEP goals and continually monitors student progress toward IEP
goal achievement
Maintains established policies and procedures for reporting incidents e.g., child abuse, substance abuse, harassment, and violence
Communicates with families to create partnerships around student learning by providing information about instructional programing and
progress of their student
Fostered team collaboration between students through group projects for Mathematics, ELA, and History
Evaluates performance of subordinate personnel
Robotics and Design Instructor
 
, 
08/2012
 
to 
09/2014
 
Company Name
 
â€“ 
City
 
, 
State
 
Provided clear informative lectures on "
28063132.pdf,"TEACHER
","
Excellent
analytical skills
Strong verbal
communication
Computer
proficient
Microsoft
PowerPoint,
Microsoft Word,
Issue resolution
Attention to
detail
Excellent written and verbal communication skillsExperience in a high volume, high stress "," and Training
Bachelor of Arts
 
, 
African American Studies
 
2017
 
The Ohio State University
 
ï¼​ 
City
 
, 
State
 
, 
USA
Child Development, N
 
utritional Needs,L
 
anguage acquisition, M
 
ovement and Motor "
48547319.pdf,"TEACHER
","
CPR certified
Orgnization skills
Communication skills
Teaching skills.","al issues.Creative preschool teacher who supports all learning styles. Implements the
latest trends in the early childhood curriculum. Extensive knowledge of developmental and behavior problems.Childcare provider committed to
offering a safe and loving environment for children and toddlers in which they can flourish.
Highlights
Daycare management "
27524018.pdf,"ASSISTANT TEACHER
","
administrative, arts, Â basic, Coach, Customer service, Â Inspect, instruction, inventory, laundry, transport materials, Â meal prep, personnel,
Read, safety, scheduling, shipping, supervision, teaching,Â "," and Training
Ph.D.
 
: 
Homeland Security Policy and Coordination
 
Walden University
 
ï¼​ 
City
 
, 
State
 
I finished all course "
16270906.pdf,"TEACHER
","
Accounting, Credit, Invoices, Budget, Accounts Payable, Cash, Of Accounts, Accountant, Audits, Billing, Buying/procurement, Customer
Service, General Accounting, Operations, Payments, Purchasing, Receptionist, Retail Sales, Accounts Receivable, Basis, Data Entry, Assistant
Director, Associate, Aviation, Budgeting, Career Development, Contracts, Credit Card, Excellent Customer Service Skills, Executive Assistant,
Fixed Assets, Maintenance, Pipeline, Purchase Orders, Reconciling, Supply Chain, The Accounts, Clerk, Estimation, Finance, With Accounts,
And Accounting, Audit, Auditing, Benefits, Collection, Financial Report, Healthcare, Increase, Insurance Billing, Reconciliation, Solutions,
Database, Administrative Assistant, Disbursement, Filings, Great Customer Service Skills, Legal Documents, Team Player, Medicaid, Quota"," Agency
with an effort to collect outstanding dues
Selected to be a TRS innovative committee member in 2015 for the purpose of improving business processes and increase productivity.
Upon completion, management has recognized the participating members for the project's outstanding results, time and effort
Rewarded for outstanding performance in 2015 for the handling of numerous issues TRS faced throughout the implementation of a new
Health Care vendor responsible to handle the billing, eligibility, and health insurance enrollment to more than 500K members
Awarded with a monetary raise after successful completion of my Bachelors degree program
Reconcile statement of accounts including researching any outstanding invoices, and resolve existing discrepancies in order to avoid
unwanted payment delays
Recognized for "
36569713.pdf,"TEACHER
", Proficiency in Microsoft Office Capable of integrating these programs with the course,"
Masters in Education
 
: 
Education
 
, 
1992
 
Government College of Education
 
ï¼​ 
City
 
, 
State
 
, 
Pakistan
Bachelor of Education
 
: 
Education
 
, 
1990
 
Government College of Education
 
ï¼​ 
City
 
, 
State
 
, 
Pakistan
Bachelor of Science
 
: 
Biology, Chemistry
 
, 
1986
 
Karachi University
 
ï¼​ 
City
 
, 
State
 
, 
Pakistan
BSc
 
: 
Biology, Chemistry
 
, 
1986
 
Karachi University
 
ï¼​ 
City
 
, 
State
 
, 
Pakistan
"
28642819.pdf,"LEAD TEACHER
","
bilingual speaking and reading fluently in English and Spanish, demonstrate your ability to ",", with strong emphasis in children's development. Consistently exceed teaching
goals and parents expectations. "
69532425.pdf,"PRE-SERVICE TEACHER
","
Time Management
Creativity
Effective Communication
Patience
Multi-Tasking
Organizational/Planning
Critical Thinking
Teaching
Accomplishments
Supervisor of the Bi-Week
Rookie Official of the YearÂ 
National Honors Society
NCSU Club Volleyball
Certifications
CPR & First Aid"," and Training
Bachelor of Science
 
:
 
Middle Grades Education (Science Concentration)
 
May 2017
 
North Carolina State University
 
, 
City
 
, 
State
 
GPA-3.0
Associate of Arts
 
May 2014
 
Caldwell Community College and Technical Institute
 
, 
City
 
, 
State
 
GPA-3.45
"
28772892.pdf,"TEACHER
","
Work History
Teacher
 
08/2017
 
to 
Current
 
Company Name
 
â€“ 
City
 
, 
State
 
Collaborate with ", 
23628651.pdf,"TEACHER
","
academic, Photoshop, advertising, cancer, competitive, conferences, consultant, content, creative design, Creative Problem Solving, Client
Relations, direct mail, editing, government, Illustrator, director, marketing plan, marketing, market, materials, Mathematics, Microsoft Office,
2000, Word, Presenter, producing, progress, Project management, public relations, Public Speaking, Quick Learner, radio, Reading, read,
Robotics, sales, sales manager, scripts, speak Spanish, Spanish, Teacher, teaching, Technical Writing, video, web site, websiteAdditional Information
Additional Information I know that my marketing ","al
settings. Strong oral and written communication "
13583538.pdf,"ASSISTANT TEACHER
","
People skills
enthusiastic people person,
problem-solving
organizational skills","
Associate of Science
 
: 
Computer Information Science AS
 
, 
2017
 
Everest University Online
 
ï¼​ 
City
 
, 
State
 
, 
US
Recipient of Zenith Grant,
Social "
34465087.pdf,"TEACHER
","
Cash handlingProfessional and friendlyCareful and active listenerMulti-tasking","al assessments to show
progression.Completed daily paper"
58105060.pdf,"MATH TEACHER
Menrit
 
Mansour
","
Word, Excel, and PowerPoint Ã¢â‚¬Â¢Advanced knowledge and skills in using media tools for teaching purposes such as
Prezi presentations, Youtube video creation, Wiki Pages, Mathematica, and Popplet
Managing classroom for diverse populations
Strong collaborator
Technological instruction
Effective time management
Tailoring
curriculum plans
Positive learning
environment
Classroom
discipline
Student
motivation
Managing classroom for diverse populations
Strong collaborator
Technological instruction
Effective time management
Tailoring curriculum plans
Positive learning environment
Classroom discipline
Student motivation
Work History
Math Teacher
 
, 
08/2014
 
to 
Current
 
Company Name
 
â€“ 
City
 
, 
State
 
Lead teacher
 
, 
01/2013
 
to 
01/2014
 
Company Name
 
â€“ 
City
 
, 
State
 
for Math 7 (4 classrooms) and Intervention for Math 7 (1 classroom) Prepared all pertinent materials; assigned and graded all class ",al 
22968380.pdf,"LEAD TEACHER
","
Enthusiastic people person, great organizational skills,",", "
45987048.pdf,"Marilyn Hunter
","
Behavior modeling
Compliance
Leadership
Teambuilding
Work ethic
Multitasking
Active listening
Troubleshooting
Individualized care
Multi-line telephone skills
Office equipment operations
Organization and efficiency
Meticulous and organized
Security understanding
Experience
Substitute Teacher
 
|
 
Company Name
 
- 
City
 
, 
State
 
|
 
08/2015
 
- 
03/2020
Enforced classroom routines to keep students on schedule and operating at consistent level.
Implemented lesson plans assigned by classroom teacher to educate students about key concepts.
Provided notes and reports on school day activities to primary teacher.
Requested as substitute teacher based on excellent referrals and trusted performance.
Engaged students in discussions to promote interest and drive learning.
Educated students in various subjects to provide seamless transition during absence of head teacher.
Maintained student attendance and assignment records to prevent lapses during teacher absences.
Differentiated classroom and small group instruction to meet needs of students with various learning styles and abilities.
Helped students build learning and study skills to achieve ","al goals.
Engaged students and boosted understanding of material using focused instructional strategies and hands-on activities.
Reported problem students to principal to maintain control of classroom.
Managed high school classrooms during teacher absences.
Stayed up to date with current regional curriculums to maintain readiness for long- and short-term substitute jobs.
Oversaw pop quizzes, material exams and standardized tests to facilitate instruction.
Assigned home"
19786924.pdf,"LEAD TEACHER
","
Classroom management 
Creation of forms for data Payroll 
Schedule activities and field trips Maintain tuition data and receipts 
Knowledge of
excel/word/power point Work within a budget 
Snack/Meal Planning
Classroom management
Team building
Creation of forms for dataÂ 
Schedule activities and field tripsÂ 
Knowledge of excel/word/power pointÂ 
Work within a budget Snack/Meal Planning
Maintained tuition payment schedule/posting payments/maintaining records/provided receipts
Payroll
Classroom management
Team building
Creation of forms for dataÂ 
Schedule activities and field tripsÂ 
Knowledge of excel/word/power pointÂ 
Work within a budget Snack/Meal Planning
Maintained tuition payment schedule/posting payments/maintaining records/provided receipts
Payroll
Classroom management
Team building
Creation of forms for dataÂ 
Schedule activities and field tripsÂ 
Knowledge of excel/word/power pointÂ 
Work within a budget Snack/Meal Planning
Maintained tuition payment schedule/posting payments/maintaining records/provided receipts
Payroll
Work History
Lead Teacher
 
Company Name
 
- 
City
 
, 
State
 
10/1992
 
- 
Current
 Adopted technological advancements that engaged and empowered children.
Motivated teaching staff to continually improve strategies and maximize student learning.
Planned and prepared activities for preschool students.
Provided an open and loving environment where children could express themselves and direct their own learning.
Modified the general ",". Passionate about child development and
learning. Friendly, outgoing and adaptable in approach capable of successful collaboration with children, parents and staff.
Enthusiastic Lead Teacher/site director offering 
25
 
years "
45286020.pdf,"TEACHER
","
Average computer literate
Can apply CPR
Can apply varied teaching skills
â€‹
â€‹
Additional Information
I had a license in CPR and was able to save two lives.
I used to join the Medical Mission
I used to be a member of Operation Smile
I love helping the students who are struggling in their academics through coach class every day.","
Effectively "
58665241.pdf,"ENGLISH TEACHER
",," and ESL teachers to modify
curricula for special education and ESL students according to Individual Education Plans (IEPs); Continued to develop knowledge of my
content area ELA through continued education courses; Established and enforced rules for behavior among students; Alerted administrators
to any concerns about student performance and progress; Set and enforced clear deadlines for student "
32067700.pdf,"PRESCHOOL TEACHER
","
MS Office
Interpersonal Communication
Planning and Coordination
Basic
Interpersonal
Interpersonal Communication
Customer relations
Customer satisfaction
English
Math
MS Office
Neat
Packaging
Rapport
Safety
Sales
Selling
Teaching
Phone
Turkish
Work History
06/2020
 
to 
Current
 
Company Name
 
â€“ 
City
 
, 
State
 
Put final products together and efficiently organized items and packaging for shipment.
Kept ","
Bachelor of Arts
 
: 
English, Psychology
 
, 
05/2021
 
Indiana University - Purdue University
 
- 
City
 
, 
State
 
Latino Studies
 
, 
05/2021
 
Indiana University - Purdue University
 
- 
City
 
, 
State
 
Associate of Science
 
: 
Liberal Arts
 
Ivy Tech Community College Of Indiana
 
- 
City
 
, 
State
 
Interests
"
11616482.pdf,"GUEST TEACHER
","
branding, business case, Interpersonal, oral, critical thinking, functional, lesson planning, meetings, Microsoft Office, Outlook, relationship building,
seminars, written communication skills","
MBA
 
, 
Business
 
2006
 
University of Nevada
 
ï¼​ 
City
 
, 
State
 
Business
Bachelor of Science
 
, 
Education Social Science
 
Emporia State University
 
ï¼​ 
City
 
, 
State
 
Education Social Science
"
11943065.pdf,"CLASSROOM TEACHER
","
Microsoft office with modern classroom technology
Conflict Resolution Training
IEP familiarity
Organization/Planning
First Aid and BLS CPR Training
Positive learning environment
Student-centered learning
Lesson planning
Classroom management
Grading procedures
Technology integration
Punctual
Inquiry-based learning
Test proctoring
Work History
Classroom Teacher
 
, 
08/2014
 
to 
06/2017
 
Company Name
 
â€“ 
City
 
, 
State
 
Performed all aspects of classroom managementÂ 
Instructed students and provided individual support as needed.
Documented attendance, assignments, grades and participation.
Planned lessons, activities and trips to cover all required course material.
Collaborated with parents, administrators and counselors to develop improvement plans for struggling students.
Developed activities and integrated technology to diversify instruction.
Met with parents to resolve conflicting ","al priorities and issues.
Created new lesson plans based on course objectives.
Classroom Teacher
 
, 
08/1998
 
to 
06/2014
 
Company Name
 
â€“ 
City
 
, 
State
 
Collaborated with parents, administrators and counselors to develop improvement plans for struggling students.
Administered quizzes and tests to assess student understanding of material.
Documented attendance, assignments, grades and participation.
Fostered meaningful relationships among students through student field-trip retreats and team-"
96547039.pdf,"TEACHER
","
CPR, Creative thinking, delivery, First Aid, policies, Problem Solver, safety, teacher, Team player, phone, Time Management", 
34689720.pdf,"TEACHER
","
Corporate Trainer, Member GE Capital President's Council, Quality Control and Customer Service Management. Motivational Strategist"," from Kansas State University and Sterling College. (1999) I
believe in building a solid foundation in the formative years and helping students find many different ways to "
18001081.pdf,"TEACHER
","
*Classroom management
*Records of Progress
*Small group/Guided Reading Instruction
*Hands on Math Instruction
Experience
Company Name
 
August 2011
 
to 
Current
 
Teacher
 
City
 
, 
State
Observed and assessed student performance and kept thorough records of progress.
Implemented a variety of teaching methods such as lectures, discussions and demonstrations.
Established clear objectives for all lessons, units and projects.
Encouraged students to persevere with challenging tasks.
Set and communicated ground rules for the classroom based on respect and personal responsibility.Identified early signs of emotional,
developmental and health problems in students and followed up with parents.
Tutored children individually and in small groups to help them with difficult subjects.
Taught after-school and summer enrichment programs.
Scheduled and held parent-teacher conferences to keep parents up-to-date on children's academic performance.
Established positive relationships with students, parents, fellow teachers and school administrators.
Mentored and counseled students with adjustment and academic problems.
Collaborated with other staff members to plan and schedule lessons promoting learning and student engagement.
Contributed ideas at weekly staff meetings each month.
Employed a broad range of instructional techniques to retain student interest and maximize learning.
Implemented remedial programs for students requiring extra assistance.
Took appropriate disciplinary measures when students misbehaved.
Improved students' reading levels through guided reading groups and whole group instruction.
Created lesson plans in accordance with state curriculum and school-wide curriculum standards.
Accepted coaching from fellow teachers and administrators and immediately incorporated feedback.
Worked outside normal hours to be available to answer parent and student questions.
Used children's literature to teach and reinforce reading, writing, grammar and phonics.
Enhanced reading skills through the use of children's literature, reader's theater and story time.
Differentiated instruction according to student ability and skill level.
Taught students to exercise problem solving methodology and techniques during tests.
Taught students in various stages of cognitive, linguistic, social and emotional development.
Strengthened parent-teacher and parent-child communication by holding regular parent-teacher conferences.
Encouraged students to explore issues in their lives and in the world around them.
Employed a wide variety of fiction and non-fiction textual materials to encourage students to read independently.
Encouraged parents to take an active role in their child's "," endorsement
Urban public schools background
Critical thinker
Title I knowledge
Curriculum development
Standardized testing techniques
Learning assessments
IEPs knowledge
Decisive
Flexible and adaptive
Calm under pressure
Member of Association of Texas "
17311685.pdf,"KINDERGARTEN TEACHER
","
Microsoft Office 
Academic assessment methods 
Whole Brain Teaching techniques as classroom management/procedures
Certified ESL Instructor
Proficiency in 
differentiated insdtruction
Co-teaching ","al assessments, similar to report cards, to each parent.
Local School Council Teacher Representative
Education
2015
ELL
 
: 
Endorsement
 
North Park University
 
ï¼​ 
City
 
Endorsement
2002
M.A
 
: 
Teacher Leadership
 
Roosevelt University
 
ï¼​ 
City
 
Teacher Leadership
1998
B.A
 
: 
Early Childhood Education
 
National-Louis University
 
ï¼​ 
City
 
Early Childhood Education
"
10909720.pdf,"MASTER TEACHER
","
I have a lot patience, I communicate really well with children, 
I can usually calm a stressful situation quickly.
Education
Early Childhood Education
 
2000
 
San Jacinto College
 
ï¼​ 
City
 
, 
State
 
, 
USA
Course","
Head Start programs
Strong communicator
Toddler and preschool curricula
Classroom management
Classroom management
"
22551979.pdf,"TEACHER
","
Results-oriented
Dedicated team player
Strong interpersonal skills
Time management",al 
20478831.pdf,"HOMEBOUND TEACHER
","
Academic planning, administrative skills, case management, clerical,Â  documentation and shorthand, research,Â  lesson planning, newsletter
development, coding and filing
Effective - Efficient -Dedicated- Positive","al philosophy and goals of our district as related to TEKS education requirements.
Follow mandatory guidelines in order to keep effective records as governed by the Homebound Program.
Collaborate with campus teachers in order to ensure the success of the Homebound student
Encourage and facilitate parent participation in the learning and educating of the Homebound student
Utilize administrative "
86322251.pdf,"READING TEACHER
","
Highly Effective TeacherÂ 
Motivator
Innovator
Successful Leader
Classroom Discipline
Classroom Management
Creative Lesson Planning
Public Speaking
Active Learning","
University of South Florida
 
2002
 
Bachelor of Science
 
: 
Varying Exceptionalities& ESOL
 
City
 
, 
State
University of South Florida
 
Master of Science
 
: 
Educational Leadership School Administration
 
City
 
, 
State
 
Educational Leadership School
Administration (on-going)
"
19918523.pdf,"TEACHER
","
Current Virginia
 Â postgraduate "," students, collaboratively teaching with special
educations teachers as well.Â Â 
 Enthusiastic 
teacher
 
effective at providing high quality instruction and fostering a positive learning environment for
all students. 
Superb leadership, organization, and communication "
