FileNumber,Role,Skills,Education
17655479.pdf,"PEST CONTROL TECH
","
delivery, forklifts, inventory, ISO, weapons, organizing, pick, receiving, safety, Scanner, scanning, shipping","
High School Diploma
 
:
 
BASICS
 
1998
 
St.Bernard High School
 
, 
City
 
, 
State
"
23985183.pdf,"OPERATION MANAGER
www.linkedin.com/in/raymondstrange
Special Hiring Auth: Veterans Pref (VEOA)
","
Secret Security Clearance
Project management
Budget analysis
Training / Development
Schedule management
Critical thinking
Team building
Written and oral communication skills
Process improvement
Microsoft Office Suite expert
Summary
Accomplished Operation Management ","
Bachelor of Science
 
: 
Business Administration
 
, 
Current
 
Trident University International
 
- 
City
 
, 
State
 
"
15823995.pdf,"RECRUITER-IN-CHARGE
"," (PSS) / Professional Selling Skills Coaching (PSC) / Professional Selling Skills Applications (PSA) /
Six Sigma Training: Intro to Six Sigma, Lean Strategies, Lean Techniques, Reducing Variation to Improve Quality, Lean Logic, Lean Value
Experience
Recruiter-in-Charge
 
Oct 2010
 
to 
Oct 2015
 
Company Name
 
- 
City
 
, 
State
Windows, Word, Excel, PowerPoint, Outlook, Adobe Pro, Defense Connect Online (DCO), Web- based Contact 
Management
Databases.
Supervised, developed and led a navy recruiting station of four navy recruiters to identify and attract potential applicants to meet quantitative
and qualitative goals through proper use of current directives, processing forms and instructions.
Possess strong expertise in recruiting practices, recruiting programs, policies and classification techniques.
Researched market conditions and competitor positions to develop daily canvassing strategies for recruiters to gain competitive advantage
and maximize success.
Facilitated numerous recruiting events and presented detailed information on Navy careers, responsibilities, benefits, expectations and
objectives.
Trained new team members at the organizational level and assisted peers with all aspects of recruiting techniques.
Conducted production inspections and provided training to recruiting offices within the recruiting district.
Recommended training programs to assist applicants in meeting ","Master of Science
 
, 
Management
 
May 2016
 
Riddle Aeronautical University
 
- 
City
 
, 
State
 
GPA: 
Summa Cum Laude) GPA: 4.0
 
Management
Summa Cum Laude) GPA: 4.0
Bachelor of Business Administration
 
May 2005
 
University of La Verne
 
- 
City
 
, 
State
 
GPA: 
Magna Cum Laude GPA: 3.84
 
Magna Cum Laude
GPA: 3.84
Counselor ("
27902692.pdf,"NETWORK ADMINISTRATOR
","
A+ Certification, Active Directory, Cisco, hardware, designing, directing, Disaster recovery, email, ITIL, LAN, managing, access, Microsoft
Certified, Microsoft Certified Systems Engineer, Windows 7, Microsoft Windows, windows XP, Net","
Computer Information System /Net"
19506295.pdf,"LEAD ENGINEER - FLUID SYSTEMS AND THERMAL ACCESSORIES
","
Solid 
Edge
UG NX6 -NX10
Teamcenter
Digital Engine Visualization.
GD&T
FEA/ ANSYS
Modifying designs.
Lean Six Sigma
Adobe Photoshop
AUTOCAD
Microsoft Projects
Microsoft Visio
Microsoft Office
FEA/ Abacus
LabVIEW
Visual Basic
C++
Matlab
Data Acquisition
Solid Works","
University of Dayton
 
2016
 
Master of Science
 
: 
Mechanical Engineering
 
City
 
, 
State
 
, 
USA
Miami University
 
2012
 
Bachelor of Science
 
: 
Mechanical Engineering
 
City
 
, 
State
 
, 
USA
Kwame Nkrumah University of Science and Technology
 
2002
 
Bachelor of Science
 
: 
Agricultural Engineering
 
City
 
, 
Ghana
"
12904972.pdf,"MANAGER, CONTINUOUS IMPROVEMENT
","
Fiber Optics Repair Technical Skill Set * Formal Training: Learjet 24, Piper Cherokee, AeroCommander 520, and Cessna 310 Airframe and
Powerplant systems. * General: Inspections, troubleshooting, and airworthiness determinations made on aircraft utilizing technical publications,
FAR's, manufacturer maintenance manuals, part catalogs and schematics. Completed logbook and paper"," and Training
BS
 
: 
Aviation Business Administration, Safety
 
, 
2018
 
Embry-Riddle Aeronautical University
 
ï¼​ 
City
 
, 
State
 
, 
US
 
BS in Aviation Business
Administration with a minor in Safety Embry-Riddle Aeronautical University - Daytona Beach, FL 2015 to 2018
Master
 
: 
2014
 
Six Sigma Villanova University
 
ï¼​ 
City
 
, 
State
 
, 
US
 
Master Certificate in Six Sigma Villanova University - Villanova, PA 2014 to
2014
AS
 
: 
Aviation Maintenance
 
, 
2010
 
National Aviation Academy
 
ï¼​ 
City
 
, 
State
 
, 
US
 
AS in Aviation Maintenance National Aviation Academy -
Clearwater, FL 2008 to 2010 Fiber Optic Repair
Military "
37473139.pdf,"STOREKEEPER II
","
Work History
STOREKEEPER II
 
| 
January 2002
 
- 
January 2013
Maintaining and reconciling inventory through clerical support, using PeopleSoft to procure and receive shipments obtained by purchase
order.
Create excel spread sheets for reports, manage inventory files and research inventory problems.
Conduct inventory cycle counts, coordinate stock and document transactions.
CSR): Provide Customer Service to Departmental and Fleet Maintenance Personnel, process ",al knowledge and 
10567764.pdf,"SUPERVISOR
","
blueprints, C, charts, color, office, painting, paint, power tools, publications, Maintain records, maintain files, safety, supervising, technical manuals,
Technician, telephone, type, Welding, word processing","
Florida State College of Jacksonville
 
City
 
, 
State
 
Aircraft Coating Technician Certificate *Intern Hours; 148 hours with Associated Painters
Tulsa Welding School
 
City
 
, 
State
 
Welding Certificate Job-Related Training
Interests
Aviation Structural Mechanics Common Core, Class A1 
(4 weeks) Aviation Structural Mechanic Organizational Level Strand Class 
(40 hours)
Aircraft Corrosion 
(40 hours) Aircraft Paint/Finish 
(80 hours)
Additional Information
Aviation Structural Mechanics Common Core, Class A1 
(4 weeks) Aviation Structural Mechanic Organizational Level Strand Class 
(40
hours) Aircraft Corrosion 
(40 hours) Aircraft Paint/Finish 
(80 hours) Honors, Awards Navy HYPERLINK
""http://www.usamilitarymedals.com/navy-ribbons-awards-navy-marine-corps-achievement-medal-ribbon-c-
2070_21_230.html""&HYPERLINK ""http://www.usamilitarymedals.com/navy-ribbons-awards-navy-marine-corps-achievement-medal-
ribbon-c-2070_21_230.html"" Marine Corps Achievement Medal Ribbon Affiliations Member of the American Legion Post 76 M.U.C.H.
(Makers United for Children's Hope) 
Foundation
"
36252245.pdf,"AVIATION SUPPLY SPECIALISTS
","
Accounting, ADR, Army, balance, Budgeting, Oral Communication, Data entry, Documentation, Financial, Government, Inventory, Materials,
Office, ESS, Monitors, Natural, Enterprise, Organizational, Processes, Purchasing Research, Safety, Sound, Stock Control, Unique, written,
SalesSoftware: Salesforce.com,TapScan, Public Relations Software, Bacon's Mediasource, Factiva, Desktop Publishing Software, Photoshop,
Illustrator, HTML.
Additional Information
ADDITIONAL INFORMATION Secret Clearance Excellent leadership skills Team building and training Microsoft Office proficient","
High School Diploma
 
1992
 
Hudson High School
 
City
 
, 
State
 
, 
US
Park University
 
City
 
, 
State
 
81 Semester Hours
University of Maryland University College
 
City
 
, 
Jp
Personal Information
Secret Clearance 
Excellent leadership "
87826037.pdf,"AVIATION CAMP ASSISTANT
","
MATLAB, AVL, C Programming, Microsoft Word, Microsoft Excel, Microsoft PowerPoint
Professional Experience
Company Name
 
October 2013
 
to 
Current
Collaborating with others to meet mission requirements and accomplish objectives provided by the Northrop Grumman aerospace
company.
Part of the Unmanned Aerial Vehicle Simulations Team constructing models of the UAVs in order to obtain important aerodynamic
properties to perform flight test simulations.
Worked directly with the UAVs to take accurate measurements in order to model it.
Designed accurate aerodynamic models of the UAVs using the program AVL, a program for the aerodynamic and flight-dynamic analysis of
rigid aircraft of arbitrary configuration.
Modeled all lifting surfaces, control surfaces, and fuselage.
Created data and run files of mass properties corresponding with each UAV.
Executed the run files for each UAV in order to obtain a full linearization of the aerodynamic model about any flight state with specified mass
properties.
Extracted stability-axis derivatives that will be imported into the flight simulation program, FlightGear, to model the simulated plane to have
the same flight characteristics and behaviors as the UAVS.
Company Name
 
October 2013
 
to 
Current
Collaborating with a team to design and construct an aircraft that will be competing at the SAE Aero Design West.
Sanded the balsa wood wings smooth for the preparation of carbon fiber wrapping.
Prepared the epoxy resin mixture for application.
Wrapped the leading edge, wing spars, fuselage molds, and fuselage walls with carbon fiber.
Sawed and drill cutted fuselage components.
Aeronautics F-22 Project Winter 2014 Performed as Team Leader for a team of four for the experimentation and analysis of flight
dynamics and parameters of Lockheed Martin's F-22 Raptor Implemented low-speed wind and water tunnel testing using test models to
obtain and investigate flight dynamics and performance characteristics.
Analyzed the flow vortices over the wing at varying velocities at increasing angles of attacks.
Calculated and observed the relationship and importance of the effect of Reynold's numbers on aerodynamic coefficients.
Compiled a technical report detailing the results of the calculations and observations, and compared the accuracy of wind/water tunnel
testing to theoretical F-22 characteristics.
Company Name
 
May 2013
 
to 
Current
 
Aviation Camp Assistant
 
City
 
, 
State
Assist children in building and flying model aircraft, launch rockets, complete flight simulation missions, and 
conduct flight-related science
experiments.
Assist in teaching course lessons based on aviation, air, and space topics Organize and prepare lesson materials and ","al and unforgettable
"
99416532.pdf,"RANK: SGT/E-5 NON- COMMISSIONED OFFICER IN CHARGE BRIGADE MAIL ROOM
","
Dedication to customer service, often remaining flexible with availability to accommodate as many customers as possible
Proven competency in learning all aspects of state and federal regulations, and ensuring 100% compliance from those I ","
Associate of Science
 
: 
Pre-Engineering
 
Pikes Peak Community College 2016-2018
 
- 
City
 
, 
State
 
- Enrolled in Fall 2016 Semester to begin "
67631413.pdf,"AVIATION SAFETY ASSISTANT
","
Customer Service
Administrative Skills
Highly Motivated",", I have created and maintained several useful SharePoint Databases and
forms.
In order to maintain the reliability of the SharePoint I perform weekly backups, manage users and continuously add new features andinformation as needed while providing training to all employees on the "
38154903.pdf,"LEAD AEROSPACE ASSEMBLER
","
Critical Thinking
 
 Â  Â  Â  Â  Â  Â  Â  Â  Â Decision Making
Hand/Power Tools
 
 Thoroughly Inspects Work
Problem Solving
Time Management
Troubleshooting
Experience
Company Name
 
City
 
, 
State
 
Lead Aerospace Assembler
 
06/2016
 
to 
Current
Trained and led a team of six assemblers to quickly and efficiently build landing gear beams
EnsuredÂ all equipment was properly installed and "," and Training
Administration of Justice
 
2018
 
College of the Canyons
 
, 
City
 
, 
State
Projected Graudation Date: Summer 2018
Certificate
 
2012
 
Naval Fleet Training Center
 
, 
City
 
, 
State
Micro-miniature Electronics Repair
Certificate
 
2011
 
Center for Surface Combat Systems
 
, 
City
 
, 
State
Miniature Electronics Repair
Certificate
 
2011
 
Naval Air Technical Training Center
 
, 
City
 
, 
State
Aviation Electrician's Mate Strand
High School Diploma
 
2010
 
Diamond Ranch High School
 
, 
City
 
, 
State"
65219288.pdf,"ENTREPRENEUR GENERAL MANAGER
","
agency, balance, budgets, contracts, delivery, government, inventory, loss prevention, managing, meetings, access, personnel, policies, program
development, progress, safety, sales, training programs, transportation","
Bachelor
 
:
 
Public 
2
 
,
 
December 2007
 
Barry University
 
ï¼​ 
City
 
, 
State
 
Public 
2
"
38663892.pdf,"MANAGEMENT AND PROGRAM ANALYSIS
","
accounting, administrative, administrative duties, Analyst, Army, budgets, Budget, conferences, cost analysis, Credit, DTS, staff training, English,
financial, Financial Management 3, forecasting, forms, Funds, Letters, managing, meetings, Microsoft Excel, Excel, Microsoft Office, office 3,
office, Power point, Word, Oil, organizing, payroll, personnel, police, policies, processes, proposals, maintain records, Safety, SAP, scheduling,
statistics, Supervisor, surveys, Technician, answering phones, Phone, training programs, Type, typing","
Bachelor's Degree
 
: 
Human Services
 
01/2010
 
University of phoenix
 
City
 
, 
State
 
, 
United States
 
GPA: 
GPA: 3.4
 
GPA: 3.4 Credits Earned: 120.00
Human Services
Aviation Operation Specialist 06/13 GFEBS (SAP) Courses 01/11 36B Financial Management 3/10 Activity Managers/Budget Analyst Course
12/09
Microsoft Office 05/07 Microsoft Excel 05/07 AFCOS advance course 04/06
 
11/09
Languages
Languge_ English
Additional Information
Affiliations: Oklahoma National Guard - Soldier/ES Oklahoma National Guard Employee appreciation - President 
A_m_er_ic_an
Comptroller Division - Member Name
"
43720116.pdf,"GRADUATE ENGINEER
","
ADA, CAD, CSS, design software, EIT, Excel VBA, HTML, inspection, layout, macros, Excel, Powerpoint, Word, Microstation, producing,
Python, Safety, Fluent in Spanish, Transportation, Utilities, VBA, visual displays
Additional Information
Interests: Programming, Reading, Creative Writing, Rock Climbing","
Present
Master of Science
 
: 
Civil Engineering
 
New Jersey Institute of Technology
 
ï¼​ 
City
 
, 
State
 
Civil Engineering
October 2013
Bachelor of Science
 
: 
Civil Engineering
 
Rutgers University
 
ï¼​ 
City
 
, 
State
 
Civil Engineering 3.7/4.0
Achieved passing score on FE/EIT Exam 
*"
12239749.pdf,"SPECIALIST OF INFANTRY
","
Advanced vocabulary and reading comprehension skills.
College level mathematics skills: Intermediate Algebra and Statistics.
Collaborative and successful in team environments.
Client/customer focused.
Organized and task oriented.
Professional, responsible and dependable.
Typing (50 words a minute).
Professional Affiliations
Member, American Legion (Post 194- Mason, OH)"," specialist conversant with social and personal barriers to employment, civic life and independent living with demonstrated ability
providing community based services and support between community stake holders and the underemployed, military veterans, the disabled and
additional underserved groups.
Core "
49646155.pdf,"ENTREPRENEUR GENERAL MANAGER
","
balance budgets, contracts, delivery, inventory, managing, access, personnel policies, program development, safety, sales, trainer, training
programs, transportation","
December 2007
Bachelor
 
: 
Public Administration
 
Barry University
 
ï¼​ 
City
 
, 
State
 
Public Administration
June 2004
Associate
 
: 
Business Administration
 
Miami Dade College
 
ï¼​ 
City
 
, 
State
Course"
10189110.pdf,"PURCHASER / PRODUCTION COORDINATOR
"," 
x 
Expedite / AOG / Logistics 
x 
Customer Service 
x 
Finance / Accounting 
x 
Sales 
x 
Purchasing 
x 
Inventory Control
x 
Stores / Warehouse 
x 
Management 
x 
Shipping 
x 
Receiving 
x 
Bookkeeping Ability to act independently to determine methods and procedures on
new assignments. * Ability to respond consistently with a high degree of initiative to resolve issues or complex problems that may arise. * Ability to
maintain positive company image and brand. * Ability to perform ","
1/2010
Transportation 
Dangerous Goods 
Development Group 
Training Certificate
8/2009
Vision Airlines 
Maintenance Indoctrination Course 
Training Certificate
8/2009
Vision Airlines 
Reduced Vertical Separation Minimum 
Training Certificate 
(RVSM)
8/2008
Lake City 
Test of Basic Education (TABE) 
Community College 
Form 9, Level A, Score 12.9
12/2005
Federal Aviation 
Certificate of Training 
""Gold Award"" 
Administration 
Maintenance Technicians Awards Program
5/2001
State of Florida 
High School
 
Diploma
 
Department of Education
"
11137306.pdf,"SIMULATOR TECHNICIAN
","
Wiring Troubleshooting, Army Ethos and Structure, Basic forms Interpretation, logistics, Excel,Electronic Component repairs,Wire routing,
Interpretation of schematics, Soldering, supervisor Skills, Service and Field Technician Skills , Test Equipment Operation , troubleshooting,
Electrical upgrades, Wiring Diagnostics and Repair.","
GED
 
: 
2005
 
T.C.C South Campus
 
ï¼​ 
City
 
, 
State
 
, 
USA
 
GPA: 
GPA: 3.0
GPA: 3.0
Electronics Troubleshooting Diploma
 
: 
Avionics Electrical Technician
 
, 
2007
 
Army Aviation School of Logistics
 
ï¼​ 
City
 
, 
State
 
, 
USA
Minor in Avionics Operation and Theory and electronic troubleshooting.
3.0 GPA
Course"
13195436.pdf,"AVIATION MAINTENANCE EGRESS LEADING PETTY OFFICER LEADING PETTY OFFICER
","
book, C, Configuration Management, counseling, CPR, documentation, First Aid, instruction, instructor, interpretation, Leadership, Logistics,
Managing, Navy, Naval, personnel, pick, quality, quality assurance, QA, Safety, team","
Specialized Military Schools/Training: Advanced Environmental Control and Safety Equipment Maintenance and Troubleshooting; Navy Course:C-555-0056, ALSS Configuration Management, Navy Course: C-555-0046, Nalcomis OOMA QA Administration, 
Leadership Techniques
Advanced and Primary; Quality Assurance Safety Observer; Gas Free Engineering; "
82738323.pdf,"AVIATION MECHANIC
","
Licensed FAA rated Airframe and Powerplant (A&P) Technician
Yellow Belt Lean 6 Sigma Certified
Five years of "," and Training
High School Diploma
 
2011
 
Hagerty High School
 
, 
City
 
, 
State
 
, 
USA
H-1 Powertrain
 
2011
 
Center Naval Aviation Technical Training
 
, 
City
 
, 
State
 
, 
USA
Graduated top in class
Honor Graduate
A&P License
 
2016
 
Bakers School of Aeronautics
 
, 
City
 
, 
State
 
, 
USA"
28020046.pdf,"PRODUCTION EXCELLENCE SPECIALIST
","
Client Relations Software: Dynamics CRM
Desktop Publishing Software: Photoshop, Illustrator
Microsoft: MS Access, MS Excel, MS Outlook, MS Power Point, Microsoft Publisher, MS Word
Business Management Software: ERP - NetSuite","
University of Maryland University College
 
2002
 
Bachelor of Science
 
: 
Information Systems Management
 
Information Systems Management
Languages
English - Fluent (Read, Write and Speak)
Spanish - Fluent (Read, Write and Speak)
Mandarin Chinese - Basic Conversational (Speak)
German - Basic Conversational (Speak)
"
17008356.pdf,ACCOUNT ,"
B2B Strategic Selling
Business Development and Planning
Territory Management
Market Research
Negotiation
Time Management
Growth Oriented
Work History
Account Executive
 
, 
10/2017
 
to 
01/2019
 
Company Name
 
â€“ 
City
 
, 
State
 
Expanded YOY revenue by $734k from 2017-2018, resulting in 61.16% increase
Used consultative sales approach to understand and meet customer needs
Performed cold-calling and follow-ups with leads to secure new revenue
Set up appointments with potential and current customers to discuss new products and services
Negotiated with established and developing customers to secure profitable rates and client satisfaction
Account Manager
 
, 
04/2015
 
to 
08/2017
 
Company Name
 
â€“ 
City
 
, 
State
 
Increased sales by 151.66% YOY with execution of full sales cycle processing from initial lead processing through conversion and closing
Utilized consultative sales approach to identify, solicit, and secure new business from existing and new customers
Thoroughly analyzed issues and clearly communicated solutions to customers
Successfully sold to varying sized companies, such as manufacturers, distributors, big box retail vendors, and to all levels within an
organization
Operations Manager
 
, 
12/2014
 
to 
04/2015
 
Company Name
 
â€“ 
City
 
, 
State
 
Increased productivity by 21% while simultaneously reducing head count by 10%
Achieved and surpassed production targets through effective staff management, task allocation and materials coordination
Trained, mentored and supported high-performing team, providing regular performance review, feedback and coaching in deficient areas
Managed profit and loss by following cash control procedures, maintaining inventory, managing labor and reviewing financial reports
Operations Supervisor
 
, 
03/2014
 
to 
12/2014
 
Company Name
 
â€“ 
City
 
, 
State
 
Increased employee efficiency 14% by recognizing ","
B.S.
 
: 
Business Management
 
, 
04/2013
 
Southern Illinois University
 
- 
City
 
MBA
 
: 
Business Management
 
Strayer University
 
- 
City
 
Core Compentencies
B2B Strategic Selling
Business Development and Planning
Territory Management
Market Research
Negotiation
Time Management
Growth Oriented
"
