FileNumber,Role,Skills,Education
28949406.pdf,"ASSISTANT MANAGER/ SALES AND RELOCATION SPECIALIST
","
Office Administrative tasks: filing, market analysis, marketing plans, outreach marketing, answering multi-line phones, appointment
scheduling, billing and collections, typing.
Microsoft Office: Word, Access PowerPoint, Excel, Outlook, and Publisher.
Mac Office Suit: Pages, Numbers, and Keynote
Proprietary Programs: RealPage/Onesite, ADP E-Time Management, Key-Trac System, Blue Moon, LeasingDesk, Weblisters, Property
Solutions, LRO, MRI, SafeRent, and Yardi.
Technology and Drafting Software: Revit BIM, AutoCAD, Windographer, C+ and C++ programming languages.
Accomplishments
I have received ""Exceeds Expectations"" on my end of year performance reviews with Ginkgo Residential and Fairfield Residential.
Volunteering
Volunteered with Watauga Extension teaching ESL (English as a Second Language) to migrant farm ","
BSBE
 
, 
Information Technology
 
Present
 
East Carolina University
 
ï¼​ 
City
 
, 
State
(Online BSBE)
Bachelor of Science
 
, 
Appropriate Technology
 
May 2012
 
Appalachian State University
 
ï¼​ 
City
 
, 
State
Renewable Energy and Green Technologies
High School Diploma
 
, 
College Prep
 
May 2005
 
Parkwood High School
 
ï¼​ 
City
 
, 
State
"
34544955.pdf,"INTERNATIONAL CODE COUNCIL (ICC) SPECIAL INSPECTOR AND CONSTRUCTION MATERIALS TECHNICIAN (CMT)
","
Proficient in Microsoft Windows, Word, Excel.
General knowledge of GAAP that continues to grow through hard
","
High School Diploma
 
: 
College Preparation
 
1999
 
Eisenhower High School
 
City
 
, 
State
 
, 
USA
National Honors Society- GPA:Â  3.6/4.0.
Academic Athlete Award, and Captain of Football Team.
Future Business Leaders of America.
Industrial Technology 
2002
 
Western Washington University
 
City
 
, 
State
 
, 
USA
98 credits earned.
Associate of Arts
 
: 
Pre-Business
 
2015
 
Yakima Valley Community College
 
City
 
, 
State
 
, 
USA
GPA: 3.7/4.0, President's list, spring 2015.
Bachelor of Science
 
: 
Accounting
 
2017
 
Central Washington University
 
City
 
, 
State
 
, 
USA
CWU Junior status- GPA: 3.0/4.0, with 156 total credits earned.
Accounting Major-Cyber Security Minor, "
51638201.pdf,"CONSTRUCTION MANGER III
","
administrative, Blueprint, Budget analysis, Budget development, budgets, budget, interpersonal communication, Compliance Manager, conflict
resolution, CPR certified, client, customer satisfaction, Excellent customer service, Dependable, design and construction, detail-oriented, direction,
energy conservation, equipment maintenance, first aid, information technology, managing, market, materials, meetings, MS Excel, MS Word, multi-
tasking, net","
High School Diploma
 
1991
 
El Dorado High School
 
, 
City
 
, 
State
"
27246366.pdf,"SENIOR CONSTRUCTION MANAGER
Senior Construction Manager
","
Customer Service Satisfaction
Project Management
Multi Task Management
Expense Control
Soft Account budgeting","
Bachelor of Science
 
, 
Construction Management Technology
 
1993
 
Ohio State University
 
ï¼​ 
City
 
, 
State
 
, 
United Staes
Course"
12212468.pdf,"ASSISTANT PROJECT MANAGER/DESIGN BUILD CONSTRUCTION COORDINATOR
","
bridges, contracts, delivery, direction, Engineer, framing, HVAC, lighting, managing, materials, access, 3.1, Net","
1999
B.S
 
: 
Civil Engineering
 
University of Kentucky
 
ï¼​ 
City
 
, 
State
 
, 
US
Civil Engineering Clara Newsom
Assistant Project Manager
"
26091595.pdf,"CONSTRUCTION COORDINATOR
","
Construction Management
Multitasking
Project tracking and record keeping
Net","
High School Diploma
 
: 
General
 
1986
 
Exeter High School
 
City
 
, 
State
Electrical Engineering
 
Pennsylvania State University
 
City
 
, 
State
"
23818675.pdf,"CAD/GIS DESIGN SPECIALIST
","
Blueprint reading (20+ years), Documentation (20+ years), Problem Solving (20+ years), Effective Communication (20+ years), Inspection
Scheduling and Coordination (10+ years), Pay Estimates and Pay Apps (10+ years), Knowledge of applicable building codes and interpretation
(8 years), Estimating (20+ years), Contract Negotiations (2 years), Survey Layout Calculations (20+ years), AutoCAD (20+ years), Microstation
(20+ years), Microsoft Word (20+ years), Microsoft Excel (20+ years), Microsoft Outlook (20+ years), Microsoft PowerPoint (5 years),
Microsoft Project (3 years), Adobe Acrobat (10+ years), Supervisory Experience (10+ years), Project Management (10+ years), ArcGIS (6
years)","
Bachelor's Degree
 
, 
Construction Management
 
2017
 
Everglades University
 
ï¼​ 
City
 
, 
State
current enrollmentcurrent enrollment
Certificate
 
, 
Surveying
 
2006
 
Southern Illinois University
 
ï¼​ 
City
 
, 
State
Certificate of Completion (21 credit hours) in Land Surveying
Associate of Arts
 
, 
Construction Technology
 
1992
 
Parkland College
 
ï¼​ 
City
 
, 
State
"
19364677.pdf,"FACILITIES DESIGN AND CONSTRUCTION PROJECT MANAGER
","
Accomplished and driven project manager delivering managerial oversight to a construction project or series of construction projects. Proven track
record leading overall direction, administration, completion, and financial outcome of projects, with expertise in healthcare construction. Proficient
managing large project teams including stakeholders, architectural and engineering teams, general contractors, and contracted consultants. Skillful
in developing project scope, budget and schedule, to establish operational priorities and maintain strong relationships.",", including Project Management "
30397268.pdf,"ADMINISTRATIVE ASSISTANT
","
Spreadsheet Management
Program Files Maintenance
Advanced MS Office Suite Knowledge
Customer & Client Relations
Multi-line Telephone Systems
Office & Team Management
AVImark Veterinary Software Knowledge
AutoCAD Software Knowledge
FoxitPDF Software Knowledge
Sales & Marketing
File Conversion & Sharing
Expense Reporting
Invoice Processing
Transcription & Dictation
90 WPM Typing Speed
Residential Painting & Preparation
Heavy Equipment Operations
Flooring Removal & Installation
Data Entry
Telemarketing
Billing & Collections
Cloud Database Management
Cash Register Operations
Inventory Management & Support
Contract Negotiations
Project Management
Business Correspondence
Contract Preparation
Recordkeeping
Purchase Order Preparation
Conference Planning
Work History
Administrative Assistant
 
04/2019
 
to 
11/2020
 
Company Name
 
â€“ 
City
 
, 
State
 
Supported efficient Zoom & conference call meetings by organizing materials, documenting discussions and distributing meeting notes.
Developed and updated spreadsheets and databases to track, analyze, and report on performance, sales, and project data using MS Excel.
Managed company Cloud and Zoho databases for both international and domestic office locations, converting complex data into easy-to-
interpret data.
Sorted and distributed office mail and recorded incoming shipments for corporate records.
Processed invoices and expenses using MS Excel and FoxitPDF software to facilitate on-time payment.
Developed and updated record filing system on office servers to improve document organization and management.
Performed general office duties, including but not limited to handling inter-office and customer emails, sending and receiving faxes, answering
multi-line phone system & routing calls, delivering messages to staff, maintaining office petty cash and recording transactions, managing
payments and orders of all office bills and supplies, creating and updating physical records and digital files on office servers.
Maintained staff and customer directories and company policy handbook for human resources department using MS Publisher, MS Word.
Prepared and edited bid requests, proposals, purchase orders, project specs, transmittals, RFI's, extra ","
Liberal Arts And Sciences
 
Jefferson State Community College
 
- 
City
 
, 
State
Completed one year of studies maintaining 3.7 GPA, but did not obtain a degree.
Standard Diploma
 
: 
General Studies
 
05/2004
 
Springville High School
 
- 
City
 
, 
State"
21586858.pdf,"SENIOR CONSTRUCTION MANAGER
",,"
BA
 
:
 
Business Administration
 
1998
 
Old Dominion University
 
, 
City
 
, 
State
Business Administration
High School Diploma
 
1993
 
First Colonial High School
 
, 
City
 
, 
State
Honors Graduate
Certifications
CFC Certification
Certified Lead Renovator
Storm Water Pollution Prevention
IICRC Certification
HVAC 1 & 2 ( AES NORFOLK)
CPR & First Aid RLD Certification
OSHA 30
Awards and Recognition
Manage construction of 2 showcase home in Homearama for Dragas Homes, 2000.
Participated in the construction of Two Habitat for Humanity homes in Portsmouth, Virginia with Centex Homes, 2005.J.D Power and Associates award winner for customer service, new home construction 2006.
Assist Sales and Marketing departments capture sales to be #1 in the Nation two consecutive years in the Hampton Roads Division of
Centex Homes 2006 &2007.
Successfully managed the construction of over 500 homes while never missing a projected closing date and finishing homes at or under
budget.
Technical Expertise
Construction Project Management
Project Planning and Execution
Purchasing and Estimating
Blueprint Revisions
Budget Management
Materials Management
Trade Partner, Subcontractor and Customer Relations
Microsoft Office
Microsoft Project
AutoCAD
SAP Construction Management Software"
10149490.pdf,"NEW CONSTRUCTION / AFE MAINTENANCE MANAGER
","
Site Safety /Â Safety Standards, Site Assessments, Liaison, Operations, Environmental Compliance, Mentoring, Site Assessments, Budget
/Â Forecasts, Construction Schedules / Integration, Contracts, Cost Control, QA/QC, Emergency Response, Leadership Skills, Proactive
Problem Solving, Self Motivated, Team Building, Team Player, Excellent Written skills, Industrial Maintenance.","
High School Diploma
 
:
 
Industrial Maintenance Mechanic
 
De Anza High School
 
, 
City
 
, 
State
 
, 
US
 
High School Diploma- Industrial Maintenance
Mechanic De Anza High School- El Sobrante, CA, USA
"
78298706.pdf,"CONCRETE LABORER/FINISHER/OPERATOR
","
Forklift Operation
Power Tools
Cleaning
Commercial Construction
Heavy Lifting
Predictive and Preventive Maintenance
Materials Packing
Concrete Mixing
New Construction","
High School Diploma
 
, 
05/2003
Escambia High School
 
-
 
City
 
, 
State
"
39908485.pdf,"PROJECT MANGER/LEAD SUPER
","
Construction Estimating / Management
Procore Project Management
Primavera Project Scheduling P2
Microsoft Word, Microsoft Excel, Microsoft Project
Field Operations / Inspections
Troubleshooting/ Problem Solver
Quality Control / Inspection
Team Building / Leadership
Project Coordination / Development
OSHA Regulation / Project Safety
Cost / Profit Analysis
Civil Engineering
Project Planning and Development
Project supervision
Work History
Project Manger/Lead Super 
, 
09/2017
 
to 
Current
 
Company Name
 
â€“ 
City
 
, 
State
 
Â· Spearheaded Construction and completion of $65 Million Honors Dollars Living Learning Community. This is five-story, 153,670 SF.
Urban infill building, at Newark campus of Rutgers University. Facility provides 391 beds for students in variety of configurations including:
double occupancy rooms, studios, and one- and two-bedroom apartments. It also includes classroom and academic support spaces,
25,000 SF of ground floor retail, and 5-story, precast concrete, 74,000 SF parking garage with 330 parking spaces
Â· Preemptively planned ","al
(schools/universities/dormitory) settings. Approaching projects holistically, punctually and efficiently. Have the knowledge and "
14900898.pdf,"CONSTRUCTION MANAGER
","
?
Strong Leadership, Strong Computer skills, Cost control, scheduling, managing a team, procurement, estimating, scheduling, coordinate and
manage staff meetings. Â Very knowledge in theÂ Pipe line, Tanks, Facilities, Mechanical, Civil, Instrumentation.I have a strong understanding of safety requirements.
The one thing and most important I have the ability to understand how important it is to keep a strong relations ship with the owner and the
engineers of the project.
Thank you foryour consideration I look forward from hearing from you.","
High School Diploma
 
: 
12
 
Jones High
 
- 
City
 
, 
State
 
, 
usa
26 years in the industry from the ground up and the last 15 years as a Project Construction Manager.
I learned the industry from the field and today I have 15 years of Managing the projects and a real good track record.
"
26509539.pdf,"CONSTRUCTION INSTALLER
","
accruals, Adobe suite, Adobe Photoshop, Auto-Cad, budget, content, contract negotiations, contracts, copying, CPR Certified, client, fax, faxing,
financial planning, forecasting, forklift, human resources, inventory management, inventory, Invoice preparation, Kronos, Layout, LAW, legal,
Director, mail sorting, managing, materials management, mathematics, Max, Microsoft Certified, Excel, Office, Microsoft Office XP, Outlook,
Windows 7, 2000, Net","
High School Diploma
 
1995
 
Business Management LA Valley College San Fernando High School
 
City
 
, 
State
"
12695537.pdf,"UTILITY ENGINEER
","
acid, budget, Calculus I, Chemistry, interpersonal skills, content, Design Software, economic analysis, Economics, Engineer, experiment,
experiments, flash, Imaging, inspection, letters, materials, Materials Science, Matlab, Mentor, Microsoft Office, PhD, Platinum, Process Control,
Quick learner, Research, safety, Self-motivated, Simulation, Transportation","
May, 2014
City College of New York
 
B.E
 
: 
Chemical Engineering Chemistry, Mathematics
 
Chemical Engineering Chemistry, Mathematics 3.3
Affiliations
Member of American Institute of Chemical Engineers, (AIChE) Member of Omega Chi Epsilon Honors Society Member of Society of Women
Engineers President- Chemistry Club, Fall 2011 Secretary- Physics Club, Spring 2011
"
12693146.pdf,"SUPERINTENDANT
",,"
ITT TECH 
2013
 
Bachelor of Science
 
: 
Construction Management 
City
 
, 
State
 
, 
U.S"
29193505.pdf,"CONSTRUCTION MANAGER II
","
Managing large crews
Forklift and HAZMAT certified
Safe job site set-up
Power and hand tool operation
Organized and detail-oriented
Quality control
Baseline schedules creation
Blueprint fluency
MS Office proficient
Superb management skills
Accomplishments
Held a 96% success rate on assigned projects.
Led the construction of a new 146 Wireless construction project.
Trained and mentored over 23 construction "," and Training
Lubbock Christian University
 
City
 
, 
State
 
Completed 20 semester hours of undergraduate course "
93436805.pdf,"PERSONAL ASSISTANT/INTERN TO DEPUTY MINISTER OF CONSTRUCTION AND HOUSING- SIERRA, E. A.
","
People skills; Interpersonal and communication, client/employee/student relations, customer service, team building, cultural diversity ","
Master of Arts
 
:
 
Economics & Community Development
 
2015
 
Pennsylvania State University
 
, 
City
 
, 
State
GPA: 4.0
Bachelor of Arts
 
:
 
International Relations; Spanish Language
 
2008
 
George Mason University
 
, 
City
 
, 
State
GPA: 3.2
"
14585273.pdf,"CONSTRUCTION SERVICES PROJECT MANAGER
","
Asset Management, budgeting, Computer literateÂ  in MS Office, WordÂ Excel PowerPoint, crisis management, Due Diligence, Finance, New
construction, remodeling renovation and remediation, staffing, personnelmanagement, insurance claims, legal, marketing, project design, project
analysis, purchasing, Real Estate Valuation","
Bachelor of Science
 
DELAWARE VALLEY COLLEGE
 
ï¼​ 
City
 
, 
State
 
AIG Property Seminar ICLE & Goldshore & Wolf Seminar ""Funding &
Developing Properties"" Kronish Lieb Weiner & Hellman, LLP Seminar ""Insurance Coverage for Business With Environmental Concerns"" Seminar
sponsored by the NJ Dept of Economic Development, ""Brownfields to Greenfields"" Asset Management and Disposition Seminars sponsored by
the FDIC/RESOLUTION TRUST CORPORATION, Valley Forge, PA including: Asset Management and Disposition Guidelines, Appraisal
Standards, Environmental Review Procedures, Commercial Financing, Commercial Credit Underwriting, Due Diligence Review Procedures, Loan
Valuation Analysis and Property Management.
"
24770846.pdf,"CONSTRUCTION SAFETY MANAGER
","
â€¢ Building inspector ICC/IBC and ICC/IRC
â€¢ NAVFAC Army Corps Engineering Contractor Quality ManagementÂ CQM)Â 
â€¢ Electrical Safety High Voltage & Low VoltageÂ 
â€¢Â Overhead Cranes & Jib Hoist Inspectionâ€¢ NFPA 70E Electrical SafetyÂ 
â€¢Â Grounding and Bonding Electrical Systems"," and team building abilities in safety. I will aid
in the most effective implementation of procedures to my fullest ability.
"
17570634.pdf,"COMMERCIAL PROJECT MANAGER AND CONSTRUCTION MANAGER
","
account management, backup, broadband, budget, Check Point Certified Security Administrator, charts, closing, Computer hardware, hardware,
computer net","
Bachelor of Science
 
: 
Technical Management
 
DeVry University
 
- 
City
 
, 
State
 
Technical Management
Associate of Science
 
: 
Computer Net"
22019500.pdf,"CONSTRUCTION MANAGER
","
acquisitions, budget preparation, budgets, budget, cables, Cable, coaching, continuous improvement, CPR, customer service, documentation,
drafting, engineer, filing, First Aid, forms, frame, inventory, Inventory Control, invoicing, marketing, materials, Meetings, office, win, monitors,
Operations management, personnel, presentations, pricing, processes, Program Development, progress, Project Management, proposals, quality,
Radio, Safety, Supervision, system design, technician, Telecommunications, telephony, Transmission, upgrade","
2002
Bell Labs Technical: 
Telecommunications Houston TX Harris County
1976
High School Diploma
 
Bishop Forest High School
General Schulenburg TX Fayette County
Affiliations
Communications "
48549972.pdf,"CONSTRUCTION SAFETY OFFICER
","
audit reports, CPR, filing, Forklift, office, office management, personnel, policies, Risk Analysis, Safety, unique","
Associate degree
 
, 
Risk Management
 
2008
 
Barrington College
 
ï¼​ 
State
 
Risk Management
Associate's Degree
 
, 
Construction Administration
 
1998
 
Ullman Community College
 
ï¼​ 
City
 
, 
State
 
Construction Administration
Certifications
Construction Safety * Employee Claim Processing * Certified Fire Fighter and CPR Trained * Forklift CertifiedTWIC OSHA 500 Authorized
Construction Trainer OSHA Authorized Disaster Site TrainerHAZMAT Certified National Safety Council CP NSC First Aid Instructor
Certification ITT â€“ Baton Rouge, LA â€“ Completed courses inBasic PipefittingBasic OperationsInstrumentation 
Various Other Training
Programs, includingOccupational Safety/Health Standards in Construction Industry Louisiana Building & Construction Trades Council Safety
Council CourseFirefighting
"
24740005.pdf,"CONSTRUCTION MANAGEMENT- ASSISTANT
","
Project Management
Budget & Finances
Personnel Acquisition & Training
Team Management
Customer Relations
Site Management
New Business Development
Value Engineering
Procurement
Oral and written communication
Business writing
Work History
Construction Management- Assistant
 
, 
01/2017
 
to 
Current
 
Company Name
 
â€“ 
City
 
, 
State
 
Assisted in supervision of all on-site construction which included scheduling of sub-contractors, ordering materials, obtaining permits,
resolving problems at job site, and inspecting construction ","
Bachelor of Arts
 
: 
Business Administration And Management
 
College of Southern Nevada
 
- 
City
 
Certificate
 
: 
Construction Management
 
, 
2019
 
Turner Construction Management Program
 
- 
City
 
Certificate
 
: 
LEED Certification
 
, 
2019
 
Kirksey Acrchitecture
 
- 
City
 Certificate
 
: 
Real Estate
 
, 
2018
 
Champions
 
- 
City
 
Project Management Course"
16378091.pdf,"HORIZONTAL CONSTRUCTION ENGINEER
","
Administrative, cash register, closing, coach, SC, credit, customer relations, customer service, equipment operator, Fast, filing, inventory,
Weapons, Nursing, organizing, policies, POS, quick, Restaurant operations, sales, supervisor, team player",
35971546.pdf,"CONSTRUCTION INSPECTOR
","
AutoCAD, billings, budgets, budget, Interpersonal/Communication, Construction Manager, content, contract management, contract administration,
contracts, decision making, delivery, documentation, engineer, senior management, features, insurance, logic, managing, materials, meetings,
Microsoft office, office, Microsoft Project, Micro station, net","
Master of Science
 
: 
Construction Engineering and Management
 
, 
May 2016
 
The University of Texas
 
ï¼​ 
City
 
, 
USA
 
GPA: 
GPA: 3.54/4.0
Construction Engineering and Management GPA: 3.54/4.0
Bachelor of Technology
 
: 
Civil Engineering
 
, 
May 2013
 
Jawaharlal Nehru Technological University
 
India
 
Civil Engineering
Certifications
Construction Manager In Training(CMIT) License: 184492 *OSHA 10-Hour 
*OSHA 30-Hour
"
30311725.pdf,"SENIOR PROJECT MANAGER
","
Advanced problem solving
Project planning and development
Finance and accounting
Employee relations
Team buildingÂ 
Negotiations expert
Strategic planning
Contract review and recommendations
Work History
Company Name
 
Senior Project Manager
 
| 
City
 
, 
State
 
| 
August 2017
 
- 
Current
Opening of Denver Operations for McCauley Constructors Establishing protocols, procedures and reporting mechanisms for a satellite
location Procurement and management of teams to establish a stand-alone profit center Act as the liaison with main company office
representatives to provide information on activities of the satellite location Actively project manage 3 to 5 projects in the $5 toÂ​ $10 million
range.
Monitored the market to capitalize on the latest trends.
Supervised the "," for all onsite crew members.Â 
Company Name
 
Project Manager
 
| 
City
 
, 
State
 
| 
April 1999
 
- 
December 2002
Kept meticulous records of all costs and expenses and analyzed that data against the budget.
Managed between 10 to 20 projects per year.
Directed changes to the project scope and cost and implemented appropriate change management processes to keep the project on track.
Provided outstanding service to clients to not only maintain but to extend the relationship for future business opportunities.
Conducted meetings with clients to determine project intent, requirements and budgets.
Company Name
 
Project Manager
 
| 
City
 
, 
State
 
| 
April 1997
 
- 
March 1999
Conducted meetings with clients to determine project intent, requirements and budgets.Conducted meetings with clients to determine project intent, requirements and budgets.
Maintained project schedules by managing timelines and making proactive adjustments.
Directed changes to the project scope and cost and implemented appropriate change management processes to keep the project on track.
Performed regular job site observations to provide direction for all general contractor personnel.
Conducted all critical pre-installation conferences with subcontractors, consultants and manufacturer's representatives.
Education
Masters of Real Estate & Construction Management
 
Construction Management
 
University of Denver
 
City
 
, 
State
 
| 
1995
 
Construction
Management
BBA
 
Business Management
 
East Tennessee State University
 
City
 
, 
State
 
| 
1991
 
Business Management
"
