FileNumber,Role,Skills,Education
29999135.pdf,"STAFF ACCOUNTANT
TAM
 
BUI
","
Self-motivated
Budgeting and finance
Strong verbal communication
Conflict resolution
Powerful negotiator
Extremely organized
Self-motivated
Budgeting and finance
Strong verbal communication
Conflict resolution
Powerful negotiator
Extremely organized
Self-motivated
Budgeting and finance
Strong verbal communication
Conflict resolution
Powerful negotiator
Extremely organized
Work History
Staff Accountant
 
Jan 2005
 
- 
Current
 
Company Name
 
City
 
, 
State
 
Maintain general ledger to include the preparation of journal entries, coding of invoices, accounts analysis and reconciliation, closing books
monthly, balance sheet and income statement reconciliations Resposible of the AR and AP processes and the timely collection of
receivables and resolution of issues/discrepancies File 1096 and 1099's forms and reports with government agencies annually Perform
general accounting and other related duties in the daily administration of Accounting department Perform bank reconciliation monthly, verify
all deposits, and address questions and problems from banking institutions Prepares weekly cash activities and monthly cash flows forecast
to help the upper management team with financial budget planning Reports and bank reconciliations; uses online banking tools to ensure
accurate report preparation and timely identification of exception items, as necessary.
Assist in preparation of monthly financial reports to include preparation of monthly balance sheet and income statement Prepare timecards
for company payroll and other temporary agencies Maintain and set up new customers/vendors accounts.
Staff Accountant
 
Jan 2005
 
- 
Current
 
Company Name
 
City
 
, 
State
 
Maintain general ledger to include the preparation of journal entries, coding of invoices, accounts analysis and reconciliation, closing books
monthly, balance sheet and income statement reconciliations Resposible of the AR and AP processes and the timely collection of
receivables and resolution of issues/discrepancies File 1096 and 1099's forms and reports with government agencies annually Perform
general accounting and other related duties in the daily administration of Accounting department Perform bank reconciliation monthly, verify
all deposits, and address questions and problems from banking institutions Prepares weekly cash activities and monthly cash flows forecast
to help the upper management team with financial budget planning Reports and bank reconciliations; uses online banking tools to ensure
accurate report preparation and timely identification of exception items, as necessary.
Assist in preparation of monthly financial reports to include preparation of monthly balance sheet and income statement Prepare timecards
for company payroll and other temporary agencies Maintain and set up new customers/vendors accounts.Sr. Accountant
 
Jun 2017
 
- 
Current
 
Company Name
 
City
 
, 
State
 
Validate and process Warranty/Royalty claim accounts for payment requests
Update and maintain inventory standard cost for all divisions
Reconcile travel expense reports and prepare check request for reimbursement
Prepare shipments cutoff tests for month end closing
Interact with internal and external clients, vendors, partners and other key stakeholders. Apply best practices in credit and collections to
meet business needs and objectives.Â 
Reconcile commercial & military customer accounts.
Â Contact customers to collect overdue accounts. Report the reasons for late payments and escalate within the organization to help achieve
a timely resolution.
Reconcile account receivables/inter-company sales and prepare journal entries for month end closing
Staff Accountant
 
Jan 2005
 
- 
Current
 
Company Name
 
City
 
, 
State
 
Maintain general ledger to include the preparation of journal entries, coding of invoices, accounts analysis and reconciliation, closing books
monthly, balance sheet and income statement reconciliations Resposible of the AR and AP processes and the timely collection of
receivables and resolution of issues/discrepancies File 1096 and 1099's forms and reports with government agencies annually Perform
general accounting and other related duties in the daily administration of Accounting department Perform bank reconciliation monthly, verify
all deposits, and address questions and problems from banking institutions Prepares weekly cash activities and monthly cash flows forecast
to help the upper management team with financial budget planning Reports and bank reconciliations; uses online banking tools to ensure
accurate report preparation and timely identification of exception items, as necessary.
Assist in preparation of monthly financial reports to include preparation of monthly balance sheet and income statement Prepare timecards
for company payroll and other temporary agencies Maintain and set up new customers/vendors accounts.
Sr. Accountant
 
Jun 2017
 
- 
Current
 
Company Name
 
City
 
, 
State
 
Validate and process Warranty/Royalty claim accounts for payment requests
Update and maintain inventory standard cost for all divisions
Reconcile travel expense reports and prepare check request for reimbursement
Prepare shipments cutoff tests for month end closing
Interact with internal and external clients, vendors, partners and other key stakeholders. Apply best practices in credit and collections to
meet business needs and objectives.Â 
Reconcile commercial & military customer accounts.
Â Contact customers to collect overdue accounts. Report the reasons for late payments and escalate within the organization to help achieve
a timely resolution.
Reconcile account receivables/inter-company sales and prepare journal entries for month end closing
Sr. Accountant
 
May 2005
 
- 
Jun 2017
 
Company Name
 
City
 
, 
State
 
Maintain general ledger to include the preparation of journal entries, coding of invoices, accounts analysis and reconciliation, closing books
monthly, balance sheet and income statement reconciliations Resposible of the AR and AP processes and the timely collection of
receivables and resolution of issues/discrepancies File 1096 and 1099's forms and reports with government agencies annually Perform
general accounting and other related duties in the daily administration of Accounting department Perform bank reconciliation monthly, verify
all deposits, and address questions and problems from banking institutions Prepares weekly cash activities and monthly cash flows forecast
to help the upper management team with financial budget planning Reports and bank reconciliations; uses online banking tools to ensure
accurate report preparation and timely identification of exception items, as necessary.
Assist in preparation of monthly financial reports to include preparation of monthly balance sheet and income statement Prepare timecards
for company payroll and other temporary agencies Maintain and set up new customers/vendors accounts.
Controller Assistant
 
Jan 1999
 
- 
Jan 2004
 
Company Name
 
City
 
, 
State
 
Worked directly with controller in preparation for monthly and yearly financial statements.
Assisted all the accounting field such as Accounts Payable, Accounts Receivable, Prepaid accounts.
Bank Reconciliation for monthly, quarterly, and year end.
Assisted on cash collection.
Controller Assistant
 
Jan 1999
 
- 
Jan 2004
 
Company Name
 
City
 
, 
State
 
Worked directly with controller in preparation for monthly and yearly financial statements.
Assisted all the accounting field such as Accounts Payable, Accounts Receivable, Prepaid accounts.Bank Reconciliation for monthly, quarterly, and year end.
Assisted on cash collection.
Sr. Accountant
 
Jun 2017
 
- 
Current
 
Company Name
 
City
 
, 
State
 
Validate and process Warranty/Royalty claim accounts for payment requests
Update and maintain inventory standard cost for all divisions
Reconcile travel expense reports and prepare check request for reimbursement
Prepare shipments cutoff tests for month end closing
Interact with internal and external clients, vendors, partners and other key stakeholders. Apply best practices in credit and collections to
meet business needs and objectives.Â 
Reconcile commercial & military customer accounts.
Â Contact customers to collect overdue accounts. Report the reasons for late payments and escalate within the organization to help achieve
a timely resolution.
Reconcile account receivables/inter-company sales and prepare journal entries for month end closing
Skills
Accounts Payable, bank reconciliations, Bank Reconciliation, financial reports, financial statements, general ledger
Education
Bachelor of Business Administration Degree
 
: 
Accounting Business Administrative
 
1999
 
Western Michigan University
 
City
 
, 
State
 
Accounting Business Administrative
Bachelor of Business Administration Degree
 
: 
Accounting Business Administrative
 
1999
 
Western Michigan University
 
Accounting Business Administrative","
Bachelor of Business Administration Degree
 
: 
Accounting Business Administrative
 
1999
 
Western Michigan University
 
City
 
, 
State
 
Accounting Business Administrative
Bachelor of Business Administration Degree
 
: 
Accounting Business Administrative
 
1999
 
Western Michigan University
 
Accounting Business Administrative"
25067742.pdf,"ACCOUNTANT
","
General Accounting, accounts payable, accounts receivable, Microsoft office, Outlook, Windows XP, Word, 
Excel, Quickbooks Enterprise 17.0,","
Accounting
 
Phoenix University/US-Florida-Miami
 
Accounting - Present
2003
Sheridan Technical Center/US-Florida-Miami Certificate - Bookkeeping Fundamentals
CUC University /Colombia
1998
Bachelor Arts Degree
 
: 
Business Administration
 
Business Administration
Reference
Laurel Harris President at Stellarhead (646) 382-8408
David Walton 
Vice president of Operation at Dogmatic (917) 671-6798
Languages
Fluent in Spanish
"
25462793.pdf,"ACCOUNTANT
","
Account Reconciliations, accounting, accounting systems, Accounts Receivable, accruals, AP, AR, Attention to Detail, bookkeeping, budget, cash
flow, oral communication, Certified Public Accountant, CPA, clients, ERP, financial, Financial Statement Preparation, general ledger, General
Ledger Accounting, GL, Government, Microsoft Office programs, Microsoft Windows, operating systems, payroll, presentations, processes,
recording, reporting, Sales, surveys, Tax, Tax Preparation, tax returns, written
Additional Information
Volunteer Service Fall 2011-Present Local Cub Scout Pack & Boy Scout Troop - Boy Scouts of America Pack Committee Chair, Den
Leader, Fundraising Chair, Merit Badge Counselor","
Certified Public Accountant 
Colorado License Number 25320
Colorado State University
 
May 2005
 
M.S
 
: 
Business Administration Accounting
 
City
 
, 
State
 
Business Administration Accounting
Certificate in Taxation
Regis University
 
May 2003
 
B.S
 
: 
Accounting
 
Accounting
University of Colorado at Boulder
 
August 1998
 
B.S
 
: 
Business Administration
 
Business Administration
Interests
Fall 2011-Present Local Cub Scout Pack & Boy Scout Troop - Boy Scouts of America Pack Committee Chair, Den Leader, Fundraising Chair,
Merit Badge Counselor
"
17556527.pdf,"ACCOUNTANT
"," Competencies Proficient in data entry and management 
* Ability to maintain a high level of accuracy in preparing and
entering financial information * Ability to ","
M.Com (Master of Commerce)
 
University of Kerala
 
India
B.Com (Bachelor of Commerce)
 
Mahatma Gandhi University
 
ï¼​ 
State
 
, 
India
Certifications
Personal Profile Nationality 
: 
Indian 
******Driving License 
: 
UAE 
Visa Status 
: 
Husband's Sponsorship 
******Languages known 
: 
English,
Hindi, Malayalam Availability 
: 
Immediate
"
39674178.pdf,"STAFF ACCOUNTANT
","
BudgetÂ Analsis
Budget Development
Budget Forcasts
Professional Experience
01/2015
 
to 
01/2016
Staff Accountant
 
Company Name
 
ï¼​ 
City
 
, 
State
Maintain accurate timely accounting records for all entities and includes implementation of accounting policies and procedures.
Plan, develop and implement procedures for more efficient, accurate, informative and timely financial reporting that can provide management
with the tools to effectively direct the organization.
Reconcile and review accounts, balance sheets and invoices.
Ensure that all invoices are auditable and supported by request, approval, invoice and receipt of material request.
Determine estimated costs by expense account code required for 6 month budget cycle.
Receive and review and make proper payments on incoming invoices.
01/2012
 
to 
01/2015
Federal Accountant
 
Company Name
Responsible for recording and depositing federal payments.
Responsible for certifying outgoing payments.
Responsible for posting To By Other (TBO's) transactions to balance with U.S.
Treasury.
Tasked ensuring end-of-month financial reports balance with government financial systems.
Responsible for compiling daily balancing reports for daily reconciliation of funds.
01/2003
 
to 
01/2011
Resource Officer
 
Company Name
Responsible for the recording, reporting and reconciling over $200,000,000.00 of expenditures within the U.S.
Marine Corps Accounting system.
Retired from USMC after 24 years of service.
Ensured completion of all levels of the accounting cycle to include commitments, obligations, expenses and liquidations for both MFP-11
and MFP 2 appropriations.
Ensured the validity and accuracy of financial records by maintaining continuous oversight of all accounting transactions and policy as
required by regulation.
Supported the commands financial plan by ensuring the proper executing and recording of accounting transactions in clearly defined
categories.
Formulated and supervised the execution of policies and procedures pertaining to the accounting Marine Corps operating forces and
supporting establishments.
Identified and initiated corrective accounting action in SABRS, HQMC and USSOCOM when necessary.
Established an accounting training program ensuring proper accounting training to all fund managers to properly utilize accounting and supply
systems in MARSOC to better support the operators requirements.
Coordinated and conducted all fiscal assist visits to MARSOC fund holders.
Provided accounting structure and authorizations in the Defense Travel System (DTS).
Liaison to both USMC and USSOCOM for all accounting systems issues.
Supervised staff of over 30 to include both civilian and military personnel.
Briefed Commanders, senior military officials and financial analysts about financial and regulatory matters.
Inspected accounting systems for efficiency, effectiveness, and use of accepted accounting procedures and policy to record transactions.
Formulated and supervised the execution of policies and procedures pertaining to the accounting for appropriated funds supporting the U.S.
Marine Corps Forces, Special Operations Command (MARSOC), Marine Corps operating forces and supporting establishments.
01/1987
 
to 
01/2003
Financial Management Resource Analyst
 
Company Name
Complied with federal, state, and Department of Defense (DOD) policies, procedures, and regulations.
Compiled statistical, financial, accounting or auditing reports and tables pertaining to expenditures, accounts.payable and receivable.
Coded documents according to company procedures.
Reconciled or noted and reported discrepancies found in records.
Education
2008
Bachelor of Science
 
: 
Management
 
Park University
 
ï¼​ 
City
 
, 
State
 
Management
Personal Information
Service Country: United States Branch: USMC Rank: Chief Warrant Officer 3
Interests
September 1987 to December 2011 Accounting Officer for MARSOC-Camp Lejuene
Skills
accounting, accounting systems, Accounting system, accounts payable and receivable, auditing, balance, balance sheets, budget, DTS, financial,
financial reports, financial reporting, funds, government, personnel, policies, reconciling, recording, reporting, tables, Treasury
Additional Information
MILITARY SERVICE Service Country: United States Branch: USMC Rank: Chief Warrant Officer 3 September 1987 to December
2011 Accounting Officer for MARSOC-Camp Lejuene Commendations: 4th award AWARDS Navy & Marine Corps Commendation
Medal Marine Corps Good Conduct Medal Joint Service Medal Navy and Marine Corps Achievement Medal Sea Service deployement
Medal Joint Service Achievement medal National Defense Service Medal Global War on Terror Medal Selected Marine Corps Reserve
Medal Meritorious Service Medal ADDITIONAL INFORMATION Actively seeking employment","
2008
Bachelor of Science
 
: 
Management
 
Park University
 
ï¼​ 
City
 
, 
State
 
Management
Personal Information
Service Country: United States Branch: USMC Rank: Chief Warrant Officer 3
Interests
September 1987 to December 2011 Accounting Officer for MARSOC-Camp Lejuene
"
63137898.pdf,"ACCOUNTANT
","
Account reconciliations, accounting, accountant, Accounting Manager, accounts payable, accounts receivable, administrative, artist, Art,
automation, Bank reconciliations, bookkeeping, bookkeeper, Budget analysis & preparation, budgets, Business Development, business plan,
closing, Strong communication skills, Cost Accounting, CPA, Creative Problem Solving, fast, financial, financial reporting, General ledger
accounting, inventory, inventory control, managerial, manufacturing process, manufacturing processes, problem solving, processes, QuickBooks,
retail, sales, SAP, Strategic planning, tax, time management, upgrading","
1985
Bachelor of Science
 
: 
Business Administration
 
University of the Ozarks
 
ï¼​ 
City
 
, 
State
 
, 
USA
 
Business Administration Affiliations Main Street
Rogers
"
13072019.pdf,"PROJECT ACCOUNTANT
","
Accounting, Accounting Systems, AIA, AS400, Billings, Bluebeam,Bonds, Budgets, Business Management, Clerical, Construction Management,
Contracts, Special Events, Filing, Imaging, Insurance, JD Edwards, Microsoft, Office, Negotiations, Payroll, Coding, Project Management,
Property Management, Proposals, Â RFI, SAP, Scheduling, Taxes, Trade Shows,Â ","
USM - GRAPHIC DESIGN, REAL ESTATE and NVCC-ARCHITECTURAL DRAFTING
"
15289348.pdf,"SENIOR ACCOUNTANT
","
Microsoft Excel expert - Pivot Tables, V-Lookups, Formulas
Access Database Queries & data mining
Proficient in Microsoft Office, MS Word, Outlook, PowerPoint
PeopleSoft use & knowledge - Queries & data mining
Oracle ","
MBA
 
: 
Business Administration, Accounting & Finance
 
, 
2001
 
University of North Florida
 
ï¼​ 
City
 
, 
State
 
, 
USA
BBA - Accounting, CPA qualified candidate
BBA - Finance, CFP qualified candidate
"
12202337.pdf,"INVESTMENT ACCOUNTANT
","
Internet and Microsoft Office - MS Word, MS Power Point, MS Excel, Pivot Tables, Spreadsheets,
Macros.
* Business Objects, Lombardi, Eagle Accounting System, PEGA, DRAS, Workbench.
Account reconciliations
Detail-oriented
Variance analysis
Detail-oriented
Analytical
Expert in MS Office Suite
Account reconciliation expert
Effective time management
Complex problem solving
Superior research skills
Accomplishments
Multiple awards for performance.Formally recognized for excellence achieved in financial analysis, budgeting and forecasting.Increased efficiency
of discrepancy investigations by [Number]% by designing a more accurate cash-forecasting system.
Professional Experience
Company Name
 
City
 
, 
State
 
Investment Accountant
 
10/2012
 
to 
11/2015
Reconciled mutual fund accounts with the custody Identified and Resolved differences in Custody and Accounting Cash, Currency and
Positions using Eagle, IAX, Business Objects, Lombardi and Workbench Reports Communicated and Collaborated with other areas in the
firm, client, fund accountant, custodians that are impacted by the functions of the team Conducted weekly client meetings and act as liaison
between Accounting and custody to resolve any outstanding items in cash, currency and positions.
Completed special projects from the management as needed Trained, Oversee and assisted staff in offshore team (Pune, India) and acted as
a liaison between Pune Office and US.
Helped US team by performing tests on Pega Vs.
Business Objects and Eagle during the Platform Migration Trained new staff and assist them as needed to meet the department goals.
Ran daily reports for fund accountants using business objects and MS Database.
Award: 
Received a special achievement award at BNY Mellon Bank in Asset Servicing 
(Dec 2013) Award: Received a special
achievement award at BNY Mellon Bank in Asset Servcing (Dec 2014.
Company Name
 
City
 
, 
State
 
AML Compliance Officer
 
11/2011
 
to 
03/2012
Audited customer's bank accounts in the company's system Performed quality assurance reviews on customer information maintained on
various bank systems Reconciled the quality assurance results on spreadsheets Performed background search on clients using tools such as
world check and google search Finance Projects at UD Project 1: Group simulation project to develop the investment philosophy and
strategy to drive a simulated investment of $1,000,000 using Stock-Track.
Invested about 50% of our funds in moderate to high-risk investment in order to achieve capital appreciation; Invested about 25% of our
funds in low to moderate risk investment in order to preserve our capital.
Invested 25% of our funds in derivatives and rest in index fund, cash and money market.
Performed an analysis to determine the allocation of stocks by minimizing CV and graphed the daily returns for each stocks Performed
regression analysis and analyzed the regression statistics on weekly returns.
Performed an analysis on our group's portfolio with the market and with other groups.
Case analysis on Price Momentum Strategy Used price momentum model analysis to test whether the price momentum model will ","
Master of Business Administration
 
:
 
Finance
 
2011
 
University of Delaware
 
, 
City
 
, 
State
 
, 
USA
Finance
Bachelor of Science
 
:
 
Medical Technology
 
2008
 
University of Delaware
 
, 
City
 
, 
State
 
, 
USA
Medical Technology
Related course "
78403342.pdf,"ACCOUNTANT
","
Accounting, balance, budget, business analyst, Call Center, Cash Management, closing, contracts, Critical Thinking, client, clients, databases,
database, documentation, Financial, financial statements, leadership, Team Lead, marketing, excel, mail, MS Office Suites, Payroll, policies,
processes, progress, Quality Assurance, QuickBooks, relationship management, reporting, research, Risk Management, SAP, securities, statistics,
supervisor, phone, written","
Accounting Certificate
 
: 
Accounting
 
, 
2012
 
Cecil County Community College
 
ï¼​ 
City
 
, 
State
Performing Payroll in QuickBooks 2009 Certificate
 
: 
Payroll
 
, 
2012
 
Cecil County Community College
 
ï¼​ 
City
 
, 
State
Bachelor of Science
 
: 
General Studies
 
, 
2011
 
Wilmington University
 
ï¼​ 
City
 
, 
State
 
, 
New Castle County
General Studies
"
17407184.pdf,"ACCOUNTANT
","
Accounting, billing, Change Management, contracts, Client Relations, Database, delivery, Eclipse, Finance, financial reporting, financial statements,
Front Office, hiring, instructor, Instructional Design, Leadership training, logistics, managing, Microsoft Office Suite, office, needs analysis,
payables, PeopleSoft HRMS, PeopleSoft, personnel, Program Management, Project Management, project plans, Teaching, training materials,
training design and development, training material, training programs, upgrade, view
Affiliations
Project Management Institute *Member of the Association 
for Talent Development 
(formerly ASTD)"," and Training
Master of Science
 
: 
Education
 
, 
2003
 
CALIFORNIA STATE UNIVERISTY, HAYWARD
 
ï¼​ 
City
 
, 
State
 
GPA: 
GPA: 4.0
 
Education with, and
option in Online Teaching and Learning Creating Effective Collaborative Learning "
25749150.pdf,"ACCOUNTANT
","
accounting, accountant, accounts payable, accounts receivable, billing, book, CPT, finance, financial, financial/ accounting, financial statements,
ICD-9, insurance, leadership skills, Access, Excel, MS Office, office, Outlook, PowerPoint, Word, personnel, processes, reconciling","
UNIVERSITY OF HARTFORD
 
2016
 
Accounting
 
City
 
, 
State
 
3.8
 
GPA 
Central Connecticut
 
2010
 
Bachelor of Arts
 
: 
Accounting
 
City
 
, 
State
 
Graduated Summa Cum Laude 
Member of 
[Club Name]
 
Club 
"
20624984.pdf,"ACCOUNTANT
","
account reconciliations, accounting, accounts payable, Accounts Receivable, AP, Balance sheet, Bank Reconciliation, Banking, Billing, book,
Com, Client, edit, Finance, Financials, financial reports, Preparing financial reports, focus, functional, General Ledger, GL, Inventory control,
process invoices, Invoice Processing, invoicing, MBA, mail, office, Developer, profit and loss statement, coding, reporting, researching, SAP FI,
SAP","
MBA (Finance and IT) *B.Com(Mgt Hons) Technical "
30304575.pdf,"ACCOUNTANT II
","
Accounting and Financial Reporting
Experience in Cash Flow Management and Financial
Statement Analysis
Experience in Account Reconciliations, Accruals,
GL Activity, Month End Close, AR, AP, and Billing
Progressive ","
2012
Master of Business Administration
 
: 
UNIVERSITY OF PHOENIX
 
- 
City
 
, 
State
 
2009
Bachelor of Science
 
: 
Accounting Finance & Economics
 
CITY UNIVERSITY OF NEW YORK
 
- 
City
 
, 
State
 
Accounting Finance & Economics
"
