FileNumber,Role,Skills,Education
69097572.pdf,"TRANSACTION PROCESSING ANALYST
","
Adobe, advertisements, art, coaching, interpersonal communication, Excellent communication, Creative design, client satisfaction, customer
service, Dependable, adaptable learner, Staff training, First Aid, Government security clearance, graphic design, computer graphics, Leadership
ability, marketing, organized individual, messaging, Microsoft office, PowerPoint, Weapons training, page-layout, critical thinker, photography,
policies, very fast learner, sales, scheduling, tear gas training, Troubleshooting, Honesty, loyalty, integrity, proficient in SAP, EVMS","
Art Institute of San Antonio
 
Bachelor of Arts
 
: 
Media Arts and Animation
 
City
 
, 
State
 
Media Arts and Animation
Sandra Day O'Connor High School
 
High School Diploma
 
City
 
, 
State
"
79261033.pdf,"DIRECTOR OF OPERATIONS, BPO
","
Business Management, conversion, Client, Customer Satisfaction, Customer Services, customer service "," and Training
Business Management
 
2001
 
Bergen Community College
 
City
 
, 
State
 
, 
USA
"
63158213.pdf,"SR. NETWORK ENGINEER
","
Routers: Cisco 17XX, 18XX, 26XX, 28XX, 37XX, 38XX, 39XX &72XXÂ series & ASR 1K & 9K SeriesÂ 
Switches: Cisco 3550, 3750, 45XX, 65XX series, Nexus Â 5K, 2K, 7K, 9K
Load Balancer: Cisco CSS, F5Â Net","
MBA
 
, 
IT
 
2011
 
London School of Accountancy & Management
 
ï¼​ 
City
 
, 
United Kingdom
PGDMS
 
, 
Management
 
2010
 
London School of Accountancy & Management
 
ï¼​ 
City
 
, 
UK
Associate of Science
 
, 
Science
 
2001
 
Rizvi College of Arts, Science & Commerce
 
ï¼​ 
City
 
, 
State
 
, 
India
Personal Information
Authorized to "
26829350.pdf,"BUYER
","
Accounts payable, Accruals, ad, AP, Automation, Trial Balance, book, Client, clients, Debit, Dell, documentation, email, fixed assets, forms, HP,
Indexing, Inventory, Processing of invoices, Invoice processing, invoicing, legal, letters, Meetings, Excel, mail, Office, PowerPoint, MS-Word,
Oracle, Problem Solving, process improvement, Procurement, purchase requisitions, Purchasing, quality, Receiving, reconciling, reporting, SAP,
Shared Service, SLA i, Sun, Team Player, vendor management","
Master of Business Administration
 
: 
Finance & Human Resource
 
, 
2008
 
CMR Institute of Management studies, Bangalore University
 
ï¼​ 
City
 
,
India
 
Finance & Human Resource
Bachelor of Commerce
 
: 
Marketing
 
, 
2006
 
Narmada college of Science and Commerce, Veer Narmada South Gujarat University
 
ï¼​ 
City
 
, 
India
Marketing
"
45077654.pdf,"CLAIMS SUBJECT MATTER EXPERT
","
HCPCS Coding Guidelines
Understands anesthesia coding
Insurance and collections procedures
Understands insurance benefits
DRG and PC grouping
Ambulance coding familiarity
Composed and ","
Bachelor of Science
 
: 
Psychology
 
, 
Current
 
Liberty University
 
- 
City
 
, 
State
 
Psychology/ Christian Counseling
Administration
Â Advocacy 
Case Management 
Community Relations
Â Counseling
Â Mental Health Services Programming
Certification in Medical Coding May 2017
 
: 
Ashworth College
 
- 
"
95625660.pdf,"ASSOCIATE
","
acquisitions, Banking, C, CL, closing, CPA, Credit, Client, Clients, database, filing, HR, Insurance, inventory control, Microsoft Dynamics, MIS,
NAVISION, negotiation, problem solving, purchasing, quality, requirement, Sales, stock control, Supervising, Vendor management, wise
Additional Information
EXTRA CURRICULAR ACTIVITIES: Sports (Discipline: Athletics) A Lions Club Volunteer. Blood Donor in Apollo Hospital.
ACCOLADES: All India Inter University Gold medalist.(Twice). Represented Tamilnadu for Several times and won Laurels to the State.
Organized 2 State level Competition in Athletics in Nehru stadium, Chennai. Played Volley Ball in school Level competitions. PERSONAL
DETAILS: Father's Name 
: C. Gopinathan DOB 
: 27-12-1978 Sex 
: Male. Marital Status 
: Married. Present Address 
: No.16/29,
Moorthy Nagar, Villivakkam, Chennai - 600049. Languages Known 
: English, Hindi, Tamil and Malayalam. Place: 
Chennai 
K. Sanjay","
Degree Institution/College/School University/Board Year M.B.A -HR Annamalai University, Chidambaram Annamalai University 
: 
2008
B.B.A
 
Madras University
 
ï¼​ 
City
Dip
 
: 
Computer Technology
 
, 
2000
 
Madras University D.C.Tech
 
ï¼​ 
City
 
Computer Technology
PG Dip
 
: 
Labour Law & Administrative Law
 
, 
1997
 
S.S.L.C I.C.F Silver Jubilee 
Matriculation School
 
Labour Law & Administrative Law
Certifications
Handling of Vendor management
Personal Information
Father's Name 
: C. Gopinathan DOB 
: 27-12-1978 Sex 
: Male. Marital Status 
: Married. Present Address 
: No.16/29, Moorthy Nagar,
Villivakkam, Chennai - 600049. Languages Known 
: English, Hindi, Tamil and Malayalam. Place: 
Chennai 
K. SanjayInterests
Sports (Discipline: Athletics) A Lions Club Volunteer. Blood Donor in Apollo Hospital. ACCOLADES: All India Inter University Gold medalist.
(Twice). Represented Tamilnadu for Several times and won Laurels to the State. Organized 2 State level Competition in Athletics in Nehru
stadium, Chennai. Played Volley Ball in school Level competitions.
"
19362586.pdf,"RISK SPECIALIST
",,"
2004
University of Phoenix (Dallas Campus)
 
City
 
, 
State
 
, 
United States
 
Masters of Business Administration
 
: 
Business Administration
1998
Texas Tech University
 
City
 
, 
State
 
, 
United States
 
Bachelor of Science Degree
 
: 
Telecommunications & Marketing
Telecommunications & Marketing
"
11183737.pdf,"MANAGER- ADMINISTRATION & FACILITIES
","
Proven written and oral communication skills
â€¢ Proficient in managing business correspondence
â€¢ Ability to organize personal ","
BBM
 
: 
Business Managment
 
, 
2000
 
MYSORE UNIVERSITY INDIA
 
ï¼​ 
City
 
, 
State
 
, 
India
E commerce
"
89512321.pdf,"SENIOR MANAGER
Skill ","
Jamshedpur
Professional Experience
Company Name
 
09/2008
Tata Consultancy Services is India's largest IT and IT outsourcing organization with a global "," check Conducting Employee engagement activities like skip level meetings, one-on-one meetings, town halls,
awareness sessions etc to understand employee's expectations and address queries Initiate Disciplinary action as per process for violation of
rules or non-adherence to the Code of Conduct Address associate grievances by initiating enquiry, conducting group meetings and
submitting findings report along with recommendations Support in carrying out Employee satisfaction surveys and Organization branding
surveys Complete Performance Management process by adhering to the timelines, educating associates and managers about how to
complete the appraisals.
Interface with the client on a regular basis for audit requirements with regards to associate background check and drug tests.
Roll out of associate incentive plans across business unit for associate retention.
Education
Post Graduate Degree
MS - HRM
 
:
 
Human Resources
 
2007
 
ICFAI University [Dehradun] , From ICFAI School of HRD
 
, 
City
 
, 
India
 
Human Resources
Bachelor of Science
 
:
 
Information Technology Science and Commerce
 
BSc I.T University of Mumbai Birla college of Arts
 
India
 
Information
Technology Science and Commerce
Personal Information
I have a valid H1B visa to be employed in the US.
Interests
2012 Investigation Procedures and reporting Edison, NJ TCS and Freeh Group International Additional Details Current Location Cincinnati, OH
Passport Details Passport # J 9138762 Issued at Thane, India on 04/10/2011 Valid up to 03/10/2021 Visa Details 
Visa Type - H1B -
Transferable
"
16492045.pdf,"BPO TEAM LEADER
","
Administrative duties:
 Â Â Active Learning, Calendaring, Client Relations, Computer Proficiency, Coordination, Creative Problem Solving,
Critical Thinking, Customer Needs Assessment, Customer Service,Â Data Entry, Documentation, Email, Executive Management Support, Filing,
Grammar, Internet Research, Letters and Memos,Â ,Â Multi-Task Management, Organizational Skills, Prioritization,Â Scheduling, Service
Orientation, Telephone Skills, Time Management, Travel Arrangements,Â  TypeÂ 85 WPM, Typing, Vendor Management, Documentation
auditor.Â  Hospice Assistant, Human Resources assistant.Â Invoice processing,Â Â Order entry,Â Â Re-pricing of claims, Receptionist,
Recruiting and trainer.Â  
People skills
 : greatÂ enthusiastic people person, advanced problem-solving, great organizational skills.Â  
Computer
skills:Â  
MS Office, Data entry, RIMS, SAP, Outlook, Data Warehouse Maintenance, Provider Maintenance Microsoft Excel, Microsoft Office
Suite, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word.","
Producers License
 
: 
Life and Health
 
2013
 
Kaplan
 
City
 
, 
State
B.A
 
: 
Business Administration
 
2018
 
Kaplan University
 
City
 
, 
State
Associate of Science
 
: 
Business Administration
 
1992
 
Northwestern Business College
 
City
 
, 
State
 
Business Administration
Pastoral Counseling
 
2014
 
New Hope Counseling School
 
City
 
, 
State
B.A. (nonaccrediated)
 
: 
Ministry and Biblical Studies
 
2014
 
International School of Ministry
 
City
 
, 
State
"
38707449.pdf,"SR. CAMPUS RECRUITER
","
Microsoft Office: Word, Outlook, PP, Excel, Vurv, Taleo, Banner, Brass PeopleSoft, HireExpress, SAP & HRIS Policy, and FMP","
MA
 
: 
Human Resources
 
, 
2004
 
Webster University
 
ï¼​ 
City
 
, 
StateHuman Resources
BA
 
: 
Education 
, 
1997
 
South Carolina State University
 
ï¼​ 
City
 
, 
State
Technical "
13964744.pdf,"TEAM LEAD SENIOR ANALYST
","
Diploma in Computer Applications NICET Institute
Core Java
Completed Web Designing & MS office package course from APTECH Computers- India
JIRA tool.
SQL.
Microsoft Office, PowerPoint, Excel, Visio & Project.
Seeking for PMP Certification will get certified at the earliest.
Work History
Team Lead Senior Analyst
 
, 
01/2012
 
to 
08/2012
 
Company Name
 
â€“ 
City
 
Ensured that all the projects and processes are adhered to pre-defined standards.
Acted as a liaison between the senior business managers and various global stake holders.
Recruited 100 + Analysts for the process by suggesting best practices and effective methods.
Captured and documented business requirements and transformed them into functionalities Strategic management, Project Initiation,
Planning, Delivering project deliverables in time frame.
Collaborate on system specifications and ","
Bachelor of Commerce
 
: 
accounting and business management
 
, 
Osmania University
 
- 
accounting and business management GPA: 3.0
Master of Business Administration
 
: 
GPA: 3.4
Master of Science
 
: 
Information Technology
 
, 
Wilmington University Delaware
 
- 
Information Technology GPA: 3.31
"
