FileNumber,Role,Skills,Education
84295343.pdf,"LEGAL ASSISTANT
","
administrative, Attention to detail, attorney, clients, legal documents, meetings, MS Office, police, research, Fluent in Spanish","
DIPLOMA
 
American Senior High School
 
ï¼​ 
City
 
, 
State
2008 2015
ASSOCIATE OF ARTS
 
: 
LEGAL STUDIES
 
Keiser University
 
ï¼​ 
City
 
, 
State
 
LEGAL STUDIES
"
97449528.pdf,"OFFICE SUPPORT COORDINATOR
","
Case Management
Excellent Customer Service","
2012
University of Colorado Colorado Springs
 
City
 
, 
State
 
, 
El Paso
 
Bachelor
 
: 
Psychology
BA in Psychology
3.87 GPA / Graduated Magna Cum Laude
2006
State Vocational School III Bamberg / Germany
 
City
 
, 
State
 
, 
Germany
 
III Bamberg 
Vocational Field Economics + Administration, Health (2003-
2006) 
Graf-Stauffenberg-Business School Bamberg 
Business Certificate
 
: 
Administratin/ Business/ Health
Major in Business Administration
Minor in Health and Employment Law
Course"
47487091.pdf,"TAX EXAMINING CLERK
","
accounting, Accounts Payable and Receivable, Cashiering, CA, CPT, Data entry, databases, ICD-9, Inspect, Inventory Control, Access,
Microsoft Access, Excel, policies, profit, programming, proposals, Reconciling, maintain files, Research, sales, San, Scheduling, tax, telephone","
California State University of San Bernardino
 
Bachelor of Science Degree
 
: 
Computer Science
 
City
 
, 
State
 
, 
San Bernardino
 
GPA: 
GPA: 3.13
Computer Science GPA: 3.13
"
14508237.pdf,"AGENCY SALES RESOURCES
","
2011 - 2012 2014
Regular care coordinator
Perform household task and run errands
Perform personal care activities; hygiene, ambulation, eating, dressing, toileting and shaving
Talk and give company to clients and participate in resident activities
Take and record vital signs
Assist with moving to Bath, bed, and wheelchairs
Take care of pets
Nurse Assistant/Caregiver
Medical Case Management - Fort Worth, TX - 2009 to 2011
Maintain and set up patient rooms
Perform preventive maintenance on emergency equipment
Assist with patient and family ","
Assist R.N. and L.V.N with sterile and non-sterile dressing changes
CPR Qualified
Answer multi-line phone, operate fax and copy machine
Prioritize patient daily care according to acuity and scheduled patient procedures Conduct analysis and recommend suitable solutions to
real time performance issues (4 years), Handle
inbound calls and provide one-call resolution to problems reported (2 years), Responded to client calls and
provided instructions for troubleshooting (2 years), Provided technical and analytical support at the call
center (1 year), Proficient in MS Excel, word and various database management applications
Proven ability
to learn and operate software applications quickly (8 years), Analytics (1 year), Problem Resolution (Less
than 1 year)
"
51508889.pdf,"SENIOR ARCHITECT - MDM
","
Skills Used
 :
IDE/Tools: TIBCO MDM 8.3.2, CIM 7.2.1, CIM, CIM 7.0, CIM6.2, TIBCO DQ, TIBCO Patterns, TIBCO Business Events 5.1, TIBCO
EMS 8.3, TIBCO Business Studio 3.5, TIBCO MDM Studio 4.0, Eclipse,Rational Rose, Magic Draw, MS Vizio. SQL Navigator, TOAD
Frame"," and the public sector. SunGard serves approximately 16,000 customers in more
than 100 countries and has more than 13,000 employees.
Activities Performed:
 Â 
MDM Implementation Landscape
Technical/Functional Design for MDM implementation along with Data Quality/de-duplication
Architecture to integrate TIBCO MDM with System for inbound data stream to MDM and outbound synchronization to downstream
systems.
MDM Infrastructure Landscape planning and architecture
Complete Architecture for Vendor and Customer MDM
Manage the Resource Planning for Complete MDM implementation for Customer and Vendor
End-to-End MDM development/delivery management.
Daily status/scrum with team members on project progress
Managing Clients expectations from MDM point of view.
------------------------------------------------------------------------------------------------------------------------------------------------
Senior Architect - 
MDM
 November 2013
 
Company Name
 
ï¼​ 
City
 
, 
State
 
JetBlue Airways Corporation (NASDAQ: JBLU), often stylized as JetBlue, is an American low-cost airline. The company is headquartered in the
Long Island City neighborhood of the New York City borough of Queens. Its main base is John F. Kennedy International Airport, also in Queens,
and maintains a corporate office in Cottonwood Heights, Utah.The airline mainly serves destinations in the United States, along with flights to the
Caribbean, The Bahamas, Bermuda, Barbados, Colombia, Costa Rica, the Dominican Republic, Jamaica, Mexico, Peru, and Puerto Rico. As of
October 2013, JetBlue serves 84 destinations in 24 states and 12 countries in the Caribbean, South America, and Latin America.
Activities Performed:
 Â 
MDM Architecture Overview
Design "
91515108.pdf,"POLICY SERVICE SPECIALIST III
","
Â· Proven effectiveness to Â Â negotiate and resolveÂ  Â  Â  Â  Â 
Â  Â  Â  complaints on an escalated Â Â level 
Â 
 
Â· Professional verbal and written Â  communication skills
 
Â· 
Â Excellent organizational, time Â Â management, and multi-Â Â 
tasking skillsÂ Â Â  
Â·Â Strong leadership skills
Â· Customer service oriented
Â· Proficient in Portal Insurance Â  Â  Â Â operating systems: PRIME, Â 
Â  Â Â HUON, Claims Portal, and Â Â PEPSCÂ 
Â· Self-motivated and able to Â  Â Â "," in Membership, California auto, collector car, home, assigned risk, and umbrella insurance, Texas and New Mexico
auto, home, and umbrella insurance allowed me to service a multitude of members across three states.
Assist supervisors with call monitoring and peer coaching.
Co-Owner/Manager
 
August 2005
 
to 
September 2006
 
Company Name
 
- 
City
 
, 
State
 
Managed a staff of seven barbers and beauticians.
Duties included interviewing, license verification, and hiring.
Advertised and promoted of the salon through multiple mediums.
Built relationships with clients in an effort to gain loyalty.
Supervisor of the Call Center and the Travel Production Center
 
May 2012
 
to 
December 2013
 
Company Name
 
- 
City
 
, 
State
 
Collaboratively provide coaching and development to ensure continual education and enrichment while maintaining or enhancing self-esteem.
Foster an understanding of immediate service issues to maintain total member satisfaction.
Communicate with team members through individual and group meetings, encouraging employees to support business culture, embrace
changes, as well as current policies, procedures, objectives and goals.
Create an environment conducive to high employee satisfaction, development/growth, and retention while maintaining respect and dignity for
all.
Empower agents in how to handle and resolve elevated member service issues.
Managed a maximum of twenty-one agents at a time - coaching and developing Acquired the Travel Production Center (TPC) - currently
developing a taskforce from TPC, the MSC, and Marketing to implement permanent process improvements in all areas.
Proactively identify improvement opportunities in agent performance and recommendations to obstacles in the overall member interaction.
Analysis of root cause factors driving member "
17571262.pdf,"SECRETARY II
","Account Management, Accounts Payable/Receivable, Adobe, Bookkeeping, Customer Service, Database management, Expense Reports, Hiring
and Human Resources, Inventory Management and Control, Marketing Strategies, Meeting Planning, New product development, Office
Management, Online marketing, Peachtree Accounting, Policies and Procedures, Property Management, Purchasing, Quickbooks Pro, Real
Estate, Production Scheduling","
Associate of Arts
 
, 
Business Management
 
2010
 
University of Phoenix
 
ï¼​ 
City
 
, 
State
 
, 
USA
 
3.69 GPA
"
15210069.pdf,"SOFTWARE SUPPORT SPECIALIST
","
administrative, ADP payroll, Air Force, balance, banking, basic, billing, Excellent oral, hardware, cost reduction, client, customer services,
Customer Service, database management, Equity, financial, information security, loss prevention, weapons, payroll, personnel, philosophy, camera,
Police, policies, processes, recruiting, safety, sales training, staffing, telephone, phone, web content development, written communication skills"," regarding a participant's retirement plan.
Wells Fargo Equity Direct - Customer Service Advocate Responded to complaints from customers regarding banking and financial
products.
Communicated with other departments to resolve customer issues.
Monitored all customer inquiries and complaints and assist in effective resolution of same.
Coordinated with customer and ensure optimal level of customer services.
Prepared records and monitor results of customer and associate departments.
Ensured optimal level of customer services.
Business Development Representative
 
Company Name
 
ï¼​ 
City
 
, 
State
Developed a sales training guide used during the training period for newly hired agents.
Excellent oral and written communication "
11152490.pdf,"DEPUTY PRINCIPAL
","
Dreamweaver, Illustrator, Photoshop, Acrobat Pro, Photoshop Elements, Final Cut Pro, MS office, Mac OSX, Mac IOS", 
63989974.pdf,"IT MANAGER
","
10baseT, ATM, ATM net","
February 2002
Bachelors of Science
 
Devry University
 
ï¼​ 
City
 
, 
State
 
GPA: 
GPA: 3.2 / 4.0
 
GPA: 3.2 / 4.0
"
23009962.pdf,"ORGANIZATION DEVELOPMENT CONSULTANT
","
Book, Budget, Coach, coaching, CA, consulting, client, customer service, decision-making, decision making, delivery, designing, functional,
leadership, Team development, Director, managing, meetings, processes, quality, sales, strategic thinking, systems thinking, team"," Department by integrating and aligning four autonomous, underperforming
district offices resulting in improved training services to 6,000 person organization.
Managers reported transfer of training to staff dramatically improved customer service.
Improved delivery of training and increased use of training services throughout the organization by managing staff of 21 training "
99680385.pdf,"TECHNICAL EDUCATIONS LANGUAGES
","
API, Arabic, arts, Auditing, automotive, C, Catia v, contract management, contracts, cost control, Client, Clients, Dec, Delivery, documentation,
Engineer, Fluent 
English, financial, Frame, French, Inspection, Inspector, invoicing, ISO9001, Logistics, logos, Managing, manufacturing process,
Material Science, Meetings, MS Office, MS Outlook, MS project, Windows 9, NT, Oct, oil, organizing, organizational, page 6, Painting, Pascal,
personnel, producing, profit, progress, Project Lead, Purchasing, Quality, Quality Management, QA, Quality control, recruitment, reporting,
safety, Scheduling, Six Sigma, specification, suppliers selection, Systems Management, Validation, Veritas, Welding","S LANGUAGES
"
32069695.pdf,"CUSTOMER SERVICE REPRESENTATIVE
","
agency, attention to detail, back-up, banking, call center, call center, daily cash deposits, cashier, conferences, contracts, credit, client, clients,
customer satisfaction, excellent customer service, excellent customer service, customer service, drivers, equity, senior management, fashion, faxes,
financial, fixed income, insurance, insurance sales, inventory, materials, meetings, mail, office, personnel, policies, presentations, knowledge of
store, public relations, quality, quality assurance, receptionist, retail, sales, scheduling, script, shipping, spreadsheets, strategic, telephone, phone,
transportation","al Background
BA
 
: 
Sociology
 
, 
2016
 
SUNY Old Westbury College
 
ï¼​ 
City
 
, 
State
 
, 
United States
 
Sociology
"
18448085.pdf,"DATA ANALYST
","
Apache, AutoCAD, charts, Credit, clients, Data Analysis, Data Visualization, Databases, Dec, decision-making, layout, leadership, MATLAB,
Microsoft Access, MS Excel, Minitab, MySQL, Optimization, Oracle Database, Python, SAS, Simulation, Six Sigma, SPSS, SQL, Statistical
Analysis, Tableau, Visio, website","
Aug 2016
Masters of Science
 
: 
Industrial and Systems Engineering
 
Binghamton University, State University of New York
 
Industrial and Systems Engineering
3.51/4.00
May 2014
Bachelors of Engineering
 
: 
Mechanical Engineering
 
Osmania University
 
Mechanical Engineering 3.33/4.00
"
15100547.pdf,"STUDENT ATTORNEY - CRIMINAL DEFENSE
","
Interpersonal and communication,Â 
 Customer service, File management, Insurance, Legal Research & Writing, Litigation, Mediation, Medical
record review, High level claim evaluation, Commercial needs, Â Negotiation, Processes, Quality assurance, Risk Management, Settlements,
Strategy","
J.D.
 
, 
Law
 
2016
 
St. Mary's University
 
ï¼​ 
City
 
, 
State
Course"
16332293.pdf,"AUTOMOBILE SERVICE MANAGER
","
vehicle repairs, database, inventory, marketing strategies, sales"," and Training
2011
Bachelor's Degree
 
: 
Automotive Technology
 
University of California
 
ï¼​ 
City
 
, 
State
 
Automotive Technology
2014
Associate's Degree
 
: 
Business Management
 
University of California
 
ï¼​ 
City
 
, 
State
 
Business Management Want more? Check out our other
examples. 
See More Examples
"
15484011.pdf,"RECREATION ACTIVITY COORDINATOR
","
call center, cash handling, Communication skills, CA, contracts, CPR Certified, resolving customer complaints, clients, Customer Service, data
entry, decision making, direction, instruction, insurance, leadership, MEDISOFT, Microsoft Excel, Word, Retail, safety, phone"," at the post secondary 
level towards
additional certifications and /or an advance degree.
Highlights
Licensed Cosmetologist
Strong communication "
23522150.pdf,"RECRUITER
","
Professional and friendly.Careful and active listener, with strong interpersonal skills and excellent communication. Multi-tasking, neat, organizational
skills, problem solver, quick, reception, sales, Self-starter, tandem, Telecommunication, phone, time management.
More than proficient with all Microsoft programs.","al Background
High School Diploma
 
:
 
English
 
1987
 
Pilgrim High School
 
, 
City
 
, 
State
 
, 
USA
 
English
General Studies
 
University of RI
 
, 
City
 
, 
State
 
, 
USA
General Studies
Mathematics and English Literature
 
Collin County Community College
 
, 
City
 
, 
State
 
, 
USA
Mathematics and English Literature
"
11887930.pdf,"CLINICAL AND DATA OPERATIONS SUPPORT ANALYST
","
Excellent research skills
Detail oriented
Meticulous attention to detail
Excel spreadsheets
Strong problem solver
Human resource laws knowledge
Data collection and analysis
Analytical thinker
Creative problem solver
Performance metrics specialist
Strong ",".
Supported development and modification of presentations.
Collected data and generated management information reports and graphics.
Provided comprehensive support services and routine analysis to unit.
Assisted in various types of departmental project, including companywide initiatives. â—¦ Using Microsoft SharePoint created department
website for posting secured self-service resources for client use and to facilitate collaboration on documents and projects. â—¦ Responsible
for maintaining,monitoring and updating site content and security groups.
Education
The University of Texas at San Antonio
 
1999
 
Bachelor of Arts
 
: 
Criminal Justice, Legal Studies
 
City
 
, 
State
 
, 
US
 
The University of Texas at San
Antonio, 1996-1999 Bachelor of Arts in Criminal Justice, Emphasis in Legal Studies, Cum Laude, 3.63 GPA,
Southwest Texas Junior College
 
1996
 
Associates
 
: 
Liberal Arts
 
Southwest Texas Junior College, Texas, 1995-1996 Associates Degree in Liberal
Arts, 4.0 GPA. Member of Phi Theta Kappa International Honor Society, Member of the Golden Key National Honor Society.
Cape Fear Community College
 
1995
 
City
 
, 
State
 
, 
US
 
Cape Fear Community College, Wilmington, North Carolina, 1994-1995 4.0 GPA,
Member of the Phi Theta Kappa International Honor Society.
Certifications
Certified Microsoft Office Specialist - Microsoft Office Word 2003 Certified Microsoft Office Specialist - Microsoft Office PowerPoint 2003
Certified Microsoft Office Specialist - Microsoft Office Excel 2003 Certified Microsoft Office Specialist - Microsoft Office Outlook 2003
Affiliations
UNITED AUTOMOBILE SERVICES ASSOCIATION (USAA)
Presentations
Prepared on a regular basis a suite of metrics via bar graphs and PowerPoint presentations for Sponsor Quality Management and Joint Operations
Committee meetings
"
32109048.pdf,"CLAIMS SERVICE MANGER
","
Property insurance
Report development
Critical thinking
Project planning
Types 
[Number]
 
WPM
Work History
05/2014
 
to 
Current
Claims Service Manger
 
Company Name
 
â€“ 
City
 
, 
State
 
11/2005
 
to 
10/2008
Associate Claims Adjuster
 
Company Name
 
â€“ 
City
 
, 
State
 
04/2012
 
to 
05/2014
Casualty Auto Adjuster II
 
Company Name
 
â€“ 
City
 
, 
State
 
Investigates, evaluates, negotiates and adjusts moderately complex auto claims presented by or against our insured to confirm coverage,
Determine legal liability and equitably settle/defend in compliance with all state regulatory requirements.
Works under limited supervision to Perform ","
Current
Master of Science
 
: 
Criminal Justice
 
Sul Ross State University
 
- 
City
 
, 
State
 
1 2011
BA
 
: 
Criminal Justice Sociology
 
Our Lady of the Lake University
 
- 
Criminal Justice SociologyMinor in 
Sociology
1 1998
Eagle Pass High School
 
- 
Courses include: Criminal Law, Criminal Investigations, Theories of Criminal Justice, Corrections, Crimes against Children and Adults, Tort and
Liabiity
2011
Bachelor of Arts
 
: 
Criminal Justice
 
Our Lady of the Lake University
 
- 
City
 
, 
State
 
2011
Internship
 
: 
Medical Death Investigations
 
Bexar County Medical Examiners Office
 
- 
City
 
, 
State
 
Assisted the on-duty Bexar County Medical Investigator with the collection of information pertaining to scene investigations, interview of witnesses,
physicians, police officers and relatives Scene photographs and intake photographs for morgue check-in or out Evidence collection from scene
investigations Log and count medications Office duties that include faxing medical records, police reports, answering telephones and delivering
reports to the Medical Examiner.United Services Automobile Association Auto Claim Adjuster II- 1st Party Injury.
Affiliations
Student Associate Member of the Association of Certified Fraud Examiners.
Certifications
TX Casualty and Property License
"
17510973.pdf,"CONTACT CENTER SPECIALIST
","
10 key calculator, administrative duties, administrative support, Call Center, conversion, clients, customer service skills, documentation, faxes,letters, Medical Terminology, MS Office Suite, Word, Excel, PowerPoint, Outlook, multi-line telephone phone System, problem solving,
proofreading, scanners, scheduling, trouble shooting, vectoring, web browsing, Xerox copiers","
September 2017
A.S. Degree
 
: 
Business Administration
 
Southern New Hampshire University
 
Business Administration National Honor Society/Leadership and
Success, Sigma Alpha Pi
April 2017
Currently "
11257723.pdf,"GENERAL LIABILITY CLAIM REPRESENTATIVE
","
Claims file management processes
Litigation resolution
Strong interpersonal and communication skills
Self-directed
Team player
Critical thinker
Experience
01/2008
 
to 
02/2013
General Liability Claim Representative
 
Company Name
 
ï¼​ 
City
 
, 
State
Recognized for continued outstanding customer service - nominated for In-Synch Award Successfully determine coverage and communicate
with insured based on application of policy information, facts and allegations of each case.
Aggressively investigate, evaluate, reserve, and negotiate assigned claims in accordance with Best Practices.
Organize "," and Training
B.S
 
: 
Journalism
 
Southern Illinois University
 
ï¼​ 
City
 
, 
State
 
Journalism
"
11797122.pdf,"AUTOMOBILE TRANSPORTER
","
Quality control
OSHA regulatory compliance
Dependable independent ",
22946204.pdf,,": 
MakerBot 3D print, Laser cut, Mill, Drill, Lathe Machine.
Statistics Softwares: 
STATA, SPSS
Database Softwares: 
SQL Server (4 yrs), Navicat (2 yrs)
Operating Systems: 
Windows 7/10, OS X
Experience
Company Name
 
June 2016
 
to 
Current
 
R&D Product Development Engineer
 
City
Design and build a tail-sitter VTOL(vertical take off and landing) UAV(unmanned aerial vehicle) which.
takes off and lands vertically and travels horizontally.
Main duties include but not limit to aerodynamics.
modeling, UAV control system design, mechanical manufacturing, simulation and tuning/experiments.
Company Name
 
May 2015
 
to 
February 2016
 
Research assistant
 
City
Research assistant for Wharton School environment economics projects on Europe Emission Trading.
System (EU ETC).
Main duties include large scale data collecting, cleaning, merging, database.
construction and data analysis, etc.
Completed with skills ranging from Java, python, Navicat SQLite.
database software) and STATA (data analyzing software).
Company Name
 
August 2013
 
to 
September 2013
 
Mechanical Technician
 
City
Check, report on reducer components, automobile chassis producing, processing and assembly line.
Trained in mechanical manufacturing fundamentals in industrial production of automobiles.
Mechatronics & Robotics: Experienced in designing and building Mechatronic systems and Robots, including self-balanced vehicle and
autonomous hockey-playing robots (more info: www.robockey.com), etc.
Familiar with embedded system, especially Arduino micro-controller.
Highly efficient in C and assembly language programming on autonomous systems.
Solid knowledge and practices in Robotics and Kinematics.
Participate in projects on planning robot trajectory of PUMA 260 robot arm long-exposure light painting and Haptic Rendering and Motion
Control with the Phantom Robot.
Mechanical Engineering Experienced in mechanical CAD softwares(6 yrs).
Undergraduate thesis focuses on ""Mechanical Design of a Flexible-Assembly-System(FAS) for tubes"" which is fully designed and analyzed
in AutoCAD and Solid","University of Pennsylvania, School of Eng. and Applied Science
 
Aug, 2014
 
Master of Science
 
: 
Mech. Eng. & Applied Mechanics Jun
 
City
 
, 
State
Mech. Eng. & Applied Mechanics Jun
Harbin Institute of Technology (HIT)
 
2010
 
Bachelor of Science
 
: 
Mechanical Design and Automation 
Sep Aug
 
City
 
, 
China
 
Mechanical Design
and Automation 
SepAug
Languages
English, Chinese
Additional Information
COMPETITIONS & AWARDS: Honor Mention Prize (30%), 
MCM: The Mathematical Contest in Modeling 
2011 Regional Second
Prize, 
China Undergraduate Mathematical Contest in Modeling 
2012 4th Place, Robockey, 
Hockey-playing Robot competition at Upenn
2015
"
18932512.pdf,"CUSTOMER RELATIONS SPECIALIST
","
Type 50 wpm, MS word, dispatching, data entry, customer service, cashiering, sales, call center and excel.
Education
High School Diploma
 
: 
General Studies
 
Crenshaw High School
 
ï¼​ 
City
 
, 
State
General Studies","
High School Diploma
 
: 
General Studies
 
Crenshaw High School
 
ï¼​ 
City
 
, 
State
General Studies"
