FileNumber,Role,Skills,Education
16449850.pdf,"DIRECTOR OF FINANCE
","
Financial reporting
US GAAP principles
Fiscal budgeting
Cash flow analysis
Individual tax returns
Federal/State tax preparation
PeopleSoft and Essbase
Customer relations
Work History
Director of Finance
 
, 
03/2012
 
to 
Current
 
Company Name
 
â€“ 
City
 
, 
State
 
Prepare monthly financial statements, forecasts, and annual budgets.
Work in properties with annual revenues up to $39M.
Full responsibility of balance sheet and general ledger.
Member of the Executive Team providing financial direction.
Yield management strategy and group business analysis.
Lead financial and operations reviews with managers.
Educate newer managers on how to read and interpret financial statements as it relates to their responsibilities.
Establish and maintain all internal controls, obtaining best audit review.
Recruit, train, and mentor personnel.
Currently supervising a staff of 20 associates.
Negotiate contract with third party and hotel partners.
Responsible for hotel's local area net","
Associate of Arts
 
: 
Finance
 
, 
MDCC
 
- 
City
 
, 
State
 
Finance
Florida Atlantic University
 
- 
City
 
, 
State
 
"
24411323.pdf,"FINANCE MANAGER
","
automobiles, Bi, competitive, contracts, features, financing, financial, Hospice, inspecting, Leadership, Marketing, negotiating, Negotiation,
Bathing, patient care, personnel, policies, rapport, Sales","
Certificate
 
: 
Finance & Automotive Insurance
 
2014
 
UDS
 
City
 
, 
State
"
29648950.pdf,"FINANCE AND SALES CONSULTANT
","
Advertising, Making appointments, art, Closing, Counseling, Credit, Clients, Customer Service, Databases, Email, Filing, Finance, forms,
Insurance, Marketing, meetings, mentoring, Negotiating, Net","
Associate of Science
 
: 
Business Management
 
, 
2012
 
Prince George's Community College
 
- 
City
 
, 
State
Deans list awards and recognitions.
Real Estate Agent Licensure
 
: 
Real Estate Sales
 
, 
2011
 
Long and Foster Continuing Education
 
- 
City
 
, 
State
MAR- Maryland Associations of Realtors
PAR- Prince George's County Realtor
REALTOR
NAR- National Associations of Realtors
PMA-Property Management Association
"
58165257.pdf,"FINANCE BUSINESS PARTNER
","
accounting, accrual, ad, AP, balance sheet, Bloomberg, budgets, budget, Business Intelligence, Business Planning, C, cash flow, clients, database,
decision-making, delivery, designing, due diligence, ecommerce, economics, finance, financials, financial, financial planning, FP&A, financial
reporting, focus, information systems, IQ, Leadership, Microsoft Office, office, organizational, processes, profit, publication, real estate, research,
Retail, sales, SAP, strategy, strategic
Additional Information
Activities and Interests: Alpha Kappa Psi Professional Fraternity, Nutrition/Health, Sports, Traveling, Reading","
University of Southern California
 
ï¼​ 
City
 
, 
State
May 2010
Bachelor of Science
 
: 
Business Administration Finance
 
Marshall School of Business
 
Business Administration Finance
InterestsAlpha Kappa Psi "
23573064.pdf,"PROGRAMME FINANCE ASSOCIATE
","
Work History
06/2012
 
to 
Current
Programme Finance Associate
 
Company Name
 
â€“ 
City
 
, 
State
 
Ensured administration and implementation of programme/operations strategies, adapts processes and procedures focusing on achievement
of the following results: Full compliance with UN/UNDP rules and regulations and other ","
12 2008
BSc. Civil Engineering, Al-Fateh University, Tripoli - Libya (1997 - 2001) 
& 
University of Tripoli, Tripoli - Libya (2005 - 2006) Projects In
Controlled Environments (PRINCE2) Foundation, UNDP training, Tripoli - December 2009 Enterprise Risk Management, UNDP training, Tripoli
- January 2009 HIV & AID, UNDP training, Tripoli - January 2009 Ethics Train, UNDP training, Tripoli - December 2008 The Gender Journey:
Thinking Outside the Box, UNDP training, Tripoli - January 2009 UN Programme On The Prevention Of Harassment, Sexual Harassment and
Abuse Of Authority, UNDP training, Tripoli - January 2009 Basic and advanced security in the field, UNDP training, Tripoli 
: 
"
81217013.pdf,"DIRECTOR, FINANCE OPERATIONS
","
Time Management
Leadership/communication skills
Negotiations expert
Employee relations
Self-motivated
Customer-oriented
Team Building
Team Leadership
Core Accomplishments
Project Management:
 
Â 
Eliminated excel budgeting with an the addition of ABM software solution that streamlined data collection 
and automated reporting functionality.
Launched an on-line service that allowed our camp programs register through our website verses a manual 
excel tracking schedule.
Launched Audubon's first corporate T&E credit card programLaunched 
Audubon's first procurement card program. Led the process in launching
Audubon's first on-line invoicing solution. Each of the last 4 bullets reduced transaction processing by 33%.
Financial Reporting
 
:
 Â 
Streamline as well as automate financial reporting through aligning our budget and accounting financial reporting to management. Played a lead role
in Instituting a change in coding that expanded our reporting beyond location tracking to align with our projects outlined in our strategic plan.
Operations Management:
 
Â 
Spearheaded the creation of a team known as field solutions which would become the liaison of the home 
office and 100 plus offices around the
country. Our focus, primarily 
financial support, also handled everything from fund raising to human resource concerns.
Professional Experience
Company Name
 
August 2015
 
to 
Current
 
Director, Finance Operations
 
City
 
, 
State
After many years of successfully managing the budget/forecast process of a 100 million dollar national multi-state non-profit, I was asked to lead
the areas of gift processing, banking and risk management areas. These segments of our national institution were fragmented and in much need of
leadership.
Gift Processing - led the charge to streamline the overall process from switching our banking relationship to a financial institution that best
suited our needs; ","al programs and materials, live events, symposium and Web sites that reach, teach, and
influence healthcare "
39675895.pdf,"SENIOR DIRECTOR OF FINANCE
","
Premier, streamline, book, business plan, communication skills, concise, data analysis, data collection, decision support, delivery, designing,
documentation, Employee Relations, senior management, Finance, Financial, Home Office, Insurance, investments, Leadership, Market, Meetings,
messaging, Access, Excel, office, Power Point, presentations, pricing, process engineering, process improvement, project planning, reporting,
strategy, strategic, strategic planning, Underwriting, Visio, Workbench, ","
Bachelor of Science
 
, 
Economics and Finance
 
May 2006
 
Bentley College
 
GPA: 
GPA: 3.7 GPA: 3.68 Magna Cum Laude, Honors Program,
President's List, Dean's List, Finance National Honors Society
 
Economics and Finance GPA: 3.7 GPA: 3.68 Magna Cum Laude, Honors
Program, President's List, Dean's List, Finance National Honors Society
MBA
 
2012
 
University of Connecticut Graduate School
 
GPA: 
GPA: 3.8
 
GPA: 3.8
"
22622351.pdf,"FINANCE DIRECTOR
","
Accounting, General Accounting,Â  Acquisitions, Budgeting, Controller, Cost Analysis and Analytical Reporting, Credit, Facilities Management,
Finance, Financial Reporting, Forecasting, Governmental Accounting, Human Resource, inventory, Leadership, Negotiations, Processes,
Sarbanes-Oxley
Experience
02/2012
 
to 
Current
Finance Director
 
Company Name
 
ï¼​ 
City
 
, 
State
Responsible for Accounting & Finance functions including management of IT outsourcing vendor for $20 million government entity.
Moved IT function to outsourced vendor vs. full-time employee, saving $34,000 in salary plus benefits and pension costs.
Developed monthly financial reporting to all department heads & elected officials, budgeting processing, account reconciliations.
Compile audit "," and Training
November, 1995
Bachelors of Arts
 
: 
Accounting
 
Mount Mary College
 
ï¼​ 
City
 
, 
State
 
Accounting
Central of Clifton High School
 
ï¼​ 
City
 
, 
State
Misc. On-going Training/Development
Steven Covey's Seven Highly Effective HabitsÂ Â Â 
Social Styles 2 Day Class
Ken Blanchard's Situational LeadershipÂ Â Â 
Annual GAAP updates via local Ernst & Young offices
Annual Governmental GAAP Updates
McGladrey Fraud Prevention Strategies - August, 2013
Annual FASB/GASB updates"
28396458.pdf,"FINANCE MANAGER
","
Career minded personality with expertise in sales and management.Â  Strong communication and customer service skills. Experience in creating a
positive sale environment.Â  Finance Director ","
Business/Marketing Business/Marketing Business Administration
 
,
 
1985
 
Coeur d'Alene High School
Business/Marketing Business/Marketing Business Administration
Business Administration Business/Accounting
 
,
 
1987
 
North Idaho College
Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â  Business Administration Business/Accounting
Business/Accounting
 
Trend Business College
Business/Accounting Graduated with Honors"
84356308.pdf,"FINANCE MANAGER
","
Strategic Financial Planning
Risk Management & Performance Analysis
Investment Management
Budgeting, Forecasting and Analysis
External Audit & Actuarial Work Finalization
Accounting & Auditing
Corporate/Operational Finance
Treasury
Taxation
Regulatory compliance
Mergers & Acquisition
Financial Reporting and Executive Presentation
Financial modeling capability
IFRS proficiency
US GAAP principles
Expert in GAAP and statutory reporting
MS Office Suite
Auditing proficiency
ERP (Enterprise Resource Planning) software
Internal control management
Work History
Finance Manager
 
03/2017
 
to 
Current
 
Company Name
 
â€“ 
City
 
, 
State
 
Performed Financial Due Diligence of the business acquired by the entity. Prepared financial projections and did investment appraisal.Â 
Arranged financing from the bank to finance the business acquisition.Â 
Prepared and presented strategic planning to management for approval.Â 
Provide leadership role in all aspects of the company's financial operations and manage treasury function, present production and financial
reports under local GAAP to the management and ensure tax compliance, arrange insurance cover for business and employees.Â 
Designed, got approved, implemented and monitored internal controls. Prepared Break-even Analysis, formulated salary structure,
prepared, monitored and adjusted financial budget.Â 
Oversaw preparation, and analyze monthly financial reports for management and Board of Directors, quarterly reports and financial reports
for Board meetings.
Collected and reported monthly expense variances and explanations.
Computed taxes owed by applying prescribed rates, laws and regulations.
Chief Financial Officer, CFO
 
10/2011
 
to 
09/2016
 
Company Name
 
â€“ 
City
 
, 
State
 
Developed strategies for sustainable value creation, supported senior management in decision making, managed assets-liabilities mismatch
risk and ensured ","
Bachelor of Science
 
: 
Mathematics
 
1997
 
University of the Punjab
 
- 
City
Certified Public Accountant -CPA
 
: 
Accounts, Audit and Finance
 
2012
 
Institute of Certified Public Accountants
 
- 
City
Certifications
Fellow Member of Chartered Institute of Cost and Management Accountants"
18975686.pdf,"FINANCE MANAGER
"," Automobile Financing. Negotiating Goal Se ing Customer Service Creative Problem Solving
SalesTrainer Selling Closing Developing and Implementing Processes
Skills
automobiles, charts, credit, customer satisfaction, customer service, Finance, financing, financial, focus, graphs, negotiations, profit, sales, Sales
and Management, seminars, strategic, time management, employee training
Additional Information
Recently acquired Life, Accident and Health Insurance License, along with my Property and Casualty Insurance License for the state of
Louisiana. Skills Automobile Financing. Negotiating Goal Se ing Customer Service Creative Problem Solving SalesTrainer Selling Closing
Developing and Implementing Processes
Experience
December 2013
Company Name
 
City
 
, 
State
 
Finance Manager
March 2014 As the Finance manager I submi ed loan applications to banks to obtain financing for customers along with completing all the
necessary bank and state documents necessary for the purchase of automobiles.
I was responsible for the sale of Warranty and maintenance products to customers that made there purchase and ownership of new and
used cars worry free and cost effective while adding to my departments bo om line.
My responsibilities also consisted of creating good customer relationships designed to grow future business.
Monitored customer preferences to determine focus of sales efforts.
Trained in negotiations and time management.
November 2012
Company Name
 
City
 
, 
State
 
Finance Manager
December 2013 My responsibilities consisted of securing bank loans for the purchase of new and used automobiles.
Completing all necessary documents required by the lending institutions along with all state required paper","
1 1977
Southern University 
Baton Rouge
 
State
 
, 
USA
 
Bachelor of Arts
 
: 
Music
 
Music
Bachelor of Arts degree
 
: 
Music
 
Music Completed Dale Carnegie Sales and Management Training. A ended numerous self funded training
seminars to aid in my career development."
25678238.pdf,"DIRECTOR OF FINANCE
","
Leadership/communication skills
Business operations organization
Budgeting expertise
Administrative Skills
Account Management
Project management
Product development
Client account management
Self-motivated
Customer-oriented
Work History
Company Name
 
Company Name
 
Experience
Director of Finance
 
Jan 2017
 
to 
Current
 
Company Name
 
ï¼​ 
City
 
, 
State
I am responsible for the direction of the Finance Division of HSC Shared Services.
I currently supervise a team of three supervisors and six accountants.
Unit Business Manager - Intermediate
 
Oct 2011
 
to 
Feb 2017
 
Company Name
 
ï¼​ 
City
 
, 
State
responsible for managing the business operations of the department, coordinating the flow of information within the office, facility cores and
throughout the membership.
acted as office manager, coordinating the "," Classes.
Secretary/Owner
 
Jan 2000
 
to 
Jan 2008
 
Company Name
 
ï¼​ 
City
 
, 
State
I was responsible for receiving and tracking all accounts receivable, accounts payable, all financial reports and taxes using Quick Books
Computer Software.
I was also responsible for contracting for necessary services and repairs, customer relations, and all managerial paper"
88038965.pdf,"MANAGER OF FINANCE
","
Accounting, audit reports, billing, budgets, budget, closing, cost accounting, Certified Public Accountant, CPA, Decision Support, direction, senior
management, Finance, financial, financial analysis, financial audits, financial operations, general ledger, Hospice, internal audits, Lawson, leadership,
managing, Office, modeling, monthly financial close, Payroll, processes, progress, Sarbanes-Oxley, staffing, strategy, supervisor","
Bachelor of Science
 
: 
Accounting
 
University of South Carolina
 
ï¼​ 
City
 
, 
State
 
Accounting
Certified Public Accountant (CPA) State of South Carolina 3
"
38225199.pdf,"FINANCE OPERATIONS/ SUPERVISOR MANAGER
","
10-key by touch, accounts payable, accounts receivable, administrative, billing, budgets, budget, Cisco, closing, interpersonal, credit, Client,
customer satisfaction, customer care, database, direction, Driving, general ledger, government, Internet Explorer, team building, director,
Managing, meetings, Access, Excel, Microsoft Office, Power Point, Window, Word, Works, negotiating, People Soft, policies, Presenting,
processes, quality, quality control, Research, Vantive, vision, Vista, written","
Early CHildhood education/ computer Science. 
1996 Certificate in Early Childhood Education
 
:
 
Early Childhood Education 
1995
 
Community C
COLLEGE OF DENVER
 
, 
City
 
, 
State
 
, 
USA
Certificate in Early Childhood Education
 
:
 
Early Childhood Education
 
1996
 
EMILY GRIFFITH OPPORTUNITY SCHOOL
 
, 
City
 
, 
State
 
, 
USA
Diploma
 
:
 
General Studies
 
1993
 
GEORGE WASHINGTON HIGH SCHOOL
 
, 
City
 
, 
State
 
, 
USA
 
GPA: 
Rewards and recognition 2004-2006
Circle of Excellence Recipient 2012 Crown Perks winner 2013 Crown Perks winner 2014 Pinnacle Perks winner
"
18024825.pdf,"PHD CANDIDATE IN FINANCE
","
Project Management Experience
Critical Thinking Skills
Complex Problem Solving Skills
Superior Research Skills
Excellent Written and Oral Communication
Self-motivated Professional
Experience
PhD Candidate in Finance
 
08/2010
 
to 
Current
 
Company Name
 
City
 
, 
State
Conduct research in Finance, specifically asset pricing and econometric modeling. Current ","
Ph.D.
 
: 
Materials Science and Engineering
 
6 1999
 
Georgia Institute of Technology (Georgia Tech)
 
City
 
, 
State
 
, 
USA
B. Tech.
 
: 
Metallurgical Engineering
 
6 1992
 
IIT Bombay
 
City
 
, 
India
Ph.D.
 
: 
Finance
 
2015
 
University of Connecticut 
City
 
, 
State
 
, 
USA
MBA
 
: 
Finance
 
12 2007
 
Gonzaga University
 
City
 
, 
State
 
, 
USA
M.S.
 
: 
Ceramic Engineering
 
12 1995
 
Georgia Institute of Technology (Georgia Tech)
 
City
 
, 
State
 
, 
USA
Sample "
27018361.pdf,"FINANCE ANALYST
","
Team Worker.
Ability to Manage Change with ease
Adaptability to Flexible Working Hours.
Excellent Negotiation and Analysis Skills
Quick learner with high energy level
Willing to ","
2006
B.L.I.S Madras University
 
B.com
 
Year of Passing
2005
Madras University
2002
Higher Secondary School St. John Higher Secondary School
 
Secondary school leaving certificate
2000
St. John Higher Secondary School
Personal Information
Name 
: 
T. Catherine Mercy Father's Name 
: 
S. Thomas Permanent Address : 
Plots No: 70-A, Velan Nagar, Valasaravakkam, Chennai - 600
087 Date of Birth 
: 
28th Dec 1984 Passport 
: 
Yes Gender 
: Female Nationality 
: 
Indian Languages Known 
: 
Tamil & English. Marital Status 
:
Married
"
86595128.pdf,"VP OF FINANCE
","
accounting, administrative, budget planning, business strategy, cash flow, cash management, competitive, customer satisfaction, finance, financial,
financial planning and analysis, forecasting, information technology, marketing, market, enterprise, payroll, personnel, pricing, profit, quick, riskmanagement, sales, strategy, strategic, Tax","
MBA
 
: 
Project, Engineering & Business Management
 
University of Dallas
 
City
 
, 
State
Bachelor of Science
 
: 
Finance, Accounting & Information Management
 
University of Texas at Dallas
 
City
 
, 
State
"
19405513.pdf,"FINANCE SPECIALIST
","
accounting software, accounts payable, banking, databases, fixed assets, prepaid expenses, marketing and sales, Access, Excel, Microsoft Office
Suite, PowerPoint, ORACLE, Peachtree,","
05/12
Bachelor's of Science
 
: 
Finance
 
Bentley University
 
- 
City
 
, 
State
 
GPA: 
GPA: 3.33 Dean's List, Spring 2009, Dean's List Fall 2010, President's
List Fall 2011
Major GPA: 3.33
Academic Achievements: Dean's List, Spring 2009, Dean's List Fall 2010, President's List Fall 2011
Select One
 
: 
International Business
 
Universidad de Navarra
 
- 
City
 
, 
State
 
, 
Spain
Study Abroad Program 
08/2010-06/2011
Challenged personal boundaries by immersing myself in the Spanish culture for an academic year.
Embraced the opportunity to build new relationships by participating in a program where I knew no colleagues prior.
Languages
Advanced Spanish
Interests
Carpentry, globalization, international economics, sailing, social and economic development, sports, and technology.
"
38907798.pdf,"SENIOR FINANCE MANAGER
","
accounting, accounts payable, accounts receivable, accrual, ad, A/P, agency, Auditing, Balance sheet, billing, billings, Budget development,
Business Objects, Cash flow analysis, Cash Flow, cash flow projections, cost analysis, client, expense reports, external audits, Finance, financial,
Financial Analysis, Financial reporting, financial statements, Internal Auditing, invoice processing, JD Edwards, Legal, Director, Managing, market,
meetings, Microsoft Excel, office, Microsoft PowerPoint, Microsoft Word, policies, Process improvement, procurement, reconciling, reporting,
research, SAP R3, Staff management/development, Treasury, variance analysis","
Masters of Business Administration
 
: 
Auditing & Fraud Examination
 
, 
December 2011
 
Argosy University
 
ï¼​ 
City
 
, 
State
 
Auditing & Fraud
Examination
Fraud Examination: Theories and Methods, Fraud Auditing and Financial Analysis, Internal Auditing and Control Management, 
Legal Aspects of
Fraud, Investigation, and Expert Testimony
Bachelor of Science
 
: 
Corporate Finance & Advertising and Promotion Strategy
 
, 
May 2006
 
University of Southern California
 
ï¼​ 
City
 
, 
State
Corporate Finance & Advertising and Promotion Strategy
"
28398216.pdf,"FINANCE OFFICER
","
Work History
Finance Officer
 
, 
01/1997
 
to 
04/2014
 
Company Name
 
â€“ 
City
 
, 
State
 
Managed ","
Completed US Individual Income Tax Course by H& R Block 
1982 - Passed, Philippine CPA Board Exam
 
: 
1 1994
 
Bachelor of Science
 
: 
Commerce Accounting
 
, 
1 1975
 University of Batangas (formerly Western Philippine Colleges)
 
- 
City
 
Commerce Accounting
1 1
 
Junior Philippine Institute of Accountants
 
- 
Affiliations
Philippine Institute of Certified Public Accountants 
Government Association of Certified Public Accountants 2
"
48285304.pdf,"FINANCE MANAGER
","
Accounting, Budgeting, budgets, budget, Business Development, business management, business processes, business solutions, Customer
Relations, ERP, financial, financial management and control, Forecasting, hiring, inventory, Kronos, Logistics, director, management reporting, MS
Access, MS Excel, MS PowerPoint, MS Project, negotiating, Operations Management, Oracle, Organizing, personnel, policies, processes,
Procurement, Product Management, progress, proposal, Purchasing, quality, Quality Assurance, Quicken, sales, SAP","2008
Bachelor of Arts
 
: 
Political Science
 
Grand Valley State University
 
ï¼​ 
City
 
, 
State
2012
J.D.
 
: 
Criminal Law
 
Duke University Law School
 
ï¼​ 
City
 
, 
State
"
