FileNumber,Role,Skills,Education
12635195.pdf,,"
Google and Microsoft suite ","al needs of high school students.Instructed classes concerning A+ certification, Cisco certification,
web design, programming, game design, and help desk.
Taught programming courses concerning C#, Python, Java, and Javascript programming language, as well as taught various web
frame"
26746496.pdf,"DATABASE PROGRAMMER/ANALYST (.NET DEVELOPER)
",,"
Master of Science
 
, 
Computer Engineering
 
Present
 
University of Missouri
 
ï¼​ 
State
 
GPA: 
GPA: 3.7
 
Computer Engineering GPA: 3.7
Bachelor of Technology
 
, 
Electrical and Electronics Engineering
 
May 2013
 
Jawaharlal Nehru Technological University
 
India
 
GPA: 
GPA: 3.65
Electrical and Electronics Engineering GPA: 3.65
"
23666211.pdf,"TRAINING MANAGER
","
Administrative, Consultant, Course Development, Client, DC, delivery, Instructor, 
leadership development, Leadership and Development,
Curriculum Development, Trainer "," training.
Provide leadership development education.
Provide logistical support, course development, delivery, evaluation, process measurements, and cost management.
Plan the implementation and facilitation of activities and events, budget spending, material production and distribution, and other resources to
ensure that operations are managed within authorized budgets.
Company Name
 
City
 
, 
State
 
Owner/Partner Defense Contractor
 
10/2006
 
to 
07/2011
Top Secret Facility Clearance.
Supervised, and trained employees for high level security Military Intelligence operations, recruited quality personnel for special assignments,
conducted high level briefings and debriefing for various security level investigations at Federal locations to Military, civilian and
Congressional personnel.
Developed business plans, budgets, cost proposals, task schedules, cost analysis and projections; issued status/quality control plans and
reports.
Developed specific scenarios and created specific characters per U.S.Military specifications adhering to strict government guidelines.
Provided "
24038620.pdf,"INFORMATION TECHNOLOGY DIRECTOR
","
Air Force, attorney, backup, balance, billing, budget, business operations, interpersonal, competitive, CRM, Client, clients, dictation, disaster
recovery, document management, Ethernet, fast, financial, GroupWise, Insurance, Internet Protocols, team leader, law, Marketing, Messaging,
access, Microsoft Office, office, Microsoft Office 2000, Outlook, negotiation, pricing, processes, project management, Relationship Management,Scanner, strategic planning, Technical Training, phones, upgrading, VPN, voice and data, VOIP, Word Perfect","
Associate's Degree
 
: 
Computer Information Systems
 
HARRISBURG AREA COMMUNITY COLLEGE
 
Computer Information Systems
Associate's Degree
 
: 
Business Administration
 
Business Administration
MBA
 
: 
Leadership Program
 
ELIZABETHTOWN COLLEGE
 
Leadership Program
Various Technical Training Certification Courses and an honorably discharged Air Force Veteran.
"
29051656.pdf,"INFORMATION TECHNOLOGY SPECIALIST
",," and Training
Bachelor of Science
 
: 
Civil Engineering
 
University Of Buea
 
City
 
, 
State
 
, 
Cameroon
 
Civil Engineering
Technical Environment
Databases:
 Oracle 10g, 11g, 12c, MySQL 5.6, 5.7, Sql Server 2008, 2012
Platforms:
 
Oracle Enterprise Linux 5.11, 6.7, 7, HP-UX 10.x, 11.x. Sun Solaris 2.5, 2.6, Windows Server 2008
Tools
 : TKPROF, EXPLAIN PLAN, STATSPACK, AWR, and ADDM Toad, Putty, X-wing32, WinSCP.Â 
Database Utilities
 : Oracle Enterprise Manager, Real Application Cluster, ASM, Transportable Tablespaces, SQL*Loader, RMAN,
DataPump, Export, Import
Languages
 :Â  
Â·SQL*PLUS, PL/SQL, UNIX Shell Scripting, Ksh, bash"
33381211.pdf,"VICE PRESIDENT INFORMATION TECHNOLOGY - SOFTWARE ENGINEERING
","
People Centered Leadership
Strategic & Tactical Planning
Software Engineering
Designing & Architecting Systems
Coaching and Talent Development
Building a Culture of Innovation and Engagement
Transformation and Change Advocate
Work History
Vice President Information Technology - Software Engineering
 
, 
03/2018
 
to 
Current
 
Company Name
 
â€“ 
City
 
, 
State
 
LeadingÂ all aspects of IT Application Development and Corporate Systems teams encompassing 100+ IT associates plus consultants, $20
m budget, key capital trans-formative projects for the full life-cycle of delivering world classÂ business solutions.
Supporting company-wide Fit for Growth initiative which focuses on improving customer and associate ","
Mini MBA
 
Boston University
 
BS
 
: 
Electronics And Communications Engineering
 
Anjuman Engineering College
 
- 
City
 
www.linkedin.com/in/boppanarao
Affiliations
2018 Stevie Award Gold Winner - ""Watch us on our way"" App
2017 Safelite Solutions Innovation Award - New claims management tool
2016 Belron Exceptional Customer Service Award - Part Identification
2015 Safelite Group Customer Driven Leadership AwardÂ 
2013 Belron Exceptional Service Award - Allstate Integration
2013 Belron Exceptional Service Award - Customer Self-Service Innovation
2013 Safelite Group Wall of Fame Award
2008 Safelite Group Wall of Fame Award
"
10840430.pdf,"BRANCH CHIEF INFORMATION TECHNOLOGY SPECIALIST
","
Air Force, art, Agency, Basic, budget, oral, hardware, Computer Operations, configuration management, cost analysis, data management, Dec,
direction, documentation, edge, feasibility studies, forms, functional, Government, Information Systems, information technology, computer support,
meetings, Office, enterprise, Net",". Excellent record of problem solving and achieving results in high-operations-tempo environments. Successful team leader
and highly-motivated mentor with proven dedication to self and subordinate improvement. 
*Superior knowledge of INFOSEC/NETOPS
techniques to determine requirements for information technology equipment and systems. Excellent knowledge and ability to negotiate in financial
control, budget systems, and security management. "
28697203.pdf,"INFORMATION TECHNOLOGY PROJECT MANAGER
","
Agile methodology
Project management
SAFe Program Increment (PI) Planning
Scrum / Kanban / Scrumban
Aptitude for resolving challenging problems
Client relations
Team building
Release management
Scrum master / Business analyst
Atlassian suite (JIRA, Confluence, Trello)
Public Trust Clearance Level 4
Agile
Approach
Budget
Business analyst
Concept
Client
Client relations
Features
Functional
Team building
Managing
Meetings
Procurement
Project Management
Project plans
Real-time
Risk-assessment
SCADA
Supervisory Control and Data Acquisition
Fluent in Spanish
Upgrade
Experience
Company Name
 
| 
City
 
, 
State
 
INFORMATION TECHNOLOGY PROJECT MANAGER
 
03/2019
 
- 
Current
Support Design-Build Supervisory Control and Data Acquisition (SCADA) Upgrade Project using project management expertise.
Identify and implement technology tools to facilitate resource planning for multiple projects, identify interdivisional dependencies, encourage
real-time team collaboration, and develop streamlined "," and Training
Scaled Agile Frame"
38753827.pdf,"VICE PRESIDENT, INFORMATION TECHNOLOGY
","Software: Active Directory, Microsoft Exchange, HP Insight Manager, EMC Avamar, Symantec Ghost, LanGuard Net","
M.B.A
 
: 
Dec. 2007
 
University of Massachusetts
 
ï¼​ 
City
 
, 
State
B.S
 
: 
Real Estate
 
, 
May 1994
 
Arizona State University
 
ï¼​ 
City
 
, 
State
Certifications and Training
Denver Peak Academy - Lean Process Improvement (Black Belt)
Harvard ManageMentor Leadership and Management (12 Courses)
Microsoft Certified Systems Engineer (MCSE)
Microsoft Certified Systems Administrator (MCSA)
Cisco Certified Net"
27372171.pdf,"INFORMATION TECHNOLOGY SPECIALIST/SYSTEM ANALYSIS
","
Active Directory, Microsoft Outlook 2013, Windows 7, Windows 10, system security, data automation, Circuit Design application, UNIX client
server, interpersonal skills, hardware and software installations, net","
GRANTHAM UNIVERSITY
 
2017
 
Master of Science
 
: 
Information Management Technology
 
City
 
, 
State
 
SAINT LEO UNIVERSITY
 
2015
 
Bachelor of Business Administration
 
: 
Management
 
City
 
, 
StateSAINT LEO UNIVERSITY
 
2013
 
Associate of Arts
 
: 
Liberal Arts
 
City
 
, 
State
Additional Information
Active Top Secret Clearance, Graduate of Signal Systems Support Advance Leader Course in Information Systems and Net"
24889109.pdf,"INFORMATION TECHNOLOGY SPECIALIST
","
Army, Basic, Cable, Cat 5, Cisco, Encryption, Customer Support, documentation, Firewalls, FTP, information systems, Information Technology,
Messaging, Access, Exchange, Windows 7, monitors, Net","
Associate of Arts
 
: 
Business Administration
 
12 2014
 
Business Administration
CompTIA Security+ Certified 
Certification / Oct 2011 Information Technology Specialist Training (25 weeks) 
US Army / Nov 2009 Information
Technology Online Training (223 hours) 
US Army / Mar 2009-Jan 2012 SIPR/NIPR Access Point (SNAP) Terminal (32 hours) 
Certification /
June 2011 Fiber Optic Connectors and Splicing Basic Installation Course (40 hours) 
Certification / Aug 2010
"
15802627.pdf,"SENIOR VICE-PRESIDENT AND CHIEF INFORMATION OFFICER
","
Business Continuity, Technology Infrastructure, File, Lan, Architecture, Business Process Improvement, Cdm, Cisco, Contracts, Ecommerce,
Fulfillment, Net","
Bachelor of Arts
 
:
 
Geography
 
State University of New York at Stony Brook
 
ï¼​ 
City
 
, 
State
 
, 
US
 
, CERTIFICATIONS & AFFILIATIONS
Bachelor of Arts - Sociology Bachelor of Science - Biochemistry Associates - Geography State University of New York at Stony Brook, Stony
Brook, New York
Certifications
Microsoft Certified Systems Engineer
Certified Information Systems Security "
41344156.pdf,"VP OF INFORMATION TECHNOLOGY
","
ASP.Net 4.5, ASP.Net, VB.NET, Active Directory, Backup, Budget, Contract negotiation, CRM, Data Analysis, Data Processing, Databases,
Disaster Recovery, ETL, EDI, ITIL, Training, Executive Management, Senior Management, GoldMine, Information Security, HealthCare IT, IT
support, Leadership, Marketing, Net","Information Systems
 
2014
 
Park University
 
GPA: 3.5
Bachelor of Science
 
: 
Management
 
2007
 
Park University
Magna Cum Ladue
GPA 3.82
"
21283365.pdf,"DIRECTOR OF INFORMATION TECHNOLOGY
","
COMMUNICATION
Collaborating with clients and fostering a positive business relationship to meet all levels of IT service demands (Technical, R&D and
operations and maintenance)
Clearly discussing and conveying Information Technology concepts and terminology with both technical and non-technical staff at all levels
within and outside the Department
Producing clear and concise written documents, emails, project status reports and briefs
Communicating effectively with various levels of the organization
Expertise
Making strategic judgments and evaluating the impact
Cloud Environments Design & Implementation
Net"," and Training
M.S
 
, 
IT
 
CSUF
 
IT
Fullerton Masters of Science Degree
 
, 
Information Technology
 
Mihaylo College of Business and Economics, California State University
Information Technology GPA: 3.4
B.S
 
, 
IT
 
UOP
 
IT
Bachelors of Science Degree
 
, 
Information Technology
 
University of Phoenix
 
Information Technology GPA: 3.7
"
19796840.pdf,"INFORMATION TECHNOLOGY AUDITOR
","
PeopleSoft HCM 8.8/9.x, PeopleSoft Financials 8.8/9.x, 
PeopleTools 8.51/ 8.54, SQL Developer, MS Office, Visio, MS Project, Dell Stat
5.6/5.7, SQL Developer, Application Designer, Putty, SharePoint, HP Application Lifecycle Management, Oracle Enterprise Manager, STAT
Admin, TOAD, Service Now, Remedy, Heat, Oracle E-Business, Asset Suite 8.
Experience
10/2016
 
to 
Current
Information Technology Auditor
 
Company Name
 
ï¼​ 
City
 
, 
State
Participate in the annual risk assessment and audit planning process covering IT, financial, operational, and contract areas.
Assist with IT audits and reviews including user access, database and service configurations, security, and policy and procedural
compliance.
Perform IT project pre and post audit assessments.
Participate in external cyber related audits and assessments.
Assist with IT portion of annual assessment of internal controls over financial reporting (Sarbanes Oxley - SOX).
Includes risk assessment, control walkthroughs, control testing, remediation assistance, report of results to IT management and other
management, and collaboration with our external financial IT auditors.
Consult on IT matters within non-IT focused audits and reviews performed internal audit.
Assist and consult with IT management on upgrades, implementations, and action plans resulting from various audits and assessments.
Assists and provides support to others auditing the Association as needed.
Train and educate members of the internal audit team and other personnel on IT audit methods and emerging IT risks.
Coordinates "," and Training
B.B.A
 
: 
Management Information Systems
 
University of Houston
 
Management Information Systems
2010
Certified Information Systems Auditor (CISA) Certification
- 1085531 *Legacy MCSE, CCNA, and Novell certified *Delta Sigma Pi Business Fraternity *Agrium Women's Leadership Group
"
20001721.pdf,"INFORMATION TECHNOLOGY STUDENT
","
Skills
Experience
Total
Years
Last
Used
Windows, Unix, Linux, Mac OSX, VMWare, HTTP/Apache, DNS/BIND, SSH, SNMP, DNS, DHCP,
FTP
Intermediate
2
May 2016
Accomplishments
Customer Service
Handled customers effectively by identifying needs, quickly gaining trust, approaching complex situations and resolving problems to
maximize efficiency.
Data Preparation
Prepared chain of custody packets for title sale reviews of procedures and fees/services justification.
Administration
Performed administration tasks such as filing, developing spreadsheets, faxing reports, photocopying collateral and scanning
documents for inter-departmental use.
Reporting
Maintained status reports to provide management with updated information for client projects.
Application Design
Used object-oriented design/programming to design new stand-alone application.
â€‹
Planned, installed, configured, and monitored document management infrastructure.
Coordinated scheduled software and hardware patches, upgrades, and enhancements to platforms. 
Collaborated with IT teams to design and
implement continuous process improvements to prevent production application incidents. 
Work Experience
Company Name
 
January 2014
 
to 
Current
 
INFORMATION TECHNOLOGY STUDENT
 
City
 
, 
State
â€¢Presented various projects includingÂ 
 VPN, RDMS, and IT Proposals
 Â to 
several classes and instructors
 .
â€¢Worked independently and as part of a team to achieve most equitable outcome.
 
Company Name
 
September 2010
 
to 
October 2013
 
FORECLOSURE PROCESSOR PARALEGAL 
City
 
, 
State
â€¢Diligently reviewed the specialty loan portfolio for compliance with all reporting requirements.
â€¢Communicated regularly with management regarding portfolio performance and new loan transaction quality.
â€¢Maintained confidentiality of bank records and client information.
â€¢Scanned and filed forms, reports, correspondence and receipts.
â€¢Entered information into computer databases.
â€¢Reviewed files to check for complete and accurate information.
â€¢Examined Deeds of Trust to determine the grantor, grantee, trustee and loan amount.
â€¢Coordinated with multiple departments regarding responsive documents and document retention.
â€¢Researched bankruptcy loan files to confirm federal guideline compliance.
â€¢Supported a team of three attorneys with generating and filing of pleadings, motions and various court documents.
â€‹
Company Name
 
February 2008
 
to 
May 2008
 
TOEFL/TESL INSTRUCTOR
 
City
 
, 
State
â€¢Developed interesting course plans to meet academic, intellectual and social needs of students.
â€¢Developed and implemented interesting and interactive learning mediums to increase student understanding of course materials.
â€¢Performed student background reviews to develop tailored lessons based on student needs.
â€¢Developed, administered and corrected tests and quizzes in a timely manner.
â€¢Combined discipline plan with effective measures and various lesson plans to increase concentration, participation, and progress student
accountability.
â€¢Designed lesson plans focused on age and level-appropriate material.
Education and Training
SAN DIEGO STATE UNIVERSITY 
2006
 
Bachelor of Arts
 
: 
English
 
City
 
, 
State
 
, 
United StatesSkills
Microsoft Word, Excel, Access, SQL Server, VBA, Visual Studio"," in programming, relational database management and computer technology
maintenance.
"
10247517.pdf,"INFORMATION TECHNOLOGY MANAGER
","
anti-virus, backup, cabling, Cisco, hardware, contracts, client, clients, database, disaster recovery planning, disaster recovery, email, ERP,
features, imaging, information systems, inspection, Inspects, LAN, notebooks, laptops, Mechanical, access, office, enterprise, Net","
Master of Science
 
: 
Leadership
 
Walden University
 
ï¼​ 
City
 
, 
State
2015
Master of Science
 
: 
Information Systems Management Project Management
 
Walden University
 
ï¼​ 
City
 
, 
State
2013
Bachelor of Science
 
: 
Information Systems Management Mechanical Engineering
 
Walden University
 
ï¼​ 
City
 
, 
State
Certifications
MCP, Â CompTIA Net"
13385306.pdf,"DIRECTOR OF INFORMATION TECHNOLOGY
","
.NET, asp.net, VB.NET, Adabas, ADO, Agile, Application Development, ASP, agency, Banking, banyan, billing, business analysis, Business
Intelligence, cardiology, client server, hardware, Data Management, Database Administration, Database Design, delivery, desktops, XML, help
desk support, help desk, IIS, Information Technology, IT Strategy, Leadership, Team Leadership, mainframe, C#, office, SharePoint, Natural,
Net","
Master of Business Administration (MBA)
 
: 
Management Information Systems, General Delta Mu Delta
 
Suffolk University - Sawyer School of
Management
 
City
 
Management Information Systems, General Delta Mu Delta
Bachelor of Arts (BA)
 
: 
Economics
 
GPA: 
Omicron Delta Epsilon
 
Economics Omicron Delta Epsilon
"
20674668.pdf,"INFORMATION TECHNOLOGY SPECIALIST III (DRUPAL DEV)
"," in theming, as well. Driven to
provide excellent service and high-quality coding to create secure and functional sites for clients. Expert in Drupal and up to date on the latest
developments and versions. Managed several projects for the NYSED Redesign Project using both Drupal 7 and Drupal 8, including full Drupal
deployment services. Earned the respect and the trust from both the NYSED ITS and Program Office Managements.
Core Qualifications
â€¢ Superior proficiency in high-level Drupal 7 and Drupal 8 Development
â€¢ Excellent proficiency in using Drupal Ajax and jQuery in web development
â€¢ Exceptional knowledge of Drupal prior versions and upgrades
â€¢ Extensive expertise with versioning management systems
â€¢ Strong ability to manage multiple concurrent projects
â€¢ High problem solving and analytical skills
Technical Skills
Programming and Scripting Languages: 
C++, Java, JavaScript, PHP, Python, AJAX
Data-Oriented Languages and Databases: 
SQL, PL/SQL, Oracle Database, DMS II, PL/SQL, JDBC
Markup and Stylesheet Languages:
 
HTML, HTML5, XHTML, CSS, and CSS3
Methodologies: 
UML, Design Patterns
IDE:
 
Oracle JDeveloper, Eclipse, BlueJ, jGRASP, Microsoft Visual Studio
Frame",
24230851.pdf,"CUSTOMER SERVICE REPRESENTATIVE
","
Microsoft Office
Verint
Siebel
RTA
Avaya
Operating Systems
Vista
Windows 7
Windows 8
Windows 10
Experience
08/2015
 
to 
Current
Customer Service Representative
 
Company Name
 
ï¼​ 
City
 
, 
State
Handled large call volume while being able to multi task and provide accurate information to the consumers while maintaining a high level of
quality of service.
Keep records of customer interactions or transactions, recording details of inquiries, complaints, or comments, as well as actions taken.
Confer with customers by telephone or in person to provide information about products or services, take or enter orders, cancel accounts,
or obtain details of complaints.
Refer unresolved customer grievances to designated departments for further investigation.
Complete contract forms, prepare change of address records, or issue service discontinuance orders, using computers.
09/2014
 
to 
07/2015
Customer Service Supervisor
 
Company Name
 
ï¼​ 
City
 
, 
State
Provides supervision and leadership to a team of 20 to 60 customer service representatives and through the various communication channels
within operations (telephone, e- mail, written correspondence, and web-chat).
Met contract specific goals/objectives as required 
Extensive "," and Training
2013
Associate of Science
 
: 
Psychology
 
Eastern Kentucky University
 
ï¼​ 
City
 
, 
State
"
33241454.pdf,"INFORMATION TECHNOLOGY SUPERVISOR
","
Army, Cisco, counseling, customer assistance, database, documentation, Information Technology, inventory, IP, LAN, Windows 7, Net","
Certification, Windows 7, Microsoft, Fort Bragg, NC,
 
2012
*Certification, Security 
, Comptia, Yong San, Korea,
 
2012
*Distinguished Graduate Certificate, Information Technology (Net"
22450718.pdf,"INFORMATION TECHNOLOGY SPECIALIST
","
interpersonal, hardware, concept, content, clients, customer satisfaction, Database, debugging, desktops, direction, documentation, engineer,
functional, Help Desk, human resource, J2EE, LDAP, Linux, Mainframe, memory, access, Excel, MS Office, Outlook, PowerPoint, Windows,
Word, net","
Bachelors of Science
 
, 
Computer Engineering Technology
 
Spring 2008
 
Prairie View A&M University
 
ï¼​ 
City
 
, 
State
 
GPA: 
GPA: 3.048/4.0
Computer Engineering Technology GPA: 3.048/4.0
Personal Information
Active 
TS/SCI w Poly (last update, 05/2010)
Additional Information
Security Clearance: 
Active 
TS/SCI w Poly (last update, 05/2010)
Ability to adapt to changing technology, learning and applying new methods for achieving the goals of the organization
TAC/ABET accredited , Dean's List 2005-2007, Honor Roll 2006-2007
Engineering Technology Association; Vice President 2005-2007
Tau Beta Pi Engineering Honor Society; Vice President 2007-2008
"
26768723.pdf,"SUPPORT & NETWORK SERVICES INTERN
","
Â·Able to research and familiarize skill sets towards core technologies
based on enthusiasm, dedication, and motivation
Â·Knowledgeable with installation and configuration of Windows-
based operating systems (Windows XP, Vista, 7, and 8)
Â·Experienced with the installation and configuration of Ubuntu Linux
whilst cognizant of Mac OS X interactions
Â·Proficient with virtualization and highly skilled with configurations
inside of VMware
Â·Skilled with troubleshooting hardware and software issues within a
net"," connections and supporting equipment
Deployed re-imaged hard drives or newly acquired assets for classrooms or professors based on priority scheduling
Assisted lab desk student "
35325329.pdf,"ASSISTANT INFORMATION TECHNOLOGY (IT) DIRECTOR
","
streamline, Agile, billing, case management, contracts, clients, customer services, database, Dictation, Documentation, electronic medical records,
features, functional, health and human services, help desk, Imaging, information technology, ITIL, Materials Management, Exchange, enterprise,
Net","
De La Salle University
 
Guidance & Counseling
 
MS
 
Guidance & Counseling
Assumption College
 
Psychology
 
BS
 
Psychology
Agile Management, UC Berkeley Extension; Advanced Project Management Program, Stanford University (SCPM); Project Management, San
Jose State University Certified Lean Six Sigma Black Belt in Lean Six Sigma Quality and Operational Excellence, Harrington Institute Certified
ScrumMaster (CSM); Certified Scrum Product Owner (CSPO), Scrum Alliance Foundation Certificate in IT Service Management v2, ITIL,
EXIN Project Management "
39413067.pdf,"FREELANCE IT CONSULTANT
","
Active Directory, Active Directory, Application Development, budget, Business Management and Development, business operations, business
plan, C++, hardware, Net"," software, systems and databases.
"
12334140.pdf,"PRODUCTION ASSOCIATE
","
Accounting, administrative, agency, Basic Programming, Bookkeeping, Business Communication, hardware, Finance, fundraising, help desk
support, help desk, IBM, IBM Software, inventory, letters, Lotus 2.1, Macros, Marketing, mail, Office, MS-DOS, Net","
KnowledgeSoft, Inc., Mechanicsburg, PA, 3/1997 Courses in Intranetware 4.11 Administration and 4.1a Advanced Administration
 
12 1993
Shippensburg University of Pennsylvania
 
City
 
, 
State
B.S.B.A
 
: 
Business Administration/Office Administration
 
12 1993
 
John L. Grove College of Business
 
Business Administration/Office
Administration
Business Communication, Business Programming, Marketing, Finance, IBM Software Applications, and ManagementA.A
 
5 1991
 
Harrisburg Area Community College
 
City
 
, 
State
 
GPA: 
GPA: 3.11
 
Accounting, IBM Software Applications, Intermediate Lotus 2.1,
Advanced Lotus 2.1 Macros, MS-DOS Commands, IBM Basic Programming, Advanced WordPerfect 5.1, and Novell Netware GPA: 3.11
Academics/Business
 
1 1988
 
East Pennsboro Area High School
 
City
 
, 
State
 
Academics/Business Typing, Word Processing, Office Procedures,
Bookkeeping, and Shorthand Recipient of Award for East Pennsboro Most Outstanding Business Student"
