FileNumber,Role,Skills,Education
25525152.pdf,"EDITORIAL ASSISTANT
","
Proficient with video editing software: Final Cut Pro and Edius.
Desktop Publishing Software: Photoshop, Illustrator, HTML
Photojournalism and videography
Copy editing and proofreading
Managing skills: advanced problem-solving, great organizational skills.
Experience
Editorial Assistant
 
08/2017
 
Company Name
 
City
 
, 
State
Head of submissions department.
Act as the first point of contact for author's questions, concerns ect. during the submission process.
Update and maintain company's database.
Review samples to determine if suitable for publication.
Production Assistant
 
01/2017
 
to 
08/2017
 
Company Name
 
City
 
, 
State
Provided video production and digitization services to faculty, staff, and departments at The University of Tennessee.
Intern
 
01/2016
 
to 
06/2016
 
Company Name
 
City
 
, 
State
Contributed articles and photos to Sydney local magazine Peninsula and Northshore Living. 
Intern Reporter
 
08/2015
 
to 
12/2015
 
Company Name
 
City
 
, 
State
Captured visual content and edited general assignment stories to be shown on air.
Gathered and verified factual information regarding stories through interviews, observation and research.
Columnist
 
08/2013
 
to 
12/2016
 
Company Name
 
City
 
, 
State
Published weekly op-ed in school newspaper titled School of Sarcasm.
Topics covered campus life.
Received highest readership for three consecutive years.
Freelance Writer
 
08/2014
 
to 
Current
 
Company Name
 
City
 
, 
State
Wrote unique articles for Wojdylo media, pertaining to social media advancements.
Deejay
 
01/2014
 
to 
06/2014
 
Company Name
 
City
 
, 
State
Presented local news on campus public radio.
Organized playlists for radio and announced song titles.
Education and Training
Bachelor of Science
 
: 
Journalism
 
2017
 
The University of Tennessee
 
City
 
, 
State
 
Bachelor of Science in Communication and Information with a
major in Journalism and Electronic Media and a minor in English. 
Activities and Honors
Selected to participate in College of Communication and Information Global Scholars Study Abroad Program in Sydney, Australia for Spring
2016."," and Training
Bachelor of Science
 
: 
Journalism
 
2017
 
The University of Tennessee
 
City
 
, 
State
 
Bachelor of Science in Communication and Information with a
major in Journalism and Electronic Media and a minor in English. 
Activities and Honors
Selected to participate in College of Communication and Information Global Scholars Study Abroad Program in Sydney, Australia for Spring
2016."
28609364.pdf,"BUSINESS DEVELOPMENT & DIGITAL MEDIA MARKETING SPECIALIST
","
approach, benefits, budget, Business Management, content, database, editorial, Executive Management, Home Care, marketing research,
marketing, meetings, net","
Master of Business Administration
 
:
 
Marketing
 
September 2017
 
San Diego University for Integrative Students
 
, 
City
 
, 
State
 
, 
USA
 
Marketing
"
11005406.pdf,"SPRINT ISP MANAGEMENT TO THE VENDOR
Qualifications
Windows 95-XP-Windows 7/8.8,1/10
Windows NT/2000/2003/2008/2012
Red Hat (limited)
Ubuntu (limited) VIRTUALIZATION TECHNOLOGY:
ESX/ESXi 3.5-5.5
MS Hyperv 2005-2008 SECURITY SYSTEMS/LOAD BALANCERS:
Brocade SSL Load Balancer
F5 BigIP AFT/LTM Load Balancer
SSL Cert Management - 230 Sites
Watchguard
Work ","
Cisco, Exchange, Firewall, Iis, Internet Information Services, It Support, Layout For, Microsoft Windows, R2, Sap, Security, System Security,
Virtualization, Windows 2003, Windows Server 2003, Cisco Asa, Emc, Emc Vnx, Orion, Vnx, Access, Atc, Dfs, Engineer, Fibre Channel,
Marketing, San, Solarwinds, Ssl, Storage Area Net"," and Training
BS
 
: 
Business Management
 
Ottawa University
 
ï¼​ 
City
 
, 
State
 
, 
US
 
Ottawa University ~ Overland Park, KS Campus Currently pursuing a BS in
IT, Minor in Business ManagementCertifications
CCNA CCDA
MSCE
VMWARE ESXi technologies
Watchguard Firewall Technologies
Exchange 5.5-2010
OS/2/Netware/DOS Lan Manager (Many years of exposure to net"
94492380.pdf,"DIRECTOR OF SOCIAL MEDIA MARKETING
",,"
2003
Bachelor of Science
 
: 
Business Management with Marketing Emphasis
 
University of Phoenix
1995
Film & TV Production
 
Columbia College"
50219114.pdf,"DIGITAL STRATEGY MANAGER
","
Website Design & Development:Â 
 HTML5, CSS3, PHP, Drupal, WordPress, InvisionApp, Adobe PhotoShop, Adobe Fire","
Master of Science
 
:
 
Technology Management
 
2010
 
University of Maryland, University College
 
, 
City
 
, 
State
 
, 
USA
Course"
31162167.pdf,"PUBLIC RELATIONS INTERN
","
Salesforce, Adobe Package (InDesign, Illustrator, Photoshop), MS Office (Word, Excel, Powerpoint, Keynote), Cloud based calendars
Diverse multicultural background: dual citizenship American and Brazilian, educated in the San Francisco Bay Area and in Switzerland.
,Salesforce, Adobe Package (InDesign, Illustrator, Photoshop), MS Office (Word, Excel, Powerpoint, Keynote
Experience
Public Relations Intern
 
08/2017
 
to 
09/2017
 
Company Name
 
City
 
, 
State
Media Relations 
- 
UN Global Compact in house management during UNGA week, 09/18-22 
- 
During UNGA week, September 18-22
managed media coverage and relations with media outlets such as - Bloomberg, with Robin Blumenthal, The Economist with Matthew
Hoffman, and Reuters with Laura Colby.
Worked in house at UN Global Compact, with assistance of Public Relations agency, Golin Harris.
Managed email, press releases, and agenda during UNGA week for head of communications of the UN Global Compact, 
Toby Usnik -
Creative process of tags, pictures, hashtags, and topics for Twitter during UNGA week, was trending topic for three consecutive days in
New York City.
Inside UN building during day of speakers such as; Al Gore, Prime Minister Shinzo Abe; "," and Training
2019
 
University of San Francisco Media
 
3.4
Bachelors of Fine Arts
 
2019
 
Communication University of San Francisco
 
City
 
, 
State
High School Diploma
 
2013
 
American School of Recife
 
City
 
, 
Brazil
2012
 
IMG Academy
 
City
 
, 
State
2009
 
The American School of Leysin
 
City
 
, 
Switzerland
Languages
Native speaker of English and Portuguese, fluent in Spanish and conversational French. fluent in Portuguese, English, Spanish, and conversational
French
"
13343786.pdf,"SR. LEAVE OF ADMINISTRATIVE SPECIALIST
","
Benefits and payroll coordination
Superb interpersonal skills
Detail-oriented
Background checks
Time management
Exit interviews
Staff recruiting and retention
ADP
Fluent in 
English
HRIS Lawson
Work History
Sr. Leave of Administrative Specialist
 
06/2013
 
to 
Current
 
Company Name
 
â€“ 
City
 
, 
State
 
Extensive knowledge of Section 125 cafeteria plans, FMLA, COBRA, ERISA and HIPAA regulations.
Responsible to analyze and coordinate FMLA, STD, LTD, Military, Personal Leaves and Worker's Compensation.
Makes determinations and takes appropriate actions(s) based on state and federal regulations.
Supervise Benefits administration team.
ADA administration and compliance.
Coordinate with employees, managers, HR Partners, and TPA's, to resolve complex leave of absence questions.
Train management on proper leave of absence procedures.
Review and document the Leave of Absence process for all locations.
Represent organization at personnel-related hearings and investigations.
Works closely with Safety Manager and Employee Relations Managers to implement preventative measures to reduce WC claims.
Also acts as liaison between team and risk management in communicating changes/developments with TPA's.
Prepares reports and statistics for lost time and absence trends.
Human Resources Specialist
 
11/2012
 
to 
06/2013
 
Company Name
 
â€“ 
City
 
, 
State
 
Conducted employment verifications and investigations.
Facilitated the criminal background check process for new hires.
Managed all aspects of leave administration, including employee notifications and vendor management, disability programs and health
benefits.
Acted as liaison between employees and insurance carriers to resolve problems and clarify benefits.
Shadowed employees to determine an accurate description of the duties and skills required for each position.
Handled understaffing, disputes, terminating employees and administering disciplinary procedures.
Benefits Administrator
 
05/2012
 
to 
11/2012
 
Company Name
 
â€“ 
City
 
, 
State
 
Responsible for directing and planning the day-to-day operations of group benefit programs (group health, dental, vision, long-term
disability, ","
Master of Science
 
: 
Current
 
Penn State University
 
- 
City
 
, 
State
 
Human Resources and Employment Relations
B.S
 
: 
Human Resources Management
 
12 2012
 
Capella University
 
- 
Human Resources Management
Certifications
FMLA Specialist Certification - HR Certification - 
September 2014
Affiliations
Benefits and Compensation 
Certification - Cornell University - November 2006 
Affiliations Society for Human Resource Management (SHRM)
CEB Human Resources Net"
17132168.pdf,"SOCIAL ENGAGE SALES
",":
Presenting and speakingÂ 
 Educating and training
Â Platform and operational expertise
Sales and marketing
Social Media understanding
Setting and achieving targets
Pipeline and sales planning
Account management and support
Leadership
Mentoring
Team-","
BBA
 
: 
Marketing Management
 
2011
 
Assumption university
 
City
 
, 
State
 
, 
Thailand
 
Marketing Management
High School Diploma
 
Assumtion University
 
Bangkok, Bangkok, thailand
Matt-Sci, 2006 Hadyai vittayalai school - Hadyai, Songkla, Thailand
"
10005171.pdf,"MEDIA ACTIVITIES SPECIALIST
","
academic, ads, advertising, banners, brochures, budget, conferences, special events, market research, marketing, materials, newspaper, office
manager, personnel, press, press releases, publication, radio, recruitment, scripts, 
strategy, strategic planning, television, website content
Professional Affiliations
National Council for Marketing and Public Relations (NCMPR)
Tennessee College Public Relations Association (TCPRA)
Lookout Chapter of the Public Relations Society of America American (PRSA)
Advertising Federation Chattanooga (Ad Fed)
Tennessee Screenwriters Association
Education
1994
Master of Arts
 
: 
Radio, Television & Motion Pictures
 
University of North Carolina
 
ï¼​ 
City
 
,
 
State
Radio, Television & Motion Pictures
Writers Guild of America Internship, 
Star Trek: Deep Space 9
 , Paramount Pictures, Los Angeles California, Summer 1993
1975
Bachelor of Arts
 
: 
Human Services
 
University of Tennessee
 
ï¼​ 
City
 
, 
State
Human Services
M
 ortar Board Senior Citation, Academic Achievement Award; Academic Council; AASLF Outstanding Senior Award; Cheerleader; Campus
Entertainment Board; Experiment in International Living trip to Italy Summer of 1973; Operation Crossroads to Africa travel to six West African
nations during the summer of 1972; Resident Assistant 1975
Interests
Writers Guild Board of Directors (2011-2012)
Sanctified Sisters Performing Ministry, Executive Director and Founder Howard High School, Class of 1971, President and Reunion Chairperson
2001-2011)
Murray Hills Neighborhood Association Board (2009-2011)
Hillcrest Elementary School PTA, President (2009-2010)
Moccasin Bend Council of the Girl Scouts of America, Leader,
Brownie Troop 875 (2007-2009)","
Increased the frequency of newspaper, radio and television interviews featuring administrators, faculty, and staff members
Designated as the contact for area journalists and served as spokesperson when needed.
03/1994
 
to 
03/1996
Continuing Education CoordinatorCreated personal interest classes that appealed to and met the needs of the community.
Recruited instructors, organized schedule, and marketed courses.
Organized first Spanish language classes for ER personnel in local hospitals.
"
31909493.pdf,"DIGITAL CLIENT LEAD
","
Ads, Agency, Banners, billing, budgets, budget, CMS, competitive analysis, Content Management, conversion, CRM, Client, Clients, Database
Management, Database Marketing, decision making, Direct Mail, email, Film, Google Analytics, UX, Inventory, marketing, Market, marketing
communication, net","
September 2006
BBA
 
: 
Marketing Advertising
 
Pace University
 
ï¼​ 
State
 
GPA: 
GPA: 3.54/4.0
 
Marketing Advertising GPA: 3.54/4.0
"
14036515.pdf,"MONITOR TECH
","
Telephones, Invoices, Greeting, Incoming Calls, Security, Switchboards, 
Clerk, Medical Records,MS 
Word, Office, Billing, Shipping, Shipping
And Receiving, Database Systems, Filing, Incoming Mail, Inventory, Receptionist, Adp, Clients, Jms, Microsoft Office, Office Assistant, Office
Management Skills.","
High School Diploma
 
City
 
, 
State
 
, 
US
 
Flint, MI, US High School Diploma Flint Central High Flint, MI High School Diploma, Jun 1985
"
34319869.pdf,"GLOBAL DIGITAL SERVICING ~ DIGITAL ONBOARDING COORDINATOR (CONTRACTOR)
",": The Basics for Success
Bachelor of Arts
 
:
 
Communication ~ Media Management
 
2007
 
State University of New York at New Paltz
 
, 
City
 
, 
State
 
, 
USA
Recipient of Education Opportunity Program Scholarship
LanguagesFluent speaker, reader and writer in Spanish
Technical Skills
~ Mac OS/OS X systems
~ Technical Software: Salesforce software- (CRM & Jobscience); GitHub; FileZilla; Text Wrangler;Â SAP Business Objects;Â Adobe Acrobat;
Tableau; Micro strategy; Jira; Zendesk
~ Proficient in Word, Outlook, Excel, PowerPoint, Access & SharePointÂ "," and Training
Additional Course Training ~ Project Management
 
2012
 
AMA Executive Conference Center
 
, 
City
 
, 
State
 
, 
USA
Course"
20490741.pdf,"SOCIAL MEDIA ANALYST
","
Social media platforms
Complaint resolution
Creative problem solving
Medical terminology knowledge
Account management
Computer proficient
Good listening skills
Customer relationship management
Sales proficiency
Knowledge of credit disputes
Career planning
Closing techniques
Spanish translation
Interviewing
Up-selling
Record keeping and reporting
Work History
Social Media Analyst 
, 
10/2018
 
to 
Current
 
Company Name
 
â€“ 
City
 
, 
State
 
â€¢ Assist our community and help resolve inquiries accurately with empathy and on time â€¢Investigate and resolve issues that are reported on
social media such.
â€¢Identify inefficiencies in ","
High School Diploma
 
Sickles High School
 
- 
City
 
, 
State
 
"
17562754.pdf,"DIRECTOR OF DIGITAL TRANSFORMATION
","
Consultant
Digital Analytics
Staff Development
Blogging
Media Relations
Core Accomplishments
Journalist, columnist, executive editor, media business executive and 
consultant specialized in digital and new media with almost 30 years of
","
1989
Newspaper El PaÃ​s-Universidad AutÃ³noma de Madrid
 
Spain
 
Master in Journalism (MA)
1987
Navarra University
 
Spain
 
Bachelor's Degree (BA)
 
: 
Journalism
 
Journalism
"
27981289.pdf,"TECHNICAL PROJECT MANAGER
","
Project Management (Including Agile Methodologies)
2.5 Years of WorkFront Experience (As well as JIRA, Trello,
Slack, and others)
â€‹Javascript, PhP, Html/Css, VBA, Multiple libraries (Jquery,
Angular, etc.)
Marketing Strategy for audience definition and strategy to tactics
mapping
Microsoft Office, with high proficiency in Microsoft Excel
Adobe Analytics Implementation and Measurement Proficiency
Â Capable of writing User Research scripts and Testing plans
Conducting Focus groups, usability tests, surveys, and other
testing methods.
Work Experience
Technical Project Manager
 
May 2017
 
to 
Current
 
Company Name
 
ï¼​ 
City
 
, 
State
Lead all technical projects for PMA Media Group and it's AU credit card division. This includes both internal and client facing technical solution
creation--From finance department tools creation to client facing web services creation.Â 
I have also started to help PMA Media implement a scrum process for all technical development, with an agile approach to user discovery.
Project Manager - Digital Marketing/Web
 
Aug 2014
 
to 
May 2017
 
Company Name
 
ï¼​ 
City
 
, 
State
Lead projects that included:
Web Development and Website Content Creation
User Research/Analytics/Testing/SEO
UX Design and Graphics Design
Campaign Marketing Strategy and Asset Creation
This included the management of the creation of many of FamillySearch.org's campaigns; including Pioneer campaign, Meet my Grandma,
Freedmen's Bureau and more.
Digital Media Analyst
 
Jan 2014
 
to 
Jul 2014
 
Company Name
 
ï¼​ 
City
 
, 
State
Worked with clients to determine Business Requirements and KPIs for their digital products. We would create measurement strategies for their
websites, apps, email campaigns, and social channels. This was mostly done in Adobe Analytics, ClickTale, and Localytics, but sometimes in
Google Analytics as well.
This included both report creation as well as code implementation.
Content Publisher and Front End Developer
 
Sep 2013
 
to 
Jan 2014
 
Company Name
 
ï¼​ 
City
 
, 
State
 
Working with clients and an in house content management system, I would create web pages with some custom
style. I would also collaborate on marketing strategy behind each page being created.
Language Technical Writer
 
Mar 2013
 
to 
Sep 2013
 
Company Name
 
ï¼​ 
City
 
, 
State
 
I translated Finnish language bank documents to English and created simple web pages out of them using
HTML/CSS and some JavaScript.
Accomplishments
Project Management Professional Certification - March 2016
Project Highlights
RootsTech.org:
 Â https://www.rootstech.org/ (Project Management, Marketing Strategy, Agile Based Sprint Workflow)
â€‹Freedmen's Bureau Campaign:
 Â http://www.discoverfreedmen.org/ (Project Management, Marketing Strategy)
Multiple Sections on Lds.org and FamilySearch.org:
 Â https://www.lds.org/?lang=eng,Â https://familysearch.org/",
16276121.pdf,"DIGITAL MARKETING ASSOCIATE
","
Advertising, agency, com, draw, client, clients, e-commerce, senior management, Google Analytics, managing, marketing, market, meetings, online
marketing, page, progress, proposals, scheduling, social media platforms
Additional Information
PERSONAL SUMMARY"," welcoming every opportunity to expand intellectual, cultural, and "
18905648.pdf,"SOCIAL MEDIA COORDINATOR
","
Microsoft Word
Excel
Powerpoint
Photoshop
Illustrator
Facebook
Instagram
Twitter
Qualitative and Quantitative Analysis
Public Speaking
Experience
Company Name
 
City
 
, 
State
 
Social Media Coordinator
 
06/2017
 
to 
12/2017
Created content and strategized social media posts/ advertisements for Facebook, Instagram, and Yelp accounts.
Promoted new products with weekly posts of both local and and world class wines/ beers.
curated content based on insights such as audiences reached, and peak times of day/ week.
Company Name
 
City
 
, 
State
 
Bartender
 
10/2017
Organized and Inducted wine tastings for both private and corporate events held in store Communicated with concierge services from
surrounding hotels on a weekly basis Exhibited a vast knowledge of wine and beer varietals to better assist customers with their purchases.
Smart Car Brand Ambassador Informed the SF community about the 2018 all electric Smart Car Worked with coordinators to set up a
pop up for Smart Car promotion with an eco friendly theme Prompted interested individuals in the market for a Smart Car to test drive the
vehicle with me Curated a social media campaign to advertise the pop up event.
Company Name
 
City
 
, 
State
 
Shift Lead
 
09/2016
 
to 
09/2017
Brought employee training attainment from 44% to 100% in three months, surpassing the district stores.
Wrote weekly schedules bases off of projected sales.
Assisted in developing promotional plans to reach sales goals.
Certified as a.
Company Name
 
City
 
, 
State
 
Office Assistant
 
01/2018
 
to 
01/2018
Entered data using Excel.
Organized files.
Answered phone calls.
Skills
Photoshop, employee training, Public Speaking, Quantitative Analysis, sales",
42156237.pdf,"SENIOR DIGITAL MARKETING ANALYST
","
budget, BI, content, clients, database, English, ETL, German, Google Analytics, Hindi, HTML, PHP, JavaScript, marketing, market, MS 
Access,
MS Access, MS Excel, MS Project, Minitab, MySQL, optimization, profit, progress, Punjabi, Python, reporting, sales, SQL, Tableau, TSQL,
Visio","
Masters of Business Administration
2013
MBA
 
University of Redlands
2011
Bachelor of Sciences
 
University of Hamburg
2007
College - Berufsschule City Nord,
Languages
English, German, Hindi, Punjabi
"
