FileNumber,Role,Skills,Education
24548333.pdf,"SENIOR SPECIALTY SALES REPRESENTATIVE
","
Academic, Acrobat, Adobe, Photoshop, Business Planning, Coach, contract negotiations, driving, Endocrinology, English, financial, Illustrator,
Internal Medicine, leadership, Director, Market, Marketing, access, Excel, MS Office Suite, Publisher, Windows 8, Windows, performance
reviews, press, marketing product, promotion, Sales, Sales Forecasting, sales reports, Spanish, Teaching","
Bachelor of Science
 
: 
Business Certificate - Marketing International Marketing Biology
 
2015
 
City
 
, 
State
 
GPA: 
GPA: 3.10
 
Business Certificate -
Marketing International Marketing Biology GPA: 3.10
Biology and Chemistry
 
1998
 
City
 
, 
State
 
GPA: 
Dean's List 1998
 
Academic Coach: Sports and Athletic Association Biology and Chemistry
Dean's List 1998 "
75744306.pdf,"CUSTOMER SERVICE REPRESENTATIVE
","
Excellent interpersonal skills
Compassionate and trustworthy
Detail-oriented
Time management
Professional and friendly
Telephone Skills
Active Learning
â€‹
Additional Information
I like to spend time with family and church family. I like to support school fund raisers and show appreciation for music and arts.","
Associate of Arts
 
, 
Interior Design
 
2004
 
Amarillo College
 
ï¼​ 
City
 
, 
State
 
, 
USA
Associate of Arts
 
, 
Interior Design
 
Border Institute of Technology Amarillo College
 
ï¼​ 
City
 
, 
State
 
Began Associates degree here but moved to
Amarillo and continued and finished education in Amarillo
Interests
My interests are my family and enjoying my husband and children. I love history, arts and movies. We love to travel, sight seeingÂ and visiting
other family members.
Languages
I am fluent, reading, writing, and speaking both English and Spanish.
"
58879993.pdf,"I
HEALTHCARE MARKETING SPECIALIST
","
Electronic 
Medical Database
Microsoft 
PowerPoint
Microsoft Excel
Microsoft Word
Microsoft 
Publisher
Adobe 
Dream Weaver
Adobe Photoshop
Microsoft 
Outlook
Windows
Adobe Premiere
Adobe Acrobat
GIMP
Adobe Reader
Community Service
Food Drive, Mount of Salvation Church, 2012 Â 
Volunteer, ECO City Farms, 2014
Socktober Drive, Mount of Salvation Church, 2015
Dining Room Volunteer, So Others Can Eat (SOME), 2016Â 
Volunteer, White Rose Senior Center, 2016 - 2017 Â ","
Bachelor of Science
 
: 
Healthcare Administration
 
Pennsylvania College of Health Sciences
 
2017
 
City
 
, 
State
Course"
96260484.pdf,"HEALTHCARE CONSULTANT
","
Academic, Accounting, administrative, balance, Biology, Business Development, Business Law, Chemistry, interpersonal, CA, consulting,
counseling, clients, directing, disease-prevention, Economics, Family Medicine, health promotion, leadership, Marketing, assisting physicians,
Patient Care, processes, Product Marketing, Program Development, protocols, Public Health, quality, rehabilitation, scientific, seminars, Strategy,
strategic, stress management, teaching"," center in Family Medicine Residency. Developed residential wellness program at world-renowned Cooper Clinic in Dallas
from ground floor. Administered $800,000 Kellogg Foundation grant to train physicians for Public Health and Preventive Medicine. Developed
innovative nutritional system to rank high nutrient-density foods and motivate individuals to simple healthy eating. Designs for Wellness consulting
with corporate executives, medical groups, hospitals, wellness centers, nutritional supplement manufacturers. Designed extensive marketing
strategies for health/wellness "
16132195.pdf,"PERSONAL HEALTHCARE ASSISTANT
","
Patient-focused care, Excellent interpersonal skills, Compassionate and trustworthy caregiver, Time management, Effectively interacts with patients
and families, Preparation of healthy meals and snacks, Medical terminology, Hospice care provider, Wound care, Charting and record keeping,
Time management
Interests
My Interest include ;
 Â 
Running, Reading, Painting, Playing the Piano,Yoga
 Â "," and Training
2012
"
14062078.pdf,"REGISTERED NURSE
","
academic, acute care, Anatomy, Armed Forces, basic, charts, oral, databases, database, emergency medicine, emotional support, English, forms,
graphs, IMMUNIZATIONS, information systems, Insurance, Medical Terminology, meetings, Excel, Microsoft Office, Outlook, Microsoft
PowerPoint, PowerPoint, Power Point, Word, Microsoft Word, next, Nursing, Occupational Safety, patient care, coordinating patient care,
patient safety, Physiology, policies, presentations, protocols, public health, reporting, research, Resuscitation, safety, Self-motivated, Self-starter,
STATISTICS, Supervisor, Surgeon, teacher, Trainer, triage, written, Composition
Additional Information
AWARDS ARMY COMMENDATION MEDAL WITH VALOR, ARMY COMMENDATION MEDAL (4TH AWARD), ARMY
ACHIEVEMENT MEDAL, ARMY GOOD CONDUCT MEDAL (2ND AWARD), NATIONAL DEFENSE SERVICE MEDAL,
GLOBAL WAR ON TERRORISM SERVICE MEDAL, IRAQI CAMPAIGN MEDAL WITH CAMPAIGN STAR,
NONCOMMISSIONED OFFICER PROFESSIONAL DEVELOPMENT RIBBON, ARMY SERVICE RIBBON, OVERSEAS
SERVICE RIBBON, COMBAT MEDICAL BADGE"," units (CEU)s or patient care refresher training
such as first responder protocol, triage care and other levels of medical care.
08/2008
 
to 
11/2010
Medical Technician
 
Company Name
City, State, Supervisor: SSG Ellis, Courtney, Weekly Hrs.
"
31926950.pdf,"STAFFING COORDINATOR
","
Administrative, Customer Service, Data Entry, Event Coordination, Merchandising,Â  Net"," and Training
May 2007
Bachelor of Arts
 
: 
International Business
 
John Brown University
 
ï¼​ 
City
 
, 
State
 
International Business
Community Service
Junior Achievement Company Program 
November 2013-May 2014 
Volunteered to help mentor students at Round Lake High School in the
Company program for Junior Achievement. We were the first group of 
Baxter Employees to "
12333703.pdf,"FACILITY MANAGER
","
Accounts Payable, art, Audio, read Blueprints, Book, budget, Cash Register, closing, cost control, Crisis Intervention, Customer Service, delivery,
HVAC, inventory, Regulatory compliance, Managing, materials, mechanical, organizing, camera, plumbing, POS, problem solver, procurement,
Project Management, Receiving, renovation, renovations, Retail, Retail Sales, Safety, Scheduling, Staffing, Stress Management, supervising,
troubleshooting, utilities, Video, wiring"," activities.
Assisted in making food and beverage items in accordance to mandated nutritional meal requirements.
Maintained food preparation equipment and ensured appropriate storage.
Coordinated Distribution carts to Doctors and Students.
Company Name
 
City
 
, 
State
 
Assistant Manager
 
01/1998
 
to 
01/2000
Managed the day to day functions of an East Village Cafe, Opening and closing cafe, Ordering supplies, Customer Service, Placing Bakery
Orders, Managing Cash Register.
Education and Training
Present
 
National Career Institute
 
Electrical Assistant & HVAC-R -
A.A
 
:
 
Liberal Arts
 
2012
 
Essex County College
 
, 
City
 
, 
State
 
Liberal Arts
Trade Certificate
 
:
 
Electrical Assistant & HVAC/R Tech
 
January 2018
 
National Career Institute
 
, 
City
 
, 
State
 
, 
United States
 
Electrical Assistant
and HVAC- 
Certificate in commercial and residential wiring, motor control and theory consistent with the National Electrical Code. Electrical
safety including proper use of tools and equipment. Safety standards according to OSHA's rules and regulations. electrical theory to installationand repair of power apparatus, conductors and various types of switching devices. Interpret the National Electrical Code and read Blueprints.
Establishing the source of energy loss and providing solutions
"
20172393.pdf,"CLINICAL RESEARCH COORDINATOR MENTOR - QUALITY ASSURANCE
","
Audits, Quality Assurance, Maintenance, Database, Clerical, Clerk, General Clerical, Outpatient, Clinical Trials, Clinical Research, Audit, Case
Report, Case Report Form, Collection, Corrective Action, Corrective Action Plans, Data Analysis, Data Collection, Data Management,
Inventory, Liaison, Marketing Analysis, Medical Records, Mentor, Project Management, Training, Administrative Assistant, Healthcare, Database
Management, Pivot Tables, Ids, Oncology, Regulatory Compliance, Calendar Management, Ordering, Pediatric, Reconciliation, Access,
Databases, Excellent Organizational Skills, Microsoft Office, Ms Office, Organizational Skills"," and Training
Eastern Michigan University
 
City
 
, 
State
 
, 
US
 
Bachelor of Business Administration
 
: 
Management
 
Bachelor of Business Administration -
Management Eastern Michigan University, Ypsilanti, MI Certified Clinical Research "
36625776.pdf,"HEALTHCARE CONSULTANT
","
acquisitions, CMS, content, contract negotiations, contracts, Contract Management, clients, database, directing, documentation, estimating,
financial, government, insurance, leadership and training, managing, market, negotiation, Enterprise, Net"," to large, engaged provider groups in order to promote
improvement in clinical, quality, coding and financial performance.
Successfully facilitated and implemented various initiatives with provider groups around HEDIS, STARS, etc.
Served as the contact for provider risk group questions regarding financial settlement, delegation, claims adjudication and funding.
Managed and directed staff of 4 Provider Net"
13565152.pdf,ACCOUNT ,"
Staffing management ability
Proven patience and self-discipline
Motivation techniques specialist
Confident public speaker
Conflict resolution
Patient-oriented
Personal and "," and development. 
Established and maintained positive relationships with government regulators, residents, families, other area health care providers, physicians
and community at large. 
Organized and led weekly personnel meetings withÂ team members. 
Developed and managed budget and revenue expectations while actively seeking ways to eliminate or reduce expenses. 
Corresponded with operations staff to ensure key client deliverables and revenue goals were met. 
Closely monitored competitor activity, legislative and regulatory initiatives and agency concerns and contracts and developed strategies to
respond. 
Revised policies and procedures in accordance with changes in local, state and federal laws and regulations. 
Coached and developed a care team that consistently ranked among the top in its region for key clinical, performance and financialoutcomes. 
Planned, organized, supervised and provided assignments for nursing, technical, office and biomedical staff. Managed an average of
 Â 50Â 
employees each shift. 
Provided administrative and clinical leadership to the nursing staff and helped improve annual retention rate. 
Monitored staffing patterns and nursing care hours for efficiency and made changes when necessary. 
Routinely evaluated the overall resident care within the facility and diligently enforced high standards. 
Call on physicians, hospitals, nursing
facilities and other healthcare providers to promote Home Health services.
I am an expert regarding the services provided by Home Health: Skilled nursing, PT, OT, and ST and other healthcare services.
Act as liaison to clients to resolve problems and provide information on services and maintain positive relations.
"
12613221.pdf,"SLEEP TECHNOLOGIST, RPSGT
","
Works proficiently with minimal supervision, fluent communication skills demonstrated daily through interactions with various patient and
family demographics, CPR certified, critical thinking while "," and 
therapy, equipment troubleshooting.
"
11378657.pdf,"HEALTHCARE RECRUITER
","
Excellent interpersonal, HR and administrative skills
Intermediate ","
DIPLOMA
 
: 
Liberal Arts
 
Saint Leo University
 
, 
City
 
, 
State
 
Earned 42 credit hours - general studies Liberal Arts
Princess Anne High School
 
, 
City
 
, 
State
"
18365443.pdf,"HIGHLY ACCOMPLISHED HEALTHCARE ANALYST
","
accounting, Accounts Receivable, auditing, balance, billing, Business Communications, business plan, client, clients, client liaison, customer service,
client support, Database, delivery, Financials, financial, financial consulting, Financial Management, focus, insurance, Intellectual Property,
leadership, mentor, office, 2000, NT, Net"," and Training
Programming Support Specialist, Data Center Technical Support, Shared Medical Systems (Cerner), Malvern, PA Computer Operator,
Operations, Shared Medical Systems (Cerner)
 
City
 
, 
State
Master of Science
 
:
 
Computer Information Systems
 
University of Phoenix
 
ï¼​ 
City
 
, 
State
 
Computer Information Systems
Graduate Courses in Business Communications, Project Management, Operating Systems, Net"
87520378.pdf,"I
HEALTHCARE MARKETING SPECIALIST
","
Electronic Medical Database
Microsoft PowerPoint
Microsoft Excel
Microsoft Word
Microsoft Publisher
Adobe Dream Weaver
Adobe Photoshop
Microsoft Outlook
Windows
Adobe Premiere
Adobe Acrobat
GIMP
Adobe Reader
Community Service
Food Drive, Mount of Salvation Church, 2012
Volunteer, ECO City Farms, 2014
Socktober Drive, Mount of Salvation Church, 2015
Dining Room Volunteer, So Others Can Eat (SOME), 2016
Volunteer, White Rose Senior Center, 2016 - 2017 Â ","
Healthcare Administration 
Pennsylvania College of Health Sciences
 
2017
 
City
 
, 
State
Course"
26695839.pdf,"COMMISSION SPECIALIST
","
BUSINESS ADMINISTRATOR
Project Manager
Data Entry
Business Manager
Performance Analyst
Results-focused, goal oriented, Business/Financial analyst with extensive "," and Training
MBA
 
, 
Business Administration
 
2012
 
IONA COLLEGE
 
ï¼​ 
City
 
, 
State
 
Business Administration
Financial Accounting *Operations Management *Quality Management *Quantitative Management
MA
 
, 
Public Policy
 
2011
 
SUNY EMPRIE STATE COLLEGE
 
ï¼​ 
City
 
, 
State
 
Public Policy Policy Implementation *Qualitative Methods
*Quantitative Methods *Business Compliance "
14667957.pdf,"FIELD BASED NURSE CHART REVIEWER - HEALTHCARE INFORMATICS
","
Registered Nurse, Healthcare, Medicare, Clients, Quality Assurance, Staffing, Business Operations, Contracts, Operations, System Analysis,
Workflow, Rn, Secretary, Assistant Director, Infection Control, Client Services, Root Cause Analysis, Medicaid, Audits, Cms, Content
Management System, Federal Regulations, Qa, Budgets, Payroll, Scheduling, Training, Managed Care, Teaching","
Nurse Consultant Services
Leadership Nurse Consultant Services
Quality Assurance Nurse Consultant Services
Safety Consultants
Healthcare Advocate Consultant Services
Legal Nurse Consultant Services
Servicing Managed Medicare Contracts. Services include:
Oversaw the Skilled Nursing and Short-term Rehab unit.
Clinical resource and coordinator for all services provided to the residents
Oversaw supervisor level support staff for the nurses, and our certified nursing assistants.
Provided a nursing contribution to the multi-disciplinary team meetings and family meetings.
Assisted in the assessment process to develop individual care plans for patients ensuring information around all aspects of their physical,
psychological, social, spiritual needs are covered.
Continually evaluated the effectiveness of the care plans/dressings and medications and ensured that any required changes were carried out
and communicated to all parties involved, including the patient. Services include:
Developed and oversaw the MDS schedule to ensure MDS assessments were completed per Federal Regulations. Ensured all members of
the Interdisciplinary Team were completing all sections of MDS accurately per Federal Regulations.
Completed all necessary non-Medicare MDS assessments (Initial Admission Assessments, Quarterly, Annual, and Significant Changes).
Completed re-certifications as needed for Medicare recipients. Initialized comprehensive resident care plans in accordance with MDS CAA
and CAT.
Participated in care planning meeting to ensure resident care is discussed and CAA assessments are completed per Federal Regulations.
Continually assessed resident MDS submissions. Analyzed MDS data for case mix followed the Medicare PPS and MDS processes per
state and federal guidelines.
Performed submissions of MDS data to CMS utilizing the facility computer system.
Reported to the facility QA committed monthly regarding audits related to MDS process. Department of Health and Human Services,
Office of the Secretary, Assistant Secretary for Preparedness and Response, National Disaster Medical System - DMAT NY6 -
Intermittent Employee- .RN Special Government Employee (SGE) Syracuse, NY 7/2010-6/2014
Deployable Registered Nurse, who completed all the trainings for New York State and the Federal National Disaster Medical System; we
were a team that could be deployed to emergent situations and catastrophes.
This team is in a constant ready state to be sent if needed. (Government team) Onsite and remote Quality Assurance chart reviews for
Medicaid and Medicare projects, HEDfS, CARA, HCC, Performance Physician reviews and other Quality Assurance projects.
Director of Nursing Services (Full-time)
 
April 2010
 
to 
January 2011
 
Company Name
 
ï¼​ 
City
 
, 
State
Admissions screener, as well as the employee health department.
Ensured qualified employees and contractors provided patient care/safety and para"
37374340.pdf,"Rachael Lobdell
","
Confidential data protection
Data entry
Scheduling clients for evaluations for Managed Long Term Care
Intake and Submission of Medicaid applications for clients
Intake and submission of Pool Trust for Long Term Care clients
Excellent Communication skills
Excellent Typing skills
Catering and Party planning
Activity planning
20 years ","al, and medical records, consultation with other "
